artifact,baseline_path,baseline_bytes,baseline_sha256,candidate_path,candidate_bytes,candidate_sha256,delta_bytes,delta_percent
rxc,cmake-build-nr14-candidate/bin/rxc,2616448,d34e19e573017b77785d1b5f739dc8912575dd4cc70c2ebeb36d1a99e5e7924d,cmake-build-release/bin/rxc,2633904,2c20d57825d7ac28c8fc80de6c5b0d89dd286d1d6cc42d1b0b1c7a4bdb3f4c61,17456,0.667170
library.rxbin,cmake-build-nr14-candidate/bin/library.rxbin,866832,62506c1e0520b1f162ba38af5e0389f3ea3f75aba834cbe812820f1bfa19643d,cmake-build-release/bin/library.rxbin,866736,c7e5e438962bcbe212b824c07225f7d98dd751b498e4a25cd020b922a5912a85,-96,-0.011075
rexxcps_opt.rxas,cmake-build-nr14-candidate/tests/benchmarks/benchmark_rexxcps_levelb_opt.rxas,228784,177cb3c6c3094de384ea744d85a0347e003727d49e88f1fb5b18a043c9a891c1,cmake-build-release/tests/benchmarks/benchmark_rexxcps_levelb_opt.rxas,228594,c5cc22ad1458ec4b51f8649deee714bf8abf00ae43d3033177e7b511303ed923,-190,-0.083048
rexxcps_noopt.rxas,cmake-build-nr14-candidate/tests/benchmarks/benchmark_rexxcps_levelb_noopt.rxas,134171,afe7a1c3f556d0791746df691dfe5fd0725d5aa9ea2ce6dacb87b80b79c37d11,cmake-build-release/tests/benchmarks/benchmark_rexxcps_levelb_noopt.rxas,134171,afe7a1c3f556d0791746df691dfe5fd0725d5aa9ea2ce6dacb87b80b79c37d11,0,0.000000
rexxcps_linked.rxbin,/tmp/nr26-release-verdict.FZfZRZ/baseline-rexxcps-linked.rxbin,195599,e63425d71ab296ffdb4e8925f1c546e2d210fde311d1d8769c8b5687bb9ac440,/tmp/nr26-release-verdict.FZfZRZ/candidate-rexxcps-linked.rxbin,195527,392fbae1c826d584990758d02c913fbbd18a067e1eea4f758dad8a16dfcfca1f,-72,-0.036810
