rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1251607,8,3,4,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1)","r1=R77;c1=int:0;r2=R79;r3=R72","benchmark_rexxcps_levelb_opt",884
2,1251600,6,1,6,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6)","r1=R52;r2=R11;r3=R40;r4=R5;r5=R56;r6=R42","benchmark_rexxcps_levelb_opt",1333
3,1236700,4,1,3,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r3,r1) | STOD_REG(r3)","r1=R76;r2=R4;r3=R79","benchmark_rexxcps_levelb_opt",668
4,1043000,3,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | STEMGET_REG_REG_REG(r3,r4,r2)","r1=R51;r2=R84;c1=string@34184;r3=R79;r4=R4","benchmark_rexxcps_levelb_opt",627
5,1043000,5,1,6,candidate,"PARSEWORDS3_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2)","r1=R11;r2=R5;r3=R42;r4=R47;r5=R52;r6=R40","benchmark_rexxcps_levelb_opt",1328
6,1043000,5,1,6,candidate,"SCOPY_REG_REG(r1,r2) | PARSEWORDS3_REG_REG_REG_REG(r3,r4,r5,r1) | SCOPY_REG_REG(r6,r3)","r1=R47;r2=R60;r3=R11;r4=R5;r5=R42;r6=R52","benchmark_rexxcps_levelb_opt",1325
7,834400,2,1,5,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | STEMGET_REG_REG_REG(r3,r4,r1) | SCOPY_REG_REG(r1,r3)","r1=R79;c1=string@34184;r2=R51;r3=R76;r4=R4","benchmark_rexxcps_levelb_opt",664
8,834400,4,1,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r2)","r1=R89;c1=string@76408;r2=R88;c2=int:1;r3=R92;c3=func@76528","benchmark_rexxcps_levelb_opt",1263
9,834400,4,1,6,candidate,"LOAD_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r1) | PARSEWORDS3_REG_REG_REG_REG(r3,r4,r5,r2)","r1=R60;c1=string@77664;r2=R47;r3=R11;r4=R5;r5=R42","benchmark_rexxcps_levelb_opt",1322
10,834400,1,1,3,candidate,"LOAD_REG_STRING(r1,c1) | STRUPPER_REG_REG(r1,r2) | RET_REG(r1)","r1=R0;c1=string@28856;r2=R3","upper",4
11,834400,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LOAD_REG_STRING(r1,c3) | STRUPPER_REG_REG(r1,r2)","c1=int:18;c2=int:1;r1=R0;c3=string@28856;r2=R3","upper",0
12,834400,4,1,6,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_STRING(r5,c1)","r1=R61;r2=R13;r3=R62;r4=R6;r5=R89;c1=string@76408","benchmark_rexxcps_levelb_opt",1257
13,819500,3,1,4,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | STEMSET_REG_REG_REG(r3,r4,r1)","r1=R78;r2=R74;r3=R4;r4=R77","benchmark_rexxcps_levelb_opt",1038
14,640701,4,2,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R41;c1=string@1272;r2=R40;c2=string@384;r3=R51;c3=int:1","benchmark_rexxcps_levelb_opt",445
15,627033,8,3,5,candidate,"STRLEN_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R74;r2=R71;r3=R80;c1=int:1;c2=label@528","benchmark_rexxcps_levelb_opt",515
16,626216,3,2,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | STRLEN_REG_REG(r3,r4)","r1=R73;c1=int:0;r2=R76;c2=string@464;r3=R74;r4=R71","benchmark_rexxcps_levelb_opt",509
17,626216,4,2,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c3)","r1=R71;c1=string@36648;r2=R73;c2=int:0;r3=R76;c3=string@464","benchmark_rexxcps_levelb_opt",506
18,626200,3,2,6,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","c1=label@602;r1=R80;r2=R81;r3=R77;c2=int:0;c3=label@573","benchmark_rexxcps_levelb_opt",559
19,626200,3,2,6,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R80;r2=R70;c1=int:0;c2=label@602;r3=R81;r4=R77","benchmark_rexxcps_levelb_opt",555
20,626200,3,2,6,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_INT_REG(r5,c1,r4)","r1=R78;r2=R77;r3=R76;r4=R70;r5=R75;c1=int:2","benchmark_rexxcps_levelb_opt",595
21,626200,3,2,7,candidate,"SUBSTRING_REG_REG_REG(r1,r2,r3) | ISUB_REG_INT_REG(r4,c1,r3) | BLE_ID_REG_INT(c2,r4,c3)","r1=R76;r2=R78;r3=R70;r4=R75;c1=int:2;c2=label@618;c3=int:0","benchmark_rexxcps_levelb_opt",598
22,625800,2,1,6,candidate,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | INE_REG_REG_INT(r4,r2,c2)","r1=R76;c1=string@464;r2=R74;r3=R71;r4=R80;c2=int:1","benchmark_rexxcps_levelb_opt",512
