workload,runtime,variant,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness,benchmark_metric,benchmark_unit
sieve,oorexx,equivalent-port,process,warmup,1,80467667,0,pass,,
sieve,oorexx,equivalent-port,process,recorded,1,83167042,0,pass,,
sieve,oorexx,equivalent-port,process,recorded,2,80184584,0,pass,,
sieve,oorexx,equivalent-port,process,recorded,3,79830542,0,pass,,
