vm	comparison	loop_count	padding_cells	process_run	pair	order	current_us	alternative_us	delta_us	delta_per_call_ns	alternative_delta_percent
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	1	3	alternative-first	2778	2468	-310	-0.620000	-11.159107
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	1	4	current-first	2799	2549	-250	-0.500000	-8.931761
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	1	1	alternative-first	2631	2510	-121	-0.242000	-4.599012
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	1	2	current-first	2587	2481	-106	-0.212000	-4.097410
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	1	3	alternative-first	2617	2487	-130	-0.260000	-4.967520
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	1	4	current-first	2575	2539	-36	-0.072000	-1.398058
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	2	1	alternative-first	2608	2520	-88	-0.176000	-3.374233
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	2	2	current-first	2566	2611	45	0.090000	+1.753702
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	2	3	alternative-first	2585	2594	9	0.018000	+0.348162
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	2	4	current-first	2563	2583	20	0.040000	+0.780336
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	2	1	alternative-first	2546	2520	-26	-0.052000	-1.021210
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	2	2	current-first	2522	2542	20	0.040000	+0.793021
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	2	3	alternative-first	2554	2609	55	0.110000	+2.153485
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	2	4	current-first	2506	2543	37	0.074000	+1.476457
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	3	1	alternative-first	2545	2568	23	0.046000	+0.903733
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	3	2	current-first	2501	2501	0	0.000000	+0.000000
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	3	3	alternative-first	2577	2602	25	0.050000	+0.970120
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	3	4	current-first	2574	2513	-61	-0.122000	-2.369852
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	3	1	alternative-first	2614	2580	-34	-0.068000	-1.300689
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	3	2	current-first	2570	2564	-6	-0.012000	-0.233463
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	3	3	alternative-first	2589	2569	-20	-0.040000	-0.772499
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	3	4	current-first	2669	2582	-87	-0.174000	-3.259648
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	1	1	alternative-first	2894	2503	-391	-0.782000	-13.510712
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	1	2	current-first	2892	2483	-409	-0.818000	-14.142462
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	1	3	alternative-first	2957	2516	-441	-0.882000	-14.913764
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	1	4	current-first	2922	2517	-405	-0.810000	-13.860370
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	1	1	alternative-first	2623	2630	7	0.014000	+0.266870
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	1	2	current-first	2668	2552	-116	-0.232000	-4.347826
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	1	3	alternative-first	2615	2595	-20	-0.040000	-0.764818
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	1	4	current-first	2653	2585	-68	-0.136000	-2.563136
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	2	1	alternative-first	2709	2614	-95	-0.190000	-3.506829
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	2	2	current-first	2654	2600	-54	-0.108000	-2.034665
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	2	3	alternative-first	2790	2617	-173	-0.346000	-6.200717
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	2	4	current-first	2577	2609	32	0.064000	+1.241754
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	2	1	alternative-first	2592	2491	-101	-0.202000	-3.896605
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	2	2	current-first	2515	2494	-21	-0.042000	-0.834990
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	2	3	alternative-first	2501	2485	-16	-0.032000	-0.639744
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	2	4	current-first	2499	2510	11	0.022000	+0.440176
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	3	1	alternative-first	2604	2474	-130	-0.260000	-4.992320
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	3	2	current-first	2559	2516	-43	-0.086000	-1.680344
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	3	3	alternative-first	2581	2463	-118	-0.236000	-4.571871
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	3	4	current-first	2541	2498	-43	-0.086000	-1.692247
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	3	1	alternative-first	2589	2543	-46	-0.092000	-1.776748
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	3	2	current-first	2594	2536	-58	-0.116000	-2.235929
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	3	3	alternative-first	2636	2609	-27	-0.054000	-1.024279
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	14	3	4	current-first	2600	2537	-63	-0.126000	-2.423077
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	1	1	alternative-first	2570	2564	-6	-0.012000	-0.233463
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	1	2	current-first	2587	2535	-52	-0.104000	-2.010050
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	1	3	alternative-first	2597	2546	-51	-0.102000	-1.963804
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	1	4	current-first	2585	2569	-16	-0.032000	-0.618956
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	1	1	alternative-first	2873	2666	-207	-0.414000	-7.205012
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	1	2	current-first	2664	2470	-194	-0.388000	-7.282282
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	1	3	alternative-first	2657	2496	-161	-0.322000	-6.059466
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	1	4	current-first	2539	2549	10	0.020000	+0.393856
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	2	1	alternative-first	2527	2474	-53	-0.106000	-2.097349
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	2	2	current-first	2537	2500	-37	-0.074000	-1.458415
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	2	3	alternative-first	2544	2487	-57	-0.114000	-2.240566
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	2	4	current-first	2503	2473	-30	-0.060000	-1.198562
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	2	1	alternative-first	2586	2542	-44	-0.088000	-1.701469
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	2	2	current-first	2577	2576	-1	-0.002000	-0.038805
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	2	3	alternative-first	2626	2522	-104	-0.208000	-3.960396
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	2	4	current-first	2588	2537	-51	-0.102000	-1.970634
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	3	1	alternative-first	2603	2585	-18	-0.036000	-0.691510
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	3	2	current-first	2594	2568	-26	-0.052000	-1.002313
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	3	3	alternative-first	2603	2643	40	0.080000	+1.536688
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	3	4	current-first	2617	2597	-20	-0.040000	-0.764234
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	3	1	alternative-first	2703	2483	-220	-0.440000	-8.139105
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	3	2	current-first	2769	2461	-308	-0.616000	-11.123149
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	3	3	alternative-first	2782	2484	-298	-0.596000	-10.711718
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	1	3	4	current-first	2706	2463	-243	-0.486000	-8.980044
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	1	1	alternative-first	2583	2503	-80	-0.160000	-3.097174
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	1	2	current-first	2554	2508	-46	-0.092000	-1.801096
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	1	3	alternative-first	2623	2544	-79	-0.158000	-3.011819
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	1	4	current-first	2590	2496	-94	-0.188000	-3.629344
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	1	1	alternative-first	2498	2461	-37	-0.074000	-1.481185
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	1	2	current-first	2505	2503	-2	-0.004000	-0.079840
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	1	3	alternative-first	2627	2472	-155	-0.310000	-5.900266
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	1	4	current-first	2721	2512	-209	-0.418000	-7.681000
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	2	1	alternative-first	2637	2600	-37	-0.074000	-1.403110
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	2	2	current-first	2772	2476	-296	-0.592000	-10.678211
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	2	3	alternative-first	2682	2487	-195	-0.390000	-7.270694
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	2	4	current-first	2674	2726	52	0.104000	+1.944652
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	2	1	alternative-first	2633	2544	-89	-0.178000	-3.380175
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	2	2	current-first	2570	2589	19	0.038000	+0.739300
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	2	3	alternative-first	2564	2531	-33	-0.066000	-1.287051
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	2	4	current-first	2561	2546	-15	-0.030000	-0.585709
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	3	1	alternative-first	2599	2533	-66	-0.132000	-2.539438
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	3	2	current-first	2632	2528	-104	-0.208000	-3.951368
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	3	3	alternative-first	2613	2533	-80	-0.160000	-3.061615
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	3	4	current-first	2628	2559	-69	-0.138000	-2.625571
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	3	1	alternative-first	2888	2549	-339	-0.678000	-11.738227
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	3	2	current-first	2669	2553	-116	-0.232000	-4.346197
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	3	3	alternative-first	2732	2520	-212	-0.424000	-7.759883
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	9	3	4	current-first	2669	2469	-200	-0.400000	-7.493443
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	1	1	alternative-first	2620	2492	-128	-0.256000	-4.885496
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	1	2	current-first	2612	2526	-86	-0.172000	-3.292496
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	1	3	alternative-first	2597	2520	-77	-0.154000	-2.964960
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	1	4	current-first	2552	2525	-27	-0.054000	-1.057994
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	1	1	alternative-first	2826	2545	-281	-0.562000	-9.943383
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	1	2	current-first	2887	2633	-254	-0.508000	-8.798060
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	1	3	alternative-first	2696	2489	-207	-0.414000	-7.678042
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	1	4	current-first	2685	2461	-224	-0.448000	-8.342644
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	2	1	alternative-first	2516	2479	-37	-0.074000	-1.470588
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	2	2	current-first	2507	2480	-27	-0.054000	-1.076984
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	2	3	alternative-first	2532	2526	-6	-0.012000	-0.236967
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	2	4	current-first	2531	2491	-40	-0.080000	-1.580403
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	2	1	alternative-first	2587	2550	-37	-0.074000	-1.430228
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	2	2	current-first	2579	2579	0	0.000000	+0.000000
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	2	3	alternative-first	2639	2579	-60	-0.120000	-2.273588
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	2	4	current-first	2610	2602	-8	-0.016000	-0.306513
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	3	1	alternative-first	2588	2581	-7	-0.014000	-0.270479
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	3	2	current-first	2569	2532	-37	-0.074000	-1.440249
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	3	3	alternative-first	2623	2546	-77	-0.154000	-2.935570
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	3	4	current-first	2615	2567	-48	-0.096000	-1.835564
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	3	1	alternative-first	2835	2498	-337	-0.674000	-11.887125
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	3	2	current-first	2660	2458	-202	-0.404000	-7.593985
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	3	3	alternative-first	2635	2467	-168	-0.336000	-6.375712
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	5	3	4	current-first	2689	2562	-127	-0.254000	-4.722945
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	1	1	alternative-first	2618	2586	-32	-0.064000	-1.222307
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	1	2	current-first	2593	2546	-47	-0.094000	-1.812572
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	1	3	alternative-first	2652	2517	-135	-0.270000	-5.090498
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	1	4	current-first	2598	2575	-23	-0.046000	-0.885296
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	1	1	alternative-first	2532	2479	-53	-0.106000	-2.093207
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	1	2	current-first	2604	2470	-134	-0.268000	-5.145929
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	1	3	alternative-first	2559	2467	-92	-0.184000	-3.595154
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	1	4	current-first	2497	2482	-15	-0.030000	-0.600721
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	2	1	alternative-first	2827	2486	-341	-0.682000	-12.062257
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	2	2	current-first	2796	2530	-266	-0.532000	-9.513591
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	2	3	alternative-first	2671	2508	-163	-0.326000	-6.102583
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	2	4	current-first	2665	2488	-177	-0.354000	-6.641651
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	2	1	alternative-first	2665	2509	-156	-0.312000	-5.853659
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	2	2	current-first	2582	2533	-49	-0.098000	-1.897754
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	2	3	alternative-first	2615	2619	4	0.008000	+0.152964
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	2	4	current-first	2587	2542	-45	-0.090000	-1.739467
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	3	1	alternative-first	2604	2508	-96	-0.192000	-3.686636
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	3	2	current-first	2554	2492	-62	-0.124000	-2.427565
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	3	3	alternative-first	2717	2489	-228	-0.456000	-8.391608
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	3	4	current-first	2595	2500	-95	-0.190000	-3.660886
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	3	1	alternative-first	2715	2522	-193	-0.386000	-7.108656
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	3	2	current-first	2708	2480	-228	-0.456000	-8.419498
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	3	3	alternative-first	2643	2459	-184	-0.368000	-6.961786
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	13	3	4	current-first	2586	2510	-76	-0.152000	-2.938902
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	1	1	alternative-first	2631	2503	-128	-0.256000	-4.865070
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	1	2	current-first	2586	2562	-24	-0.048000	-0.928074
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	1	3	alternative-first	2612	2539	-73	-0.146000	-2.794793
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	1	4	current-first	2597	2498	-99	-0.198000	-3.812091
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	1	1	alternative-first	2514	2565	51	0.102000	+2.028640
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	1	2	current-first	2520	2492	-28	-0.056000	-1.111111
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	1	3	alternative-first	2533	2485	-48	-0.096000	-1.894986
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	1	4	current-first	2576	2483	-93	-0.186000	-3.610248
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	2	1	alternative-first	2675	2583	-92	-0.184000	-3.439252
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	2	2	current-first	2689	2508	-181	-0.362000	-6.731127
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	2	3	alternative-first	2771	2510	-261	-0.522000	-9.418982
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	2	4	current-first	2946	2657	-289	-0.578000	-9.809912
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	2	1	alternative-first	2624	2514	-110	-0.220000	-4.192073
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	2	2	current-first	2606	2528	-78	-0.156000	-2.993093
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	2	3	alternative-first	2575	2550	-25	-0.050000	-0.970874
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	2	4	current-first	2571	2553	-18	-0.036000	-0.700117
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	3	1	alternative-first	2674	2544	-130	-0.260000	-4.861631
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	3	2	current-first	2649	2657	8	0.016000	+0.302001
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	3	3	alternative-first	2758	2578	-180	-0.360000	-6.526468
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	3	4	current-first	2795	2770	-25	-0.050000	-0.894454
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	3	1	alternative-first	2617	2485	-132	-0.264000	-5.043943
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	3	2	current-first	2691	2599	-92	-0.184000	-3.418803
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	3	3	alternative-first	2805	2503	-302	-0.604000	-10.766488
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	3	3	4	current-first	2783	2490	-293	-0.586000	-10.528207
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	1	1	alternative-first	2619	2507	-112	-0.224000	-4.276441
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	1	2	current-first	2604	2596	-8	-0.016000	-0.307220
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	1	3	alternative-first	2626	2524	-102	-0.204000	-3.884235
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	1	4	current-first	2566	2500	-66	-0.132000	-2.572097
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	1	1	alternative-first	2527	2498	-29	-0.058000	-1.147606
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	1	2	current-first	2518	2485	-33	-0.066000	-1.310564
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	1	3	alternative-first	2505	2569	64	0.128000	+2.554890
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	1	4	current-first	2527	2476	-51	-0.102000	-2.018203
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	2	1	alternative-first	2549	2544	-5	-0.010000	-0.196155
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	2	2	current-first	2549	2544	-5	-0.010000	-0.196155
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	2	3	alternative-first	2940	2515	-425	-0.850000	-14.455782
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	2	4	current-first	2658	2478	-180	-0.360000	-6.772009
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	2	1	alternative-first	2590	2551	-39	-0.078000	-1.505792
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	2	2	current-first	2580	2486	-94	-0.188000	-3.643411
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	2	3	alternative-first	2593	2491	-102	-0.204000	-3.933668
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	2	4	current-first	2641	2596	-45	-0.090000	-1.703900
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	3	1	alternative-first	2713	2595	-118	-0.236000	-4.349429
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	3	2	current-first	2591	2517	-74	-0.148000	-2.856040
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	3	3	alternative-first	2645	2509	-136	-0.272000	-5.141777
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	3	4	current-first	2595	2556	-39	-0.078000	-1.502890
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	3	1	alternative-first	2720	2559	-161	-0.322000	-5.919118
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	3	2	current-first	2664	2695	31	0.062000	+1.163664
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	3	3	alternative-first	2678	2660	-18	-0.036000	-0.672143
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	11	3	4	current-first	2703	2600	-103	-0.206000	-3.810581
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	1	1	alternative-first	2628	2554	-74	-0.148000	-2.815830
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	1	2	current-first	2589	2527	-62	-0.124000	-2.394747
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	1	3	alternative-first	2619	2504	-115	-0.230000	-4.390989
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	1	4	current-first	2615	2560	-55	-0.110000	-2.103250
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	1	1	alternative-first	2709	2509	-200	-0.400000	-7.382798
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	1	2	current-first	2680	2493	-187	-0.374000	-6.977612
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	1	3	alternative-first	2834	2497	-337	-0.674000	-11.891320
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	1	4	current-first	2791	2549	-242	-0.484000	-8.670727
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	2	1	alternative-first	2579	2495	-84	-0.168000	-3.257076
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	2	2	current-first	2625	2480	-145	-0.290000	-5.523810
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	2	3	alternative-first	2553	2485	-68	-0.136000	-2.663533
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	2	4	current-first	2560	2542	-18	-0.036000	-0.703125
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	2	1	alternative-first	2685	2513	-172	-0.344000	-6.405959
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	2	2	current-first	2569	2492	-77	-0.154000	-2.997275
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	2	3	alternative-first	2579	2579	0	0.000000	+0.000000
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	2	4	current-first	2590	2522	-68	-0.136000	-2.625483
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	3	1	alternative-first	2578	2511	-67	-0.134000	-2.598914
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	3	2	current-first	2578	2536	-42	-0.084000	-1.629170
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	3	3	alternative-first	2615	2574	-41	-0.082000	-1.567878
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	3	4	current-first	2575	2506	-69	-0.138000	-2.679612
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	3	1	alternative-first	2530	2497	-33	-0.066000	-1.304348
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	3	2	current-first	2588	2555	-33	-0.066000	-1.275116
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	3	3	alternative-first	2599	2544	-55	-0.110000	-2.116199
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	7	3	4	current-first	2587	2492	-95	-0.190000	-3.672207
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	1	1	alternative-first	2684	2499	-185	-0.370000	-6.892697
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	1	2	current-first	2582	2502	-80	-0.160000	-3.098373
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	1	3	alternative-first	2618	2506	-112	-0.224000	-4.278075
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	1	4	current-first	2602	2500	-102	-0.204000	-3.920061
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	1	1	alternative-first	2773	2558	-215	-0.430000	-7.753336
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	1	2	current-first	2772	2502	-270	-0.540000	-9.740260
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	1	3	alternative-first	2722	2493	-229	-0.458000	-8.412932
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	1	4	current-first	2597	2507	-90	-0.180000	-3.465537
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	15	2	1	alternative-first	2615	2554	-61	-0.122000	-2.332696
