rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,5803200,39,1,3,candidate,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1)","r1=R6;c1=int:256;r2=R8","benchmark_awfy_list_noopt",95
2,4396101,12,1,1,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1)","c1=int:1","benchmark_awfy_list_noopt",6
3,4396101,12,1,2,candidate,"SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2)","c1=int:18;c2=int:0","benchmark_awfy_list_noopt",0
4,4396101,12,1,1,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1)","c1=int:1","benchmark_awfy_list_noopt",4
5,4396101,12,1,2,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2)","c1=int:0;c2=int:1","benchmark_awfy_list_noopt",2
6,4395600,18,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | CALL_REG_FUNC_REG(r3,c1,r4)","r1=R8;r2=R6;r3=R2;c1=func@6000;r4=R7","benchmark_awfy_list_noopt",98
7,4392800,8,1,2,candidate,"ASSERTINITIALIZED_REG(r1) | SETNUMDGTS_INT(c1)","r1=R6;c1=int:18","benchmark_awfy_list_noopt",208
8,4392800,20,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","r1=R7;c1=int:1;r2=R6;c2=int:256","benchmark_awfy_list_noopt",92
9,3827800,9,1,2,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2)","r1=R0;r2=R3","benchmark_awfy_list_noopt",244
10,3827500,4,1,3,candidate,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","c1=int:1;r1=R2;r2=R6","benchmark_awfy_list_noopt",218
11,3820600,1,1,3,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | RET_REG(r1)","r1=R2;r2=R4;c1=int:1","benchmark_awfy_list_noopt",285
12,2226500,10,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1)","r1=R17;r2=R12;r3=R13;c1=int:10","benchmark_awfy_list_noopt",506
13,2089000,2,1,3,candidate,"REFVALID_REG_REG(r1,r2) | BRF_ID_REG(c1,r1)","r1=R17;r2=R5;c1=label@746","benchmark_awfy_list_noopt",715
14,1945400,3,1,3,candidate,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3)","r1=R9;r2=R1;r3=R10","benchmark_awfy_list_noopt",795
15,1878400,4,1,4,over_3_symbols,"LINKREF_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1)","r1=R1;r2=R2;r3=R14;c1=int:1","benchmark_awfy_list_noopt",604
16,1876200,2,1,2,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1)","r1=R3;c1=int:0","benchmark_awfy_list_noopt",229
17,1876200,2,1,3,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R3;c1=int:0;c2=label@240","benchmark_awfy_list_noopt",231
18,1875200,1,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r2,r3)","c1=label@837;r1=R11;r2=R12;r3=R1","benchmark_awfy_list_noopt",773
19,1875200,1,1,2,candidate,"REFVALID_REG_REG(r1,r2) | BTOI_REG(r1)","r1=R12;r2=R1","benchmark_awfy_list_noopt",776
20,1805000,1,1,3,candidate,"SWAP_REG_REG(r1,r2) | BR_ID(c1)","r1=R10;r2=R13;c1=label@770","benchmark_awfy_list_noopt",832
21,1689100,10,1,2,candidate,"NULL_REG(r1) | NULL_REG(r2)","r1=R2;r2=R3","benchmark_awfy_list_noopt",469
22,1416600,21,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4)","r1=R17;r2=R12;r3=R3;r4=R13","benchmark_awfy_list_noopt",590
23,1410700,22,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1)","r1=R12;r2=R17;r3=R14;c1=int:768","benchmark_awfy_list_noopt",496
24,565300,4,1,2,candidate,"SETNUMSTD_INT(c1) | NULL_REG(r1)","c1=int:1;r1=R2","benchmark_awfy_list_noopt",467
25,281000,2,1,3,candidate,"NULL_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R5;r2=R7;c1=int:0","benchmark_awfy_list_noopt",475
26,280900,1,1,4,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4)","r1=R1;r2=R16;r3=R3;r4=R17","benchmark_awfy_list_noopt",764
27,280900,1,1,3,candidate,"COPY_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r1)","r1=R3;r2=R17;r3=R11","benchmark_awfy_list_noopt",767
28,280900,2,1,2,candidate,"LOAD_REG_INT(r1,c1) | RET_REG(r1)","r1=R13;c1=int:1","benchmark_awfy_list_noopt",788
29,280900,1,1,3,candidate,"NULL_REG(r1) | COPY_REG_REG(r2,r3)","r1=R3;r2=R1;r3=R16","benchmark_awfy_list_noopt",762
30,280900,1,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | BRF_ID_REG(c1,r3)","r1=R32;r2=R23;c1=label@1160;r3=R24","benchmark_awfy_list_noopt",905
31,216900,3,1,2,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R5;r2=R4","benchmark_awfy_list_noopt",408
32,210701,2,1,2,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2)","r1=R6;r2=R5","benchmark_awfy_list_noopt",137
33,210700,1,1,3,candidate,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R10;r2=R13;c1=int:0","benchmark_awfy_list_noopt",843
34,210700,1,1,1,candidate,"UNLINK_REG(r1) | ENDLIFE_REG(r1)","r1=R9","benchmark_awfy_list_noopt",839
35,73100,3,1,3,candidate,"SWAP_REG_REG(r1,r2) | RET_REG(r3)","r1=R1;r2=R15;r3=R13","benchmark_awfy_list_noopt",620
36,73000,2,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2)","c1=label@746;r1=R17;r2=R14;c2=int:2","benchmark_awfy_list_noopt",718
37,70200,1,1,3,candidate,"BRF_ID_REG(c1,r1) | UNLINK_REG(r2)","c1=label@1160;r1=R24;r2=R23","benchmark_awfy_list_noopt",908
38,6300,3,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R2;r2=R4","benchmark_awfy_list_noopt",201
39,6300,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3)","r1=R2;r2=R1;c1=int:2;r3=R4","benchmark_awfy_list_noopt",197
40,6300,3,1,3,candidate,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r3)","r1=R5;r2=R15;r3=R1","benchmark_awfy_list_noopt",599
41,6300,3,1,2,candidate,"UNLINK_REG(r1) | RET_REG(r2)","r1=R2;r2=R1","benchmark_awfy_list_noopt",204
42,6200,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R4;r2=R11;c1=int:2;r3=R6;c2=int:1","benchmark_awfy_list_noopt",374
43,6200,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r3,r1,c2)","r1=R6;r2=R11;c1=int:1;r3=R4;c2=int:0","benchmark_awfy_list_noopt",378
44,6200,2,1,3,candidate,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3)","r1=R5;r2=R4;r3=R6","benchmark_awfy_list_noopt",386
45,6200,2,1,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2)","r1=R4;r2=R6;c1=int:0;r3=R5","benchmark_awfy_list_noopt",382
46,6200,2,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R5;r2=R4;r3=R11;c1=int:1","benchmark_awfy_list_noopt",363
47,5900,2,1,2,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R3;r2=R6","benchmark_awfy_list_noopt",307
48,4000,2,1,3,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R3;r2=R2;c1=int:1","benchmark_awfy_list_noopt",249
49,3400,1,1,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R11;r2=R20;c1=int:0;c2=label@654","benchmark_awfy_list_noopt",641
50,3400,1,1,4,over_3_symbols,"NULL_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1)","r1=R5;r2=R11;r3=R20;c1=int:0","benchmark_awfy_list_noopt",639
51,3300,3,1,3,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2)","r1=R1;c1=int:3;c2=string@776","benchmark_awfy_list_noopt",181
52,3300,3,1,3,candidate,"SETOBJTYPE_REG_STRING(r1,c1) | SETNUMDGTS_INT(c2)","r1=R1;c1=string@776;c2=int:18","benchmark_awfy_list_noopt",184
53,3100,1,1,3,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R6;r2=R5;c1=int:1","benchmark_awfy_list_noopt",359
54,3100,1,1,5,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2)","r1=R16;r2=R20;c1=int:1;r3=R14;c2=int:3","benchmark_awfy_list_noopt",654
55,3100,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1)","r1=R5;r2=R11;c1=int:1;r3=R6","benchmark_awfy_list_noopt",355
56,3100,1,1,4,over_3_symbols,"LINKREF_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r4)","r1=R2;r2=R3;r3=R17;r4=R5","benchmark_awfy_list_noopt",712
57,3100,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | SWAP_REG_REG(r2,r3)","r1=R7;c1=int:1;r2=R8;r3=R12","benchmark_awfy_list_noopt",392
58,3100,1,1,2,candidate,"MKREF_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R0;r2=R8","benchmark_awfy_list_noopt",430
59,3100,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R2;r2=R1;c2=int:2","benchmark_awfy_list_noopt",195
60,3100,1,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r4)","r1=R12;r2=R8;r3=R5;r4=R9","benchmark_awfy_list_noopt",402
61,3100,1,1,3,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","r1=R4;r2=R11;c1=int:2","benchmark_awfy_list_noopt",372
62,3100,1,1,3,candidate,"UNLINK_REG(r1) | MKREF_REG_REG(r2,r3)","r1=R9;r2=R0;r3=R8","benchmark_awfy_list_noopt",428
63,2800,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3)","r1=R3;r2=R5;c1=int:1;r3=R6","benchmark_awfy_list_noopt",303
64,2800,1,1,1,candidate,"UNLINK_REG(r1) | RET()","r1=R3","benchmark_awfy_list_noopt",310
65,1000,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | REFVALID_REG_REG(r3,r1)","r1=R2;r2=R6;c1=int:1;r3=R3","benchmark_awfy_list_noopt",220
66,1000,1,1,2,candidate,"REFVALID_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R3;r2=R2","benchmark_awfy_list_noopt",224
67,1000,1,1,2,candidate,"UNLINK_REG(r1) | BTOI_REG(r2)","r1=R2;r2=R3","benchmark_awfy_list_noopt",227
68,900,1,1,2,candidate,"IADD_REG_REG_INT(r1,r1,c1) | RET_REG(r1)","r1=R4;c1=int:1","benchmark_awfy_list_noopt",267
69,900,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r3)","r1=R3;r2=R6;c1=int:1;r3=R0","benchmark_awfy_list_noopt",240
70,900,1,1,2,candidate,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R0;r2=R3","benchmark_awfy_list_noopt",246
71,900,1,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | IADD_REG_REG_INT(r3,r3,c1)","r1=R0;r2=R3;r3=R4;c1=int:1","benchmark_awfy_list_noopt",264
72,300,1,1,3,candidate,"BRF_ID_REG(c1,r1) | NULL_REG(r2)","c1=label@654;r1=R11;r2=R12","benchmark_awfy_list_noopt",645
73,300,3,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | MKREF_REG_REG(r2,r3)","r1=R13;c1=int:15;r2=R14;r3=R0","benchmark_awfy_list_noopt",484
74,300,3,1,4,over_3_symbols,"MKREF_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1)","r1=R14;r2=R0;r3=R11;c1=int:3","benchmark_awfy_list_noopt",487
75,300,1,1,1,candidate,"NULL_REG(r1) | RET_REG(r1)","r1=R12","benchmark_awfy_list_noopt",648
76,300,3,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | CALL_REG_FUNC_REG(r2,c2,r3)","r1=R14;c1=int:768;r2=R3;c2=func@22432;r3=R11","benchmark_awfy_list_noopt",499
77,200,2,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | CALL_REG_FUNC_REG(r2,c2,r1)","r1=R3;c1=int:0;r2=R6;c2=func@5416","benchmark_awfy_list_noopt",85
