record,dimension,origin_mask,shape_mask,bucket_upper,count,total,max_or_peak,notes
histogram,max_decimal_length,,,64,9,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_decimal_capacity,,,0,,396,,sum across unique addresses
histogram,max_decimal_capacity,,,0,654,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_decimal_capacity,,,64,9,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_binary_length,,,0,,2688,,sum across unique addresses
histogram,max_binary_length,,,0,661,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_binary_length,,,2048,2,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_binary_capacity,,,0,,4096,,sum across unique addresses
histogram,max_binary_capacity,,,0,661,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_binary_capacity,,,2048,2,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_attributes,,,0,,142,,sum across unique addresses
histogram,max_attributes,,,0,651,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_attributes,,,1,2,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_attributes,,,4,3,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_attributes,,,16,5,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_attributes,,,32,2,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_attribute_capacity,,,0,,184,,sum across unique addresses
histogram,max_attribute_capacity,,,0,651,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_attribute_capacity,,,8,5,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_attribute_capacity,,,16,5,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_attribute_capacity,,,32,2,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
