rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,9520000,34,1,4,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R40;r2=R41;r3=R42;r4=R43","benchmark_rexxcps_levelb_noopt",545
91,280000,1,1,7,candidate,"ITOS_REG(r1) | SCONCAT_REG_REG_STRING(r2,r1,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R83;r2=R79;c1=string@38600;r3=R80;c2=int:6;r4=R81;c3=int:2","benchmark_rexxcps_levelb_noopt",619
92,280000,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | BCF_ID_REG(c2,r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R21;c1=int:1;c2=label@1795;r2=R13;r3=R14","benchmark_rexxcps_levelb_noopt",1740
93,280000,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c3) | SEQ_REG_REG_STRING(r1,r2,c4)","r1=R90;c1=int:1;c2=label@1050;r2=R38;c3=string@17904;c4=string@51856","benchmark_rexxcps_levelb_noopt",1041
94,280000,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c1)","r1=R84;c1=int:1;r2=R88;r3=R86;r4=R87","benchmark_rexxcps_levelb_noopt",1234
95,280000,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c2)","r1=R85;c1=int:2;r2=R93;r3=R86;r4=R81;c2=int:1","benchmark_rexxcps_levelb_noopt",1105
96,280000,1,1,4,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_STRING_REG(r1,c2,r1) | CONCAT_REG_REG_STRING(r1,r1,c3)","r1=R86;c1=int:1;c2=string@57512;c3=string@464","benchmark_rexxcps_levelb_noopt",1221
97,280000,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | SCONCAT_REG_REG_STRING(r2,r1,c2) | LOAD_REG_INT(r3,c3)","r1=R83;c1=int:1234;r2=R79;c2=string@38600;r3=R80;c3=int:6","benchmark_rexxcps_levelb_noopt",616
98,280000,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r4,c4)","r1=R80;c1=int:6;r2=R81;c2=int:2;r3=R78;c3=int:4;r4=R79;c4=int:768","benchmark_rexxcps_levelb_noopt",625
99,280000,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | CONCAT_REG_REG_STRING(r2,r1,c2) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r4,r2,r3)","r1=R59;c1=string@37840;r2=R78;c2=string@38320;r3=R60;r4=R76","benchmark_rexxcps_levelb_noopt",603
100,280000,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r1) | PARSEPOS2_REG_REG_REG_INT(r3,r4,r2,c2) | SCOPY_REG_REG(r5,r3)","r1=R94;c1=string@54864;r2=R54;r3=R40;r4=R45;c2=int:5;r5=R70","benchmark_rexxcps_levelb_noopt",1166
101,280000,1,1,5,candidate,"NULL_REG(r1) | CONCAT_REG_REG_STRING(r2,r3,c1) | CONCAT_REG_REG_REG(r2,r2,r4) | CONCAT_REG_REG_STRING(r2,r2,c1)","r1=R19;r2=R22;r3=R27;c1=string@90456;r4=R28","benchmark_rexxcps_levelb_noopt",1758
102,280000,1,1,6,candidate,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | CONCAT_REG_REG_STRING(r3,r2,c2) | ITOS_REG(r4)","r1=R71;r2=R59;c1=string@37840;r3=R78;c2=string@38320;r4=R60","benchmark_rexxcps_levelb_noopt",601
103,280000,1,1,6,candidate,"NULL_REG(r1) | NULL_REG(r2) | CONCAT_REG_REG_STRING(r3,r4,c1) | CONCAT_REG_REG_REG(r3,r3,r5)","r1=R18;r2=R19;r3=R22;r4=R27;c1=string@90456;r5=R28","benchmark_rexxcps_levelb_noopt",1756
104,280000,1,1,6,candidate,"NULL_REG(r1) | NULL_REG(r2) | LOAD_REG_STRING(r3,c1) | CONCAT_REG_REG_STRING(r4,r3,c2)","r1=R70;r2=R71;r3=R59;c1=string@37840;r4=R78;c2=string@38320","benchmark_rexxcps_levelb_noopt",599
105,280000,1,1,6,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | CONCAT_REG_REG_STRING(r4,r5,c1)","r1=R17;r2=R18;r3=R19;r4=R22;r5=R27;c1=string@90456","benchmark_rexxcps_levelb_noopt",1754
106,280000,1,1,5,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | LOAD_REG_STRING(r4,c1)","r1=R68;r2=R70;r3=R71;r4=R59;c1=string@37840","benchmark_rexxcps_levelb_noopt",597
107,280000,1,1,5,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | SCOPY_REG_REG(r4,r5)","r1=R9;r2=R10;r3=R11;r4=R4;r5=R29","benchmark_rexxcps_levelb_noopt",1717
108,280000,1,1,7,candidate,"NULL_REG(r1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r4) | PARSEWORDS3D_REG_REG_REG_REG(r5,r6,r7,r3)","r1=R10;r2=R11;r3=R4;r4=R29;r5=R1;r6=R2;r7=R3","benchmark_rexxcps_levelb_noopt",1719
109,280000,1,1,7,candidate,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | PARSEWORDS3D_REG_REG_REG_REG(r4,r5,r6,r2) | SCOPY_REG_REG(r7,r4)","r1=R11;r2=R4;r3=R29;r4=R1;r5=R2;r6=R3;r7=R9","benchmark_rexxcps_levelb_noopt",1721
110,280000,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c3) | NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","c1=int:9;c2=int:1;c3=int:2;r1=R1;r2=R2;r3=R3","benchmark_rexxcps_levelb_noopt",1705
111,280000,1,1,6,candidate,"PARSEPOS2_REG_REG_REG_INT(r1,r2,r3,c1) | SCOPY_REG_REG(r4,r1) | SCOPY_REG_REG(r5,r2) | CNOP()","r1=R40;r2=R45;r3=R54;c1=int:5;r4=R70;r5=R71","benchmark_rexxcps_levelb_noopt",1172
112,280000,1,1,7,candidate,"PARSEWORDS3D_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2) | SCOPY_REG_REG(r7,r3)","r1=R1;r2=R2;r3=R3;r4=R4;r5=R9;r6=R10;r7=R11","benchmark_rexxcps_levelb_noopt",1726
113,280000,1,1,9,candidate,"SCONCAT_REG_REG_STRING(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3) | LOAD_REG_INT(r5,c4)","r1=R79;r2=R83;c1=string@38600;r3=R80;c2=int:6;r4=R81;c3=int:2;r5=R78;c4=int:4","benchmark_rexxcps_levelb_noopt",621
114,280000,1,1,4,candidate,"SCOPY_REG_REG(r1,r2) | CNOP() | CNOP() | LOAD_REG_STRING(r3,c1)","r1=R71;r2=R45;r3=R88;c1=string@56776","benchmark_rexxcps_levelb_noopt",1180
115,280000,1,1,6,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | BCF_ID_REG(c2,r3) | NULL_REG(r4)","r1=R11;r2=R3;r3=R21;c1=int:1;c2=label@1795;r4=R13","benchmark_rexxcps_levelb_noopt",1737
116,280000,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | PARSEPOS2_REG_REG_REG_INT(r3,r4,r1,c1) | SCOPY_REG_REG(r5,r3) | SCOPY_REG_REG(r6,r4)","r1=R54;r2=R94;r3=R40;r4=R45;c1=int:5;r5=R70;r6=R71","benchmark_rexxcps_levelb_noopt",1169
117,280000,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | PARSEWORDS3D_REG_REG_REG_REG(r3,r4,r5,r1) | SCOPY_REG_REG(r6,r3) | SCOPY_REG_REG(r7,r4)","r1=R4;r2=R29;r3=R1;r4=R2;r5=R3;r6=R9;r7=R10","benchmark_rexxcps_levelb_noopt",1723
118,280000,1,1,4,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | CNOP() | CNOP()","r1=R70;r2=R40;r3=R71;r4=R45","benchmark_rexxcps_levelb_noopt",1177
119,280000,1,1,6,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | INC_REG(r5) | BR_ID(c1)","r1=R37;r2=R49;r3=R68;r4=R53;r5=R60;c1=label@538","benchmark_rexxcps_levelb_noopt",1345
120,280000,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | BCF_ID_REG(c2,r5)","r1=R10;r2=R2;r3=R11;r4=R3;r5=R21;c1=int:1;c2=label@1795","benchmark_rexxcps_levelb_noopt",1734
121,280000,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | BR_ID(c1)","r1=R17;r2=R13;r3=R18;r4=R14;r5=R19;r6=R15;c1=label@1743","benchmark_rexxcps_levelb_noopt",1784
122,280000,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | INC_REG(r7)","r1=R64;r2=R44;r3=R37;r4=R49;r5=R68;r6=R53;r7=R60","benchmark_rexxcps_levelb_noopt",1342
123,280000,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1)","r1=R9;r2=R1;r3=R10;r4=R2;r5=R11;r6=R3;r7=R21;c1=int:1","benchmark_rexxcps_levelb_noopt",1731
124,280000,1,1,7,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c2,r5,r1,r2,r3)","r1=R92;c1=int:256;r2=R93;r3=R94;r4=R88;c2=func@57968;r5=R91","benchmark_rexxcps_levelb_noopt",1255
125,280000,1,1,5,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1)","r1=R91;c1=int:256;r2=R92;r3=R93;r4=R94","benchmark_rexxcps_levelb_noopt",1252
126,280000,1,1,8,candidate,"STEMSET_REG_REG_REG(r1,r2,r3) | CONCAT_REG_REG_STRING(r4,r5,c1) | ITOS_REG(r6) | CONCAT_REG_REG_REG(r7,r4,r6)","r1=R0;r2=R76;r3=R77;r4=R79;r5=R59;c1=string@38320;r6=R60;r7=R82","benchmark_rexxcps_levelb_noopt",646
127,260000,1,1,5,candidate,"CONCAT_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r2,c1) | ITOS_REG(r2) | CONCAT_REG_REG_STRING(r2,r2,c2)","r1=R79;r2=R76;r3=R74;c1=int:1;c2=string@38320","benchmark_rexxcps_levelb_noopt",985
128,260000,1,1,4,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r3,c1) | ITOS_REG(r3)","r1=R74;r2=R79;r3=R76;c1=int:1","benchmark_rexxcps_levelb_noopt",983
129,260000,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r3,c2)","r1=R74;c1=int:2;r2=R79;r3=R76;c2=int:1","benchmark_rexxcps_levelb_noopt",980
130,20001,2,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R33;c1=int:1;r2=R32;c2=int:2;r3=R31;c3=label@1465","benchmark_rexxcps_levelb_noopt",413
131,20001,2,2,8,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R38;c1=string@29640;r2=R37;c2=string@384;r3=R60;c3=int:1;r4=R72;c4=int:14","benchmark_rexxcps_levelb_noopt",526
132,20000,1,1,8,candidate,"BCF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c3) | LOAD_REG_INT(r4,c4)","c1=label@1359;r1=R26;r2=R38;c2=string@29640;r3=R37;c3=string@384;r4=R60;c4=int:1","benchmark_rexxcps_levelb_noopt",523
133,20000,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | BRF_ID_REG(c4,r3)","c1=label@1041;r1=R88;r2=R38;c2=string@29640;r3=R90;c3=int:1;c4=label@1050","benchmark_rexxcps_levelb_noopt",1035
134,20000,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | NULL_REG(r4)","r1=R72;c1=int:14;r2=R73;r3=R60;c2=label@1355;r4=R40","benchmark_rexxcps_levelb_noopt",535
135,20000,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | BRF_ID_REG(c3,r2) | LOAD_REG_STRING(r1,c4)","r1=R38;c1=string@29640;r2=R90;c2=int:1;c3=label@1050;c4=string@17904","benchmark_rexxcps_levelb_noopt",1038
136,20000,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | IGT_REG_REG_REG(r4,r2,r3)","r1=R37;c1=string@384;r2=R60;c2=int:1;r3=R72;c3=int:14;r4=R73","benchmark_rexxcps_levelb_noopt",529
137,20000,1,1,6,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_INT(r3,c3)","r1=R88;r2=R38;c1=string@29640;c2=label@1041;r3=R90;c3=int:1","benchmark_rexxcps_levelb_noopt",1031
138,3000,15,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BTOI_REG(r1) | ICOPY_REG_REG(r3,r1) | BR_ID(c2)","r1=R22;r2=R28;c1=int:1;r3=R21;c2=label@13796","trace",13785
139,3000,15,1,5,candidate,"LOAD_REG_INT(r1,c1) | STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4)","r1=R28;c1=int:1;r2=R27;r3=R25;r4=R22","trace",13778
140,3000,15,1,7,candidate,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | STRLEN_REG_REG(r4,r1) | ILT_REG_REG_INT(r5,r2,c2)","r1=R25;c1=string@1532976;r2=R26;r3=R27;r4=R24;r5=R22;c2=int:2","trace",13745
141,3000,15,1,7,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | LOAD_REG_STRING(r6,c1) | STRLEN_REG_REG(r2,r4)","r1=R28;r2=R26;r3=R24;r4=R27;r5=R5;r6=R25;c1=string@1532976","trace",13738
142,3000,15,1,6,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | STRLEN_REG_REG(r4,r1) | STRLEN_REG_REG(r5,r3)","r1=R27;r2=R5;r3=R25;c1=string@1532976;r4=R26;r5=R24","trace",13742
143,3000,15,1,7,candidate,"STRLEN_REG_REG(r1,r2) | STRLEN_REG_REG(r3,r4) | ILT_REG_REG_INT(r5,r1,c1) | BRF_ID_REG(c2,r5)","r1=R26;r2=R27;r3=R24;r4=R25;r5=R22;c1=int:2;c2=label@13766","trace",13748
144,3000,15,1,6,candidate,"STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4) | ICOPY_REG_REG(r5,r4)","r1=R28;r2=R27;r3=R25;r4=R22;c1=int:1;r5=R21","trace",13781
145,1400,4,2,5,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRT_ID_REG(c2,r1)","r1=R26;r2=R5;c1=string@1535296;c2=label@13900;c3=string@1535336","trace",13878
146,1000,3,2,6,candidate,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r3,r2,c3)","c1=label@13900;r1=R26;r2=R5;c2=string@1535336;r3=R25;c3=string@1535376","trace",13882
147,1000,3,2,8,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r3,r2,c3) | BRTF_ID_ID_REG(c4,c5,r3)","r1=R26;r2=R5;c1=string@1535336;c2=label@13900;r3=R25;c3=string@1535376;c4=label@13906;c5=label@13911","trace",13885
148,432,4,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2) | ILT_REG_REG_INT(r4,r5,c1)","r1=R12;c1=int:0;r2=R14;c2=string@28856;r3=R16;r4=R20;r5=R19","trace",4310
149,432,4,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | ILT_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3)","r1=R14;c1=string@28856;r2=R16;r3=R20;r4=R19;c2=int:0;c3=label@4329","trace",4313
150,432,4,1,8,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R17;r2=R5;r3=R19;c1=int:1;r4=R11;c2=string@329248;r5=R9;c3=int:0","trace",4298
151,432,4,1,6,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | SCOPY_REG_REG(r5,r3) | BR_ID(c1)","r1=R17;r2=R12;r3=R16;r4=R19;r5=R20;c1=label@4411","trace",4376
152,417,4,2,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_STRING(r4,c2)","r1=R3;c1=int:0;r2=R0;r3=R5;c2=string@28856;r4=R7","left",45
153,417,4,2,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R19;c1=string@1760;r2=R12;c2=int:100;r3=R3;r4=R11;c3=string@3232","benchmark_rexxcps_levelb_noopt",20
154,416,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c3)","r1=R19;c1=int:1;r2=R11;c2=string@329248;r3=R9;c3=int:0;r4=R12","trace",4301
155,416,3,1,10,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1) | LOAD_REG_STRING(r8,c2)","r1=R10;r2=R13;r3=R15;r4=R18;r5=R17;r6=R5;r7=R19;c1=int:1;r8=R11;c2=string@329248","trace",4293
156,409,13,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c3,r1)","r1=R4;c1=int:0;r2=R25;c2=int:8;c3=int:9","trace",10126
157,409,13,1,5,candidate,"LOAD_REG_STRING(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | SCOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R4;c1=string@1533056;r2=R5;r3=R25;c2=int:15","trace",10154
158,400,1,1,8,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r3)","c1=label@324;r1=R20;r2=R22;c2=int:0;r3=R21;c3=int:1;r4=R19;c4=func@1624728","time",299
159,400,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | REQ_REG_REG_STRING(r1,r3,c3) | BRF_ID_REG(c4,r1)","c1=label@188;r1=R16;r2=R13;c2=int:1;r3=R7;c3=string@1628968;c4=label@198","time",182
160,400,1,1,7,candidate,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c4)","c1=label@272;r1=R17;r2=R7;c2=string@957072;c3=label@340;r3=R19;c4=int:1","time",262
161,400,1,1,4,candidate,"FCOPY_REG_REG(r1,r2) | FDIV_REG_REG_FLOAT(r3,r1,c1) | FTOS_REG(r3) | RET_REG(r3)","r1=R18;r2=R16;r3=R22;c1=float@1629112","time",329
162,400,1,1,4,candidate,"ITOF_REG(r1) | FCOPY_REG_REG(r2,r1) | FDIV_REG_REG_FLOAT(r3,r2,c1) | FTOS_REG(r3)","r1=R16;r2=R18;r3=R22;c1=float@1629112","time",327
163,400,1,1,5,candidate,"LOAD_REG_FLOAT(r1,c1) | ITOF_REG(r2) | FCOPY_REG_REG(r1,r2) | FDIV_REG_REG_FLOAT(r3,r1,c2)","r1=R18;c1=float@473216;r2=R16;r3=R22;c2=float@1629112","time",324
164,400,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1) | REQ_REG_REG_STRING(r1,r3,c3)","r1=R16;c1=int:1;c2=label@188;r2=R13;r3=R7;c3=string@1628968","time",179
165,400,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | REQ_REG_REG_STRING(r2,r3,c2) | BRT_ID_REG(c3,r2) | REQ_REG_REG_STRING(r2,r3,c4)","r1=R13;c1=int:0;r2=R14;r3=R7;c2=string@1533096;c3=label@117;c4=string@1533992","time",92
166,400,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SEQ_REG_REG_STRING(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R7;c1=string@28856;r2=R1;c2=int:0;r3=R0;r4=R24;c3=label@32","time",14
167,400,1,1,8,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R20;r2=R7;c1=string@957072;c2=label@324;r3=R22;c3=int:0;r4=R21;c4=int:1","time",295
168,400,1,1,10,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | SWAPCALL_REG_FUNC_REG_REG_REG(r4,c4,r3,r5,r6)","r1=R17;r2=R7;c1=string@957072;c2=label@340;r3=R19;c3=int:1;r4=R16;c4=func@1624728;r5=R1;r6=R20","time",265
169,400,1,1,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R17;r2=R7;c1=string@1124600;c2=label@272;c3=string@957072;c4=label@340","time",258
170,400,1,1,5,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_FLOAT(r3,c1) | ITOF_REG(r4) | FCOPY_REG_REG(r3,r4)","r1=R1;r2=R22;r3=R18;c1=float@473216;r4=R16","time",321
171,399,1,1,5,candidate,"BEQ_ID_REG_INT(c1,r1,c2) | COPY_REG_REG(r2,r1) | ISUB_REG_REG_REG(r2,r2,r3) | RET_REG(r2)","c1=label@20;r1=R5;c2=int:0;r2=R1;r3=R3","/private/tmp/crexx-perf3-k04e-scorecard.tTgMRO/src/lib/rxfnsb/rxas/_elapsed",7
172,399,1,1,6,candidate,"BRF_ID_REG(c1,r1) | BEQ_ID_REG_INT(c2,r2,c3) | COPY_REG_REG(r1,r2) | ISUB_REG_REG_REG(r1,r1,r3)","c1=label@28;r1=R1;c2=label@20;r2=R5;c3=int:0;r3=R3","/private/tmp/crexx-perf3-k04e-scorecard.tTgMRO/src/lib/rxfnsb/rxas/_elapsed",4
173,399,1,1,7,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | BEQ_ID_REG_INT(c3,r3,c4) | COPY_REG_REG(r1,r3)","r1=R1;r2=R2;c1=string@2717592;c2=label@28;c3=label@20;r3=R5;c4=int:0","/private/tmp/crexx-perf3-k04e-scorecard.tTgMRO/src/lib/rxfnsb/rxas/_elapsed",0
174,307,10,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_STRING(r2,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | SCOPY_REG_REG(r3,r2)","r1=R25;c1=int:14;r2=R4;c2=string@1533056;r3=R5;c3=int:15","trace",10150
175,307,10,1,7,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_STRING(r1,c3) | LINKATTR1_REG_REG_INT(r3,r2,c4)","r1=R4;c1=int:0;r2=R25;c2=int:14;c3=string@1533056;r3=R5;c4=int:15","trace",10147
176,216,1,1,9,candidate,"BEQ_ID_REG_INT(c1,r1,c2) | IEQ_REG_REG_INT(r2,r1,c3) | BRF_ID_REG(c4,r2) | ISUB_REG_INT_REG(r3,c5,r4)","c1=label@186;r1=R9;c2=int:84;r2=R21;c3=int:66;c4=label@284;r3=R12;c5=int:0;r4=R16","strip",175
177,216,1,1,8,candidate,"BEQ_ID_REG_INT(c1,r1,c2) | IEQ_REG_REG_INT(r2,r1,c3) | BRF_ID_REG(c4,r2) | LOAD_REG_INT(r3,c5)","c1=label@162;r1=R9;c2=int:76;r2=R20;c3=int:66;c4=label@175;r3=R12;c5=int:0","strip",151
178,216,1,1,7,candidate,"BEQ_ID_REG_INT(c1,r1,c2) | INE_REG_REG_INT(r2,r1,c3) | BRF_ID_REG(c1,r2) | INE_REG_REG_INT(r3,r1,c4)","c1=label@107;r1=R9;c2=int:76;r2=R18;c3=int:84;r3=R19;c4=int:66","strip",88
179,216,1,1,8,candidate,"BRF_ID_REG(c1,r1) | BEQ_ID_REG_INT(c2,r2,c3) | IEQ_REG_REG_INT(r3,r2,c4) | BRF_ID_REG(c5,r3)","c1=label@206;r1=R19;c2=label@162;r2=R9;c3=int:76;r3=R20;c4=int:66;c5=label@175","strip",148
180,216,1,1,5,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | RET_REG(r4)","c1=label@300;r1=R22;r2=R4;r3=R16;r4=R15","strip",288
181,216,1,1,8,candidate,"BRF_ID_REG(c1,r1) | ISUB_REG_INT_REG(r2,c2,r3) | FNDNBLNK_REG_REG_REG(r4,r5,r2) | BGE_ID_REG_INT(c3,r4,c2)","c1=label@284;r1=R21;r2=R12;c2=int:0;r3=R16;r4=R6;r5=R15;c3=label@200","strip",183
182,216,1,1,6,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | FNDNBLNK_REG_REG_REG(r3,r4,r2) | BGE_ID_REG_INT(c1,r3,c2)","c1=label@175;r1=R20;r2=R12;c2=int:0;r3=R14;r4=R15","strip",159
