entry,name,value
rexxcps-opaque-retained,schema_version,5
rexxcps-opaque-retained,vm_mode,rxvm
rexxcps-opaque-retained,result,0
rexxcps-opaque-retained,timer_read_min_ns,41
rexxcps-opaque-retained,timer_zero_deltas,733
rexxcps-opaque-retained,interrupt_polls,204662
rexxcps-opaque-retained,invalid_events,0
rexxcps-opaque-retained,counter_overflow,0
rexxcps-opaque-retained,procedure_tracking_unavailable,0
rexxcps-opaque-retained,allocation_tracking_unavailable,0
rexxcps-opaque-retained,census_tracking_unavailable,0
rexxcps-opaque-retained,metadata_tracking_unavailable,0
rexxcps-opaque-stripped,schema_version,5
rexxcps-opaque-stripped,vm_mode,rxvm
rexxcps-opaque-stripped,result,0
rexxcps-opaque-stripped,timer_read_min_ns,41
rexxcps-opaque-stripped,timer_zero_deltas,737
rexxcps-opaque-stripped,interrupt_polls,204662
rexxcps-opaque-stripped,invalid_events,0
rexxcps-opaque-stripped,counter_overflow,0
rexxcps-opaque-stripped,procedure_tracking_unavailable,0
rexxcps-opaque-stripped,allocation_tracking_unavailable,0
rexxcps-opaque-stripped,census_tracking_unavailable,0
rexxcps-opaque-stripped,metadata_tracking_unavailable,0
