entry,count_rank,total_time_rank,average_latency_rank,name,count,total_ns,average_ns,min_ns,max_ns,percent,status
rexxcps-opaque-retained,1,3,97,BRF_ID_REG,30373,460733,15,0,31667,1.105194,complete
rexxcps-opaque-retained,2,6,112,ENDLIFE_REG,14337,207317,14,0,7292,0.497306,complete
rexxcps-opaque-retained,3,5,97,NULL_REG,14326,227754,15,0,16291,0.546330,complete
rexxcps-opaque-retained,4,8,112,ICOPY_REG_REG,11501,165210,14,0,1166,0.396301,complete
rexxcps-opaque-retained,5,9,97,IEQ_REG_REG_INT,9390,141237,15,0,5750,0.338795,complete
rexxcps-opaque-retained,6,10,92,SCOPY_REG_REG,8489,140374,16,0,1209,0.336725,complete
rexxcps-opaque-retained,7,12,122,BR_ID,8297,113072,13,0,2917,0.271234,complete
rexxcps-opaque-retained,8,11,97,BRT_ID_REG,7711,120713,15,0,10375,0.289563,complete
rexxcps-opaque-retained,9,13,97,LOAD_REG_INT,7086,108352,15,0,6875,0.259912,complete
rexxcps-opaque-retained,10,15,112,IADD_REG_REG_INT,5842,84148,14,0,792,0.201852,complete
rexxcps-opaque-retained,11,14,88,STRCHAR_REG_REG_REG,5826,102681,17,0,4542,0.246308,complete
rexxcps-opaque-retained,12,17,112,UNLINK_REG,5518,79553,14,0,458,0.190830,complete
rexxcps-opaque-retained,13,16,97,IGT_REG_REG_REG,5325,80150,15,0,583,0.192262,complete
rexxcps-opaque-retained,14,21,92,LINKATTR1_REG_REG_INT,3415,55879,16,0,583,0.134041,complete
rexxcps-opaque-retained,15,24,122,IADD_REG_REG_REG,3383,46216,13,0,167,0.110862,complete
rexxcps-opaque-retained,16,23,97,ILT_REG_REG_INT,3303,50744,15,0,375,0.121723,complete
rexxcps-opaque-retained,17,20,88,LOAD_REG_STRING,3257,57593,17,0,292,0.138152,complete
rexxcps-opaque-retained,18,25,112,ISUB_REG_REG_INT,3061,43587,14,0,333,0.104555,complete
rexxcps-opaque-retained,19,31,122,IMULT_REG_REG_INT,2745,36699,13,0,208,0.088033,complete
rexxcps-opaque-retained,20,26,112,ILT_REG_REG_REG,2733,40909,14,0,333,0.098131,complete
rexxcps-opaque-retained,21,28,97,IGT_REG_REG_INT,2523,39072,15,0,459,0.093725,complete
rexxcps-opaque-retained,22,29,97,SETTP_REG_INT,2414,37118,15,0,291,0.089038,complete
rexxcps-opaque-retained,23,27,92,STRLEN_REG_REG,2408,39172,16,0,1167,0.093965,complete
