entry,pair,workload,variant,mode,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness
rexxcps-noopt,rexxcps,RexxCPS,baseline,noopt,process,recorded,1,1062109000,0,pass
rexxcps-opt,rexxcps,RexxCPS,candidate,opt,process,recorded,1,1074959000,0,pass
