phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,142005.269726806262,7211
recorded,1,5,rxbvml,channel-throughput,accepted,2770.083102493075,92416
recorded,1,6,rxbvml,channel-latency,candidate,137652.910337410955,7439
recorded,1,6,rxbvml,channel-throughput,candidate,2725.985241345529,93911
recorded,1,7,rxtvml,channel-latency,accepted,137745.493677697057,7434
recorded,1,7,rxtvml,channel-throughput,accepted,2765.415028302295,92572
recorded,1,8,rxtvml,channel-latency,candidate,130213.631739572738,7864
recorded,1,8,rxtvml,channel-throughput,candidate,2751.031636863824,93056
recorded,2,9,rxtvml,channel-latency,candidate,146202.170188463730,7004
recorded,2,9,rxtvml,channel-throughput,candidate,2777.416135051860,92172
recorded,2,10,rxtvml,channel-latency,accepted,144205.041543444589,7101
recorded,2,10,rxtvml,channel-throughput,accepted,2741.868111859651,93367
recorded,2,11,rxbvml,channel-latency,candidate,132573.795960642165,7724
recorded,2,11,rxbvml,channel-throughput,candidate,2938.138413864341,87130
recorded,2,12,rxbvml,channel-latency,accepted,132694.052092782164,7717
recorded,2,12,rxbvml,channel-throughput,accepted,3140.911600515306,81505
recorded,3,13,rxbvml,channel-latency,accepted,135324.435046914237,7567
recorded,3,13,rxbvml,channel-throughput,accepted,3148.947685646457,81297
recorded,3,14,rxbvml,channel-latency,candidate,135449.735449735454,7560
recorded,3,14,rxbvml,channel-throughput,candidate,3164.517843677763,80897
recorded,3,15,rxtvml,channel-latency,accepted,135737.009544008470,7544
recorded,3,15,rxtvml,channel-throughput,accepted,2737.060439854166,93531
recorded,3,16,rxtvml,channel-latency,candidate,140024.613701627241,7313
recorded,3,16,rxtvml,channel-throughput,candidate,2734.516866414579,93618
recorded,4,17,rxtvml,channel-latency,candidate,139890.710382513673,7320
recorded,4,17,rxtvml,channel-throughput,candidate,2740.752636368503,93405
recorded,4,18,rxtvml,channel-latency,accepted,139490.532624982967,7341
recorded,4,18,rxtvml,channel-throughput,accepted,2704.244396087297,94666
recorded,4,19,rxbvml,channel-latency,candidate,139471.533642059396,7342
recorded,4,19,rxbvml,channel-throughput,candidate,3115.378530660922,82173
recorded,4,20,rxbvml,channel-latency,accepted,138866.286954163283,7374
recorded,4,20,rxbvml,channel-throughput,accepted,3141.913867376870,81479
recorded,5,21,rxbvml,channel-latency,accepted,142638.250452709297,7179
recorded,5,21,rxbvml,channel-throughput,accepted,2911.373690734781,87931
recorded,5,22,rxbvml,channel-latency,candidate,130296.475378546893,7859
recorded,5,22,rxbvml,channel-throughput,candidate,3144.267852317669,81418
recorded,5,23,rxtvml,channel-latency,accepted,142479.476833171007,7187
recorded,5,23,rxtvml,channel-throughput,accepted,2672.233820459290,95800
recorded,5,24,rxtvml,channel-latency,candidate,142340.839588546020,7194
recorded,5,24,rxtvml,channel-throughput,candidate,2714.884140198314,94295
recorded,6,25,rxtvml,channel-latency,candidate,144022.503516174416,7110
recorded,6,25,rxtvml,channel-throughput,candidate,2713.071493673032,94358
recorded,6,26,rxtvml,channel-latency,accepted,140910.967386817123,7267
recorded,6,26,rxtvml,channel-throughput,accepted,2681.470619042631,95470
recorded,6,27,rxbvml,channel-latency,candidate,143719.298245614045,7125
recorded,6,27,rxbvml,channel-throughput,candidate,3027.865827695510,84548
recorded,6,28,rxbvml,channel-latency,accepted,140872.197000963002,7269
recorded,6,28,rxbvml,channel-throughput,accepted,3097.361193451985,82651
recorded,7,29,rxbvml,channel-latency,accepted,142658.122039565351,7178
recorded,7,29,rxbvml,channel-throughput,accepted,2993.206823576181,85527
recorded,7,30,rxbvml,channel-latency,candidate,132608.132608132611,7722
recorded,7,30,rxbvml,channel-throughput,candidate,2645.311289072591,96775
recorded,7,31,rxtvml,channel-latency,accepted,133507.170795306389,7670
recorded,7,31,rxtvml,channel-throughput,accepted,2610.753039079710,98056
recorded,7,32,rxtvml,channel-latency,candidate,140331.643141016859,7297
recorded,7,32,rxtvml,channel-throughput,candidate,2715.028104783116,94290
recorded,8,33,rxtvml,channel-latency,candidate,138528.138528138516,7392
recorded,8,33,rxtvml,channel-throughput,candidate,2690.036357522645,95166
recorded,8,34,rxtvml,channel-latency,accepted,138191.632928475039,7410
recorded,8,34,rxtvml,channel-throughput,accepted,2691.365552623556,95119
recorded,8,35,rxbvml,channel-latency,candidate,137026.629198447743,7473
recorded,8,35,rxbvml,channel-throughput,candidate,3086.047689080695,82954
recorded,8,36,rxbvml,channel-latency,accepted,141592.920353982307,7232
recorded,8,36,rxbvml,channel-throughput,accepted,3121.760868239741,82005
recorded,9,37,rxbvml,channel-latency,accepted,137875.319779184065,7427
recorded,9,37,rxbvml,channel-throughput,accepted,3118.908382066277,82080
recorded,9,38,rxbvml,channel-latency,candidate,139111.533759000129,7361
recorded,9,38,rxbvml,channel-throughput,candidate,2985.387925505242,85751
recorded,9,39,rxtvml,channel-latency,accepted,136260.811709913512,7515
recorded,9,39,rxtvml,channel-throughput,accepted,2651.668168588090,96543
recorded,9,40,rxtvml,channel-latency,candidate,129032.258064516136,7936
recorded,9,40,rxtvml,channel-throughput,candidate,2681.751518960821,95460
recorded,10,41,rxtvml,channel-latency,candidate,129587.446216147815,7902
