cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-rxvm,Sieve,crexx,rxvm,equivalent-port,A,yes,no,5500,max_rss_bytes,2,18350080.000000,18354176.000000,18358272.000000,18362368.000000,18366464.000000,8192.000000,0.044623,0.089246,no
sieve-rxtvm,Sieve,crexx,rxtvm,concrete-engine-control,A,yes,no,5500,max_rss_bytes,2,18481152.000000,18485248.000000,18489344.000000,18493440.000000,18497536.000000,8192.000000,0.044307,0.088613,no
sieve-oorexx,Sieve,oorexx,oorexx,equivalent-port,A,yes,no,5500,max_rss_bytes,2,17874944.000000,17874944.000000,17874944.000000,17874944.000000,17874944.000000,0.000000,0.000000,0.000000,no
sieve-netrexx,Sieve,netrexx,netrexx,decimal-rexx-port,A,yes,no,5500,max_rss_bytes,2,428769280.000000,428830720.000000,428892160.000000,428953600.000000,429015040.000000,122880.000000,0.028651,0.057301,no
permute-rxvm,Permute,crexx,rxvm,equivalent-port,A,yes,no,5000,max_rss_bytes,2,18251776.000000,18268160.000000,18284544.000000,18300928.000000,18317312.000000,32768.000000,0.179211,0.358423,no
permute-rxtvm,Permute,crexx,rxtvm,concrete-engine-control,A,yes,no,5000,max_rss_bytes,2,18481152.000000,18485248.000000,18489344.000000,18493440.000000,18497536.000000,8192.000000,0.044307,0.088613,no
permute-oorexx,Permute,oorexx,oorexx,equivalent-port,A,yes,no,5000,max_rss_bytes,2,17874944.000000,17874944.000000,17874944.000000,17874944.000000,17874944.000000,0.000000,0.000000,0.000000,no
permute-netrexx,Permute,netrexx,netrexx,decimal-rexx-port,A,yes,no,5000,max_rss_bytes,2,442286080.000000,442523648.000000,442761216.000000,442998784.000000,443236352.000000,475136.000000,0.107312,0.214624,no
bounce-rxvm,Bounce,crexx,rxvm,equivalent-port,A,yes,no,4200,max_rss_bytes,2,18350080.000000,18350080.000000,18350080.000000,18350080.000000,18350080.000000,0.000000,0.000000,0.000000,no
bounce-rxtvm,Bounce,crexx,rxtvm,concrete-engine-control,A,yes,no,4200,max_rss_bytes,2,18432000.000000,18444288.000000,18456576.000000,18468864.000000,18481152.000000,24576.000000,0.133156,0.266312,no
bounce-oorexx,Bounce,oorexx,oorexx,equivalent-port,A,yes,no,4200,max_rss_bytes,2,17891328.000000,17891328.000000,17891328.000000,17891328.000000,17891328.000000,0.000000,0.000000,0.000000,no
bounce-netrexx,Bounce,netrexx,netrexx,decimal-rexx-port,A,yes,no,4200,max_rss_bytes,2,174637056.000000,185118720.000000,195600384.000000,206082048.000000,216563712.000000,20963328.000000,10.717427,21.434854,yes
richards-rxvm,Richards,crexx,rxvm,common-state-machine,A,yes,no,20,max_rss_bytes,2,18464768.000000,18481152.000000,18497536.000000,18513920.000000,18530304.000000,32768.000000,0.177148,0.354296,no
richards-rxtvm,Richards,crexx,rxtvm,concrete-engine-control,A,yes,no,20,max_rss_bytes,2,18628608.000000,18640896.000000,18653184.000000,18665472.000000,18677760.000000,24576.000000,0.131752,0.263505,no
richards-oorexx,Richards,oorexx,oorexx,common-state-machine,A,yes,no,20,max_rss_bytes,2,17924096.000000,17924096.000000,17924096.000000,17924096.000000,17924096.000000,0.000000,0.000000,0.000000,no
richards-netrexx,Richards,netrexx,netrexx,decimal-rexx-port,A,yes,no,20,max_rss_bytes,2,205422592.000000,205729792.000000,206036992.000000,206344192.000000,206651392.000000,614400.000000,0.298199,0.596398,no
base64-v2-rxvm,Base64-v2,crexx,rxvm,idiomatic-byte-port,A,yes,no,18000,max_rss_bytes,2,18481152.000000,18493440.000000,18505728.000000,18518016.000000,18530304.000000,24576.000000,0.132802,0.265604,no
base64-v2-rxtvm,Base64-v2,crexx,rxtvm,concrete-engine-control,A,yes,no,18000,max_rss_bytes,2,18644992.000000,18653184.000000,18661376.000000,18669568.000000,18677760.000000,16384.000000,0.087796,0.175593,no
base64-v2-oorexx,Base64-v2,oorexx,oorexx,idiomatic-byte-port,A,yes,no,18000,max_rss_bytes,2,17891328.000000,17891328.000000,17891328.000000,17891328.000000,17891328.000000,0.000000,0.000000,0.000000,no
base64-v2-netrexx,Base64-v2,netrexx,netrexx,decimal-idiomatic-byte-port,A,yes,no,18000,max_rss_bytes,2,181862400.000000,190406656.000000,198950912.000000,207495168.000000,216039424.000000,17088512.000000,8.589311,17.178621,yes
towers-rxvm,Towers,crexx,rxvm,equivalent-object-port,A,no,no,100,max_rss_bytes,2,18399232.000000,18403328.000000,18407424.000000,18411520.000000,18415616.000000,8192.000000,0.044504,0.089008,no
towers-rxtvm,Towers,crexx,rxtvm,concrete-engine-control,A,no,no,100,max_rss_bytes,2,18513920.000000,18518016.000000,18522112.000000,18526208.000000,18530304.000000,8192.000000,0.044228,0.088456,no
towers-oorexx,Towers,oorexx,oorexx,equivalent-object-port,A,no,no,100,max_rss_bytes,2,17907712.000000,17907712.000000,17907712.000000,17907712.000000,17907712.000000,0.000000,0.000000,0.000000,no
towers-netrexx,Towers,netrexx,netrexx,binary-object-jvm-control,A,no,no,100,max_rss_bytes,2,48857088.000000,48873472.000000,48889856.000000,48906240.000000,48922624.000000,32768.000000,0.067024,0.134048,no
rexxcps-rxvm,RexxCPS,crexx,rxvm,disclosed-2.2d,A,no,no,1000-clauses,max_rss_bytes,2,18612224.000000,18632704.000000,18653184.000000,18673664.000000,18694144.000000,40960.000000,0.219587,0.439174,no
rexxcps-rxtvm,RexxCPS,crexx,rxtvm,concrete-engine-control,A,no,no,1000-clauses,max_rss_bytes,2,18776064.000000,18776064.000000,18776064.000000,18776064.000000,18776064.000000,0.000000,0.000000,0.000000,no
