crexx-nr04a-kind-index-manifest|1
# Fields: id|pair|workload|variant|mode|image|modules|args|expectation|source_trace|warmups|runs|image_sha256|module_sha256s
# Retained is the baseline variant and stripped is the candidate variant within each metadata-mode pair.
# All images were linked at starting commit 7a599906b from the same exact optimized workload plus library modules.
sieve-opt-retained|sieve-opt-metadata|Sieve|baseline|opt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/sieve-retained.rxbin||50|PASS: AWFY Sieve|linked;source_TRACE=retained|2|7|2924b1e9274abd017f4b9fc146adb95575a8709ee9bde91d3d07a24f5b1bb18f|
sieve-opt-stripped|sieve-opt-metadata|Sieve|candidate|opt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/sieve-stripped.rxbin||50|PASS: AWFY Sieve|linked;source_TRACE=stripped|2|7|0d83aa692d035f2e3bf50ae6406c055fd0084ebe5df986bdf042132cc19fbd20|
permute-opt-retained|permute-opt-metadata|Permute|baseline|opt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/permute-retained.rxbin||50|PASS: AWFY Permute|linked;source_TRACE=retained|2|7|0e8c018da0cfa1e9ed5ea186f4be08c350e513e247c3571e997d7e53f1ec2a37|
permute-opt-stripped|permute-opt-metadata|Permute|candidate|opt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/permute-stripped.rxbin||50|PASS: AWFY Permute|linked;source_TRACE=stripped|2|7|614d9b972aa8412560d7911745dccf49c5e704813598f1ef35192d1426ba8451|
mandelbrot-opt-retained|mandelbrot-opt-metadata|Mandelbrot|baseline|opt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/mandelbrot-retained.rxbin||500|PASS: AWFY Mandelbrot|linked;source_TRACE=retained|2|7|130f6e9b6e94e08d5580e2adab4874213b9510634e0a4589dcb4c67fb99e0b9c|
mandelbrot-opt-stripped|mandelbrot-opt-metadata|Mandelbrot|candidate|opt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/mandelbrot-stripped.rxbin||500|PASS: AWFY Mandelbrot|linked;source_TRACE=stripped|2|7|301688b0cfb620b396eee2721660513d5607ee21ce0bbf0f57a8960d08287e8c|
towers-opt-retained|towers-opt-metadata|Towers|baseline|opt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/towers-retained.rxbin||10|PASS: AWFY Towers|linked;source_TRACE=retained|2|7|12fd73d57ab734a209c24ef4286eea7cc83edf457ade33e2ec8ebbbbceda4392|
towers-opt-stripped|towers-opt-metadata|Towers|candidate|opt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/towers-stripped.rxbin||10|PASS: AWFY Towers|linked;source_TRACE=stripped|2|7|1d1e0051ffe734abfb6a96d7c1d30378ceb13904cf13a9559f05188ad6a08407|
bounce-opt-retained|bounce-opt-metadata|Bounce|baseline|opt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/bounce-retained.rxbin||100|PASS: AWFY Bounce|linked;source_TRACE=retained|2|7|b237ca979e39216d44bda5efd32623cbb47ec2a672aea85d364e4dfedb86cf86|
bounce-opt-stripped|bounce-opt-metadata|Bounce|candidate|opt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/bounce-stripped.rxbin||100|PASS: AWFY Bounce|linked;source_TRACE=stripped|2|7|5a67f667a694c80bea9df9058d15f1d3aec372d32870d43309bd46ff1da49714|
