workload,vm,entry,schema,dynamic_instructions,calls,fresh_frames,reused_frames,frame_entry_work,copy_ops,copy_bytes,move_ops,move_bytes,clear_reset_destroy_ops,clear_reset_destroy_bytes,conversion_ops,allocation_requests,allocation_bytes,max_request_bytes,frame_high_water,branch_executions,branch_taken,branch_fallthrough,backedges,selector_attempts,frame_entry_ns,copy_ns,move_ns,clear_reset_destroy_ns,conversion_ns,status
permute,rxvm,cow,5,12906826,432950,7,432944,11256730,10259602,74012810,0,0,2893,2645,3,866526,239912,7880,7,1118005,685053,432952,252000,0,0,0,0,0,0,complete
list,rxvm,cow,5,28477526,572500,44,572457,15030414,4611602,76811,80800,74400,282470,224818,3,1220456,26319024,9728,19,6054805,4035903,2018902,1805100,0,0,0,0,0,0,complete
base64,rxvm,cow,5,46724369,500,2,499,21045,2221507,18789128,500,512000,1382,1075088,4,1700,608160,11840,2,13007111,9587060,3420051,344548,0,0,0,0,0,0,complete
rexxcps,rxvm,cow,5,27005626,139442,21,139422,3856986,1075824,46960697,2624,8045,1591506,69724409,3073511,1470211,266606328,27992,5,4392340,3287516,1104824,547732,0,0,0,0,0,0,complete
permute,rxbvm,cow,5,12906826,432950,7,432944,11256730,10259602,74012810,0,0,2893,2645,3,866526,239912,7880,7,1118005,685053,432952,252000,0,0,0,0,0,0,complete
list,rxbvm,cow,5,28477526,572500,44,572457,15030414,4611602,76811,80800,74400,282470,224818,3,1220456,26319024,9728,19,6054805,4035903,2018902,1805100,0,0,0,0,0,0,complete
base64,rxbvm,cow,5,46724369,500,2,499,21045,2221507,18789128,500,512000,1382,1075088,4,1700,608160,11840,2,13007111,9587060,3420051,344548,0,0,0,0,0,0,complete
rexxcps,rxbvm,cow,5,26727009,138042,21,138022,3817786,1064724,46472297,2624,8033,1575006,68998321,3041511,1455011,263833528,27992,5,4347335,3253816,1093519,542031,0,0,0,0,0,0,complete
