runtime,vm,phase,n,min_ns,q1_ns,median_ns,q3_ns,max_ns,mad_ns,relative_mad_percent,span_percent,rerun_recommended
crexx,rxbvm,create,31,0.000000,0.000000,0.000000,1000.000000,51000.000000,0.000000,0.000000,0.000000,no
crexx,rxbvm,load_program,31,82000.000000,85000.000000,88000.000000,93000.000000,174000.000000,3000.000000,3.409091,104.545455,yes
crexx,rxbvm,load_library,31,3623000.000000,3669000.000000,3685000.000000,3702500.000000,4157000.000000,18000.000000,0.488467,14.491180,yes
crexx,rxbvm,link,31,5742000.000000,5791000.000000,5814000.000000,5830500.000000,6199000.000000,18000.000000,0.309598,7.860337,no
crexx,rxbvm,prepare,31,297000.000000,304000.000000,306000.000000,307500.000000,367000.000000,2000.000000,0.653595,22.875817,yes
crexx,rxbvm,destroy,31,25000.000000,26500.000000,29000.000000,31500.000000,42000.000000,3000.000000,10.344828,58.620690,yes
