cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
permute-rxvm-baseline,Permute-canonical,baseline,rxvm,current-inline-interrupts,B,no,startup-included,50,max_rss_bytes,5,17580032.000000,17580032.000000,17596416.000000,17612800.000000,17645568.000000,16384.000000,0.093110,0.372439,no
permute-rxvm-cow,Permute-canonical,cow-poc,rxvm,cow-interrupt-table,B,no,startup-included,50,max_rss_bytes,5,17530880.000000,17530880.000000,17563648.000000,17596416.000000,17629184.000000,32768.000000,0.186567,0.559701,no
permute-rxbvm-baseline,Permute-canonical,baseline,rxbvm,current-inline-interrupts,B,no,startup-included,50,max_rss_bytes,5,17580032.000000,17612800.000000,17694720.000000,17743872.000000,17825792.000000,81920.000000,0.462963,1.388889,no
permute-rxbvm-cow,Permute-canonical,cow-poc,rxbvm,cow-interrupt-table,B,no,startup-included,50,max_rss_bytes,5,17514496.000000,17612800.000000,17645568.000000,17694720.000000,17694720.000000,49152.000000,0.278552,1.021356,no
list-rxvm-baseline,List-canonical,baseline,rxvm,current-inline-interrupts,B,no,startup-included,100,max_rss_bytes,5,17973248.000000,17989632.000000,17989632.000000,18022400.000000,18104320.000000,16384.000000,0.091075,0.728597,no
list-rxvm-cow,List-canonical,cow-poc,rxvm,cow-interrupt-table,B,no,startup-included,100,max_rss_bytes,5,17874944.000000,17891328.000000,17891328.000000,17924096.000000,17973248.000000,16384.000000,0.091575,0.549451,no
list-rxbvm-baseline,List-canonical,baseline,rxbvm,current-inline-interrupts,B,no,startup-included,100,max_rss_bytes,5,18006016.000000,18006016.000000,18055168.000000,18055168.000000,18317312.000000,49152.000000,0.272232,1.724138,no
list-rxbvm-cow,List-canonical,cow-poc,rxbvm,cow-interrupt-table,B,no,startup-included,100,max_rss_bytes,5,17891328.000000,17940480.000000,17956864.000000,17973248.000000,18022400.000000,16384.000000,0.091241,0.729927,no
base64-rxvm-baseline,Base64-canonical,baseline,rxvm,current-inline-interrupts,B,no,startup-included,500,max_rss_bytes,5,17629184.000000,17678336.000000,17694720.000000,17694720.000000,17711104.000000,16384.000000,0.092593,0.462963,no
base64-rxvm-cow,Base64-canonical,cow-poc,rxvm,cow-interrupt-table,B,no,startup-included,500,max_rss_bytes,5,17612800.000000,17612800.000000,17629184.000000,17661952.000000,17678336.000000,16384.000000,0.092937,0.371747,no
base64-rxbvm-baseline,Base64-canonical,baseline,rxbvm,current-inline-interrupts,B,no,startup-included,500,max_rss_bytes,5,17645568.000000,17661952.000000,17678336.000000,17678336.000000,17694720.000000,16384.000000,0.092678,0.278035,no
base64-rxbvm-cow,Base64-canonical,cow-poc,rxbvm,cow-interrupt-table,B,no,startup-included,500,max_rss_bytes,5,17645568.000000,17678336.000000,17694720.000000,17711104.000000,17727488.000000,16384.000000,0.092593,0.462963,no
sieve-rxvm-baseline,Sieve-canonical,baseline,rxvm,current-inline-interrupts,B,no,startup-included,50,max_rss_bytes,5,17301504.000000,17334272.000000,17334272.000000,17334272.000000,17334272.000000,0.000000,0.000000,0.189036,no
sieve-rxvm-cow,Sieve-canonical,cow-poc,rxvm,cow-interrupt-table,B,no,startup-included,50,max_rss_bytes,5,17252352.000000,17268736.000000,17285120.000000,17285120.000000,20496384.000000,16384.000000,0.094787,18.767773,yes
sieve-rxbvm-baseline,Sieve-canonical,baseline,rxbvm,current-inline-interrupts,B,no,startup-included,50,max_rss_bytes,5,17317888.000000,17383424.000000,17383424.000000,17399808.000000,17432576.000000,16384.000000,0.094251,0.659755,no
sieve-rxbvm-cow,Sieve-canonical,cow-poc,rxbvm,cow-interrupt-table,B,no,startup-included,50,max_rss_bytes,5,17235968.000000,17383424.000000,17416192.000000,17465344.000000,17530880.000000,49152.000000,0.282220,1.693321,no
