runtime,vm,phase,n,min_ns,q1_ns,median_ns,q3_ns,max_ns,mad_ns,relative_mad_percent,span_percent,rerun_recommended
crexx,shared,compile,12,73639000.000000,73804000.000000,74634000.000000,76141250.000000,77012000.000000,968500.000000,1.297666,4.519388,no
crexx,shared,assemble,12,6498000.000000,6583750.000000,6620000.000000,6799000.000000,7605000.000000,78000.000000,1.178248,16.722054,yes
crexx,rxvm,load_first_result,12,2675000.000000,2717000.000000,2759500.000000,2879750.000000,5146000.000000,70500.000000,2.554811,89.545207,yes
crexx,rxbvm,load_first_result,12,2551000.000000,2631000.000000,2703500.000000,2766250.000000,5011000.000000,68000.000000,2.515258,90.993157,yes
