workload,vm,metric,pairs,before_median,after_median,min_percent,q1_percent,median_percent,q3_percent,max_percent,mean_percent,mean_95_ci_low_percent,mean_95_ci_high_percent,interval_result,favorable,total
Permute-canonical,rxvm,elapsed_ns,36,87993000.000000,83807000.000000,-8.617195,-5.320150,-4.549286,-3.868243,3.579584,-4.171615,-4.878179,-3.465050,clear_favorable,35,36
Permute-canonical,rxbvm,elapsed_ns,36,94329500.000000,90629000.000000,-30.747524,-5.602104,-3.969565,-3.317587,11.775809,-4.643402,-6.516448,-2.770357,clear_favorable,34,36
List-canonical,rxvm,elapsed_ns,36,85247500.000000,78824500.000000,-9.692172,-8.140247,-7.426528,-6.872720,8.133458,-7.053197,-8.009647,-6.096747,clear_favorable,35,36
List-canonical,rxbvm,elapsed_ns,36,92742500.000000,92423000.000000,-30.271548,-1.137081,-0.638795,0.311174,24.016934,-0.728673,-2.972529,1.515182,noisy_inconclusive,23,36
Base64-canonical,rxvm,elapsed_ns,36,347479500.000000,328423000.000000,-20.867945,-10.139520,-6.762058,3.997944,29.126412,-1.197252,-5.420493,3.025989,noisy_inconclusive,21,36
Base64-canonical,rxbvm,elapsed_ns,36,347880500.000000,379887000.000000,-22.457524,-2.478579,10.009293,16.666130,33.493563,8.235612,3.507150,12.964075,clear_adverse,12,36
Sieve-canonical,rxvm,elapsed_ns,36,24282000.000000,24271000.000000,-2.551328,-0.924167,-0.088718,0.737499,2.527106,-0.037258,-0.441641,0.367125,noisy_inconclusive,19,36
Sieve-canonical,rxbvm,elapsed_ns,36,25939500.000000,26888500.000000,0.003788,2.520448,4.003215,4.708255,18.853222,4.648030,3.170520,6.125540,clear_adverse,0,36
