workload,runtime,variant,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness,benchmark_metric,benchmark_unit
sha256-4096,rxbvm,native,process,warmup,1,13430000,0,pass,5017,digest=D41D438C379110C7F7B2C561B1F04F26C1B4549110791F8E022F48974280C13E
sha256-4096,rxbvm,native,process,recorded,1,11098000,0,pass,5061,digest=D41D438C379110C7F7B2C561B1F04F26C1B4549110791F8E022F48974280C13E
sha256-4096,rxbvm,native,process,recorded,2,12059000,0,pass,4975,digest=D41D438C379110C7F7B2C561B1F04F26C1B4549110791F8E022F48974280C13E
sha256-4096,rxbvm,native,process,recorded,3,13264000,0,pass,4954,digest=D41D438C379110C7F7B2C561B1F04F26C1B4549110791F8E022F48974280C13E
