workload,vm,metric,pairs,control_median,candidate_median,min_percent,q1_percent,median_percent,q3_percent,max_percent,mean_percent,mean_95_ci_low_percent,mean_95_ci_high_percent,interval_result,favorable,total,guard_hit
Sieve,rxbvm,elapsed_ns,12,5876153000.000000,5871886000.000000,-29.791608,-4.589394,-0.074508,5.315603,21.609650,-0.778767,-8.969163,7.411629,noisy_inconclusive,6,12,no
Sieve,rxtvm,elapsed_ns,12,5616980000.000000,5829335000.000000,-24.659857,-5.323792,1.685824,14.425482,23.100171,2.840547,-5.830458,11.511553,noisy_inconclusive,4,12,no
Permute,rxbvm,elapsed_ns,12,15009279000.000000,12832054000.000000,-38.287104,-14.034703,-3.985344,0.024629,2.295269,-9.353255,-17.753068,-0.953441,clear_favorable,9,12,no
Permute,rxtvm,elapsed_ns,12,11877775000.000000,12384796000.000000,-8.015353,-5.412135,-2.882373,3.910706,137.441946,9.708639,-16.063258,35.480535,noisy_inconclusive,7,12,yes
RexxCPS,rxbvm,benchmark_rate,12,5378484.500000,5350221.500000,-33.061729,-10.564867,-5.528968,-0.225955,60.164727,-1.753951,-15.603208,12.095306,noisy_inconclusive,3,12,no
RexxCPS,rxtvm,benchmark_rate,12,5380619.000000,5483722.000000,-8.453980,-3.781190,0.272753,7.099021,13.686784,1.617163,-2.974960,6.209286,noisy_inconclusive,6,12,no
