rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1122495,207,9,2,candidate,"NULL_REG(r1) | NULL_REG(r2)","r1=R25;r2=R26","benchmark_rexxcps_levelb_opt",10
2,804072,56,8,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R63;r2=R59;c1=int:0;c2=label@617","benchmark_rexxcps_levelb_opt",606
3,340201,10,2,5,over_3_symbols,"STRCHAR_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1)","r1=R1;r2=R0;r3=R2;r4=R12;c1=int:77","verify",77
4,277200,18,1,4,over_3_symbols,"ILT_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1)","r1=R44;r2=R19;c1=int:0;c2=label@190","parseExec",179
5,269438,18,6,4,over_3_symbols,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R53;r2=R59;r3=R57;c1=label@1092","benchmark_rexxcps_levelb_opt",1005
6,266203,10,3,5,over_3_symbols,"BRF_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r2,r3,r4)","c1=label@841;r1=R59;r2=R49;r3=R47;r4=R55","_typedformat",819
7,265658,19,7,4,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R30;r2=R33;r3=R31;c1=label@359","benchmark_rexxcps_levelb_opt",306
8,249427,28,5,4,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R62;r2=R52;c1=int:0;c2=label@646","benchmark_rexxcps_levelb_opt",599
9,225406,15,2,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R7;r2=R63;r3=R2;r4=R65","_typedformat",18
10,221404,17,3,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R20;r2=R51;r3=R21;r4=R37","_typedformat",780
11,215600,14,1,4,over_3_symbols,"BRT_ID_REG(c1,r1) | IGT_REG_REG_INT(r1,r2,c2)","c1=label@233;r1=R43;r2=R33;c2=int:57","parseExec",226
12,203000,9,1,3,candidate,"IADD_REG_REG_INT(r1,r1,c1) | BR_ID(c2)","r1=R19;c1=int:1;c2=label@202","parseExec",251
13,195365,32,4,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2)","r1=R10;r2=R14;c1=int:0;r3=R17","_address",7910
14,184800,12,1,4,over_3_symbols,"IGTE_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R44;r2=R19;r3=R40;c1=label@274","parseExec",264
15,176605,29,4,4,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R53;r2=R31;r3=R21;c1=label@708","_typedformat",690
16,167222,31,4,3,candidate,"ICOPY_REG_REG(r1,r2) | BR_ID(c1)","r1=R59;r2=R61;c1=label@800","benchmark_rexxcps_levelb_opt",795
17,161929,35,7,4,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R33;r2=R13;c1=int:0;c2=label@153","benchmark_rexxcps_levelb_opt",131
18,160495,62,5,3,candidate,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3)","r1=R90;r2=R91;r3=R0","benchmark_rexxcps_levelb_opt",1794
19,154204,14,4,3,candidate,"BRF_ID_REG(c1,r1) | BR_ID(c2)","c1=label@2220;r1=R89;c2=label@2266","benchmark_rexxcps_levelb_opt",2215
20,149302,27,8,3,candidate,"SCOPY_REG_REG(r1,r2) | BR_ID(c1)","r1=R64;r2=R58;c1=label@667","benchmark_rexxcps_levelb_opt",662
21,142800,8,1,5,over_3_symbols,"IADD_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r4,c1)","r1=R6;r2=R43;r3=R34;r4=R19;c1=int:1","parseExec",247
22,142800,13,1,4,over_3_symbols,"ILTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R47;r2=R45;c1=int:0;c2=label@408","parseExec",396
23,142800,8,1,4,over_3_symbols,"IMULT_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r2,r1,r3)","r1=R43;r2=R6;c1=int:10;r3=R34","parseExec",243
24,140607,6,4,5,over_3_symbols,"BRT_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r2,r3,r4)","c1=label@1278;r1=R58;r2=R10;r3=R20;r4=R60","_typedformat",1179
25,139200,3,2,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | BCTP_ID_REG(c1,r3)","r1=R8;r2=R84;c1=label@2478;r3=R55","parseExec",3178
26,130800,3,2,3,candidate,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3)","r1=R10;r2=R14;r3=R17","_address",7892
27,129400,2,1,5,over_3_symbols,"IADD_REG_REG_REG(r1,r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R12;r2=R4;r3=R13;r4=R8;c1=int:7","stem",198
28,129400,2,1,2,candidate,"IMOD_REG_REG_REG(r1,r1,r2) | UNLINK_REG(r2)","r1=R12;r2=R13","stem",206
29,129400,2,1,4,over_3_symbols,"IMULT_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r1,r1,r3)","r1=R12;r2=R5;c1=int:31;r3=R4","stem",194
30,129400,2,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IMOD_REG_REG_REG(r3,r3,r1)","r1=R13;r2=R8;c1=int:7;r3=R12","stem",202
31,129400,2,1,6,over_3_symbols,"STRCHAR_REG_REG_REG(r1,r2,r3) | IMULT_REG_REG_INT(r4,r5,c1)","r1=R4;r2=R6;r3=R9;r4=R12;r5=R5;c1=int:31","stem",190
32,124616,4,2,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4)","r1=R25;r2=R2;r3=R24;r4=R4","trace",6025
33,123201,9,2,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1)","r1=R23;r2=R20;r3=R18;c1=int:0","benchmark_rexxcps_levelb_opt",189
34,123200,8,1,4,over_3_symbols,"BRT_ID_REG(c1,r1) | IGTE_REG_REG_REG(r1,r2,r3)","c1=label@268;r1=R44;r2=R19;r3=R40","parseExec",261
35,123200,8,1,4,over_3_symbols,"IEQ_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R44;r2=R19;r3=R37;c1=label@268","parseExec",257
36,123200,8,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | ILT_REG_REG_REG(r2,r3,r4)","r1=R6;c1=int:0;r2=R44;r3=R19;r4=R40","parseExec",199
37,108498,50,13,2,candidate,"SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2)","c1=int:9;c2=int:0","benchmark_rexxcps_levelb_opt",0
38,108498,50,13,1,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1)","c1=int:1","benchmark_rexxcps_levelb_opt",4
39,108498,50,13,2,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2)","c1=int:0;c2=int:1","benchmark_rexxcps_levelb_opt",2
40,108002,10,3,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1)","r1=R37;r2=R40;r3=R51;c1=string@28800","_typedformat",757
41,105097,46,11,1,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1)","c1=int:1","_address",5609
42,98450,12,7,4,over_3_symbols,"IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R49;r2=R60;r3=R51;c1=label@919","benchmark_rexxcps_levelb_opt",904
43,98000,3,1,4,over_3_symbols,"ILTE_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R89;r2=R97;r3=R93;c1=label@4178","parseExec",3730
44,97613,16,5,3,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2)","r1=R15;c1=label@100;r2=R13","benchmark_rexxcps_levelb_opt",80
45,94445,23,6,4,over_3_symbols,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4)","r1=R60;r2=R59;r3=R58;r4=R52","benchmark_rexxcps_levelb_opt",639
46,94245,8,4,5,over_3_symbols,"STRCHAR_REG_REG_REG(r1,r2,r3) | INE_REG_REG_INT(r4,r1,c1)","r1=R49;r2=R47;r3=R55;r4=R60;c1=int:57","_typedformat",822
47,92408,9,3,4,over_3_symbols,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R47;r2=R11;c1=int:0;c2=label@309","_typedformat",255
48,91000,2,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | ISUB_REG_REG_INT(r2,r3,c2)","c1=label@4359;r1=R110;r2=R114;r3=R116;c2=int:1","parseExec",4333
49,91000,2,1,5,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | STRCHAR_REG_REG_REG(r3,r4,r1)","r1=R114;r2=R116;c1=int:1;r3=R115;r4=R119","parseExec",4336
50,90032,12,3,4,over_3_symbols,"SUBSTRING_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r1)","r1=R60;r2=R58;r3=R55;r4=R52","benchmark_rexxcps_levelb_opt",1063
51,86800,7,1,5,over_3_symbols,"LOAD_REG_STRING(r1,c1) | ILTE_REG_REG_INT(r2,r3,c2)","r1=R44;c1=string@28800;r2=R47;r3=R45;c2=int:0","parseExec",393
52,82306,64,8,4,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R31;c1=string@5376;r2=R29;c2=int:4","benchmark_rexxcps_levelb_opt",107
53,81465,23,3,2,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R7;r2=R6","_address",5669
54,81402,6,3,3,candidate,"SCOPY_REG_REG(r1,r2) | STRLEN_REG_REG(r3,r1)","r1=R20;r2=R60;r3=R21","_typedformat",905
55,81200,4,1,6,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_REG(r3,r4,r5)","r1=R34;r2=R33;c1=int:48;r3=R43;r4=R35;r5=R40","parseExec",321
56,81200,4,1,4,over_3_symbols,"STRLEN_REG_REG(r1,r2) | IEQ_REG_REG_REG(r3,r4,r1)","r1=R40;r2=R39;r3=R43;r4=R19","parseExec",161
57,76890,94,5,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","r1=R0;c1=int:2;r2=R1;c2=int:256","benchmark_rexxcps_levelb_opt",205
58,71988,76,5,3,candidate,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1)","r1=R4;c1=int:256;r2=R48","benchmark_rexxcps_levelb_opt",670
59,71404,7,2,3,candidate,"IGT_REG_REG_REG(r1,r2,r1) | BRF_ID_REG(c1,r1)","r1=R60;r2=R21;c1=label@996","_typedformat",985
60,71400,2,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2)","c1=label@5157;r1=R5;r2=R12;c2=int:1","parseExec",2040
61,70487,7,3,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1)","r1=R20;r2=R9;c1=int:76;c2=label@211","strip",200
62,64402,5,2,3,candidate,"BRF_ID_REG(c1,r1) | NULL_REG(r2)","c1=label@911;r1=R50;r2=R49","_typedformat",790
63,64400,7,3,4,over_3_symbols,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R67;r2=R42;c1=string@26184;c2=label@1358","benchmark_rexxcps_levelb_opt",1288
64,63763,41,4,2,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R7;r2=R6","_address",5666
65,62662,37,5,4,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R39;r2=R36;c1=string@23712;c2=label@439","benchmark_rexxcps_levelb_opt",429
66,61838,8,4,3,candidate,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r1)","r1=R22;c1=int:0;r2=R21","_address",15265
67,61602,5,2,4,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | IGT_REG_REG_REG(r1,r4,r1)","r1=R60;r2=R7;r3=R39;r4=R31","_typedformat",1123
68,61601,5,2,4,over_3_symbols,"BRT_ID_REG(c1,r1) | IGT_REG_REG_REG(r1,r2,r3)","c1=label@146;r1=R13;r2=R22;r3=R8","verify",139
69,61600,4,1,3,candidate,"IADD_REG_REG_INT(r1,r1,c1) | ICOPY_REG_REG(r2,r1)","r1=R19;c1=int:1;r2=R37","parseExec",274
70,61600,1,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | IEQ_REG_REG_INT(r2,r3,c2)","r1=R12;c1=int:1;r2=R56;r3=R128;c2=int:9","parseExec",2043
71,61600,4,1,4,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | ILT_REG_REG_INT(r2,r3,c1)","r1=R19;c1=int:1;r2=R47;r3=R6","parseExec",451
72,61600,4,1,4,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | ISUB_REG_REG_REG(r2,r3,r1)","r1=R19;c1=int:1;r2=R44;r3=R40","parseExec",366
73,61600,4,1,4,over_3_symbols,"IADD_REG_REG_REG(r1,r1,r2) | IGTE_REG_REG_REG(r3,r1,r4)","r1=R19;r2=R35;r3=R47;r4=R40","parseExec",423
74,61600,4,1,6,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | IMULT_REG_REG_INT(r3,r4,c2)","r1=R34;r2=R33;c1=int:48;r3=R43;r4=R6;c2=int:10","parseExec",239
75,61600,1,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | BRF_ID_REG(c1,r3)","r1=R17;r2=R2;c1=label@5152;r3=R5","parseExec",4534
76,61600,4,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | IADD_REG_REG_REG(r3,r3,r4)","r1=R7;r2=R47;r3=R19;r4=R35","parseExec",420
77,61600,4,1,5,over_3_symbols,"STRLEN_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R38;r2=R7;r3=R47;r4=R6;c1=int:1","parseExec",472
78,58922,6,3,5,over_3_symbols,"BRT_ID_REG(c1,r1) | MINATTRS_REG_REG_INT(r2,r3,c2)","c1=label@13577;r1=R26;r2=R42;r3=R29;c2=int:0","_address",13549
79,56969,82,3,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | CALL_REG_FUNC_REG(r2,c2,r3)","r1=R33;c1=int:0;r2=R13;c2=func@5504;r3=R29","benchmark_rexxcps_levelb_opt",119
80,53474,66,3,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1)","r1=R30;r2=R15;r3=R32;c1=int:512","benchmark_rexxcps_levelb_opt",113
81,52353,7,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2)","r1=R10;r2=R16;c1=int:3;r3=R14;c2=int:0","_address",7906
