entry,name,count,bytes,max_bytes,high_water,status
rexxcps-opaque-heavy-retained,frame_blocks,81,594120,35800,0,complete
rexxcps-opaque-heavy-retained,standalone_values,5581,1428736,256,0,complete
rexxcps-opaque-heavy-retained,attribute_value_blocks,15524,32331776,65536,0,complete
rexxcps-opaque-heavy-retained,attribute_pointer_storage,46555,3015360,2048,0,complete
rexxcps-opaque-heavy-retained,string_buffers,8440,540576,128,0,complete
rexxcps-opaque-heavy-retained,binary_buffers,0,0,0,0,complete
rexxcps-opaque-heavy-retained,value_slots,133522,34181632,65536,0,complete
rexxcps-opaque-heavy-retained,frame_activations,102133,0,0,7,complete
rexxcps-opaque-heavy-retained,frame_reuses,102052,0,0,0,complete
rexxcps-opaque-heavy-stripped,frame_blocks,81,594120,35800,0,complete
rexxcps-opaque-heavy-stripped,standalone_values,5581,1428736,256,0,complete
rexxcps-opaque-heavy-stripped,attribute_value_blocks,15524,32331776,65536,0,complete
rexxcps-opaque-heavy-stripped,attribute_pointer_storage,46555,3015360,2048,0,complete
rexxcps-opaque-heavy-stripped,string_buffers,8440,540576,128,0,complete
rexxcps-opaque-heavy-stripped,binary_buffers,0,0,0,0,complete
rexxcps-opaque-heavy-stripped,value_slots,133522,34181632,65536,0,complete
rexxcps-opaque-heavy-stripped,frame_activations,102133,0,0,7,complete
rexxcps-opaque-heavy-stripped,frame_reuses,102052,0,0,0,complete
