entry,section,name,value,id,count,total_ns,average_ns,min_ns,max_ns,percent,selected,entries,resumes,terminals,module,kind,completed,unwound,return_type,args,bytes,max_bytes,high_water,status
rexxcps-opaque-heavy-retained,census,call_path,direct_bytecode,,99311,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,call_path,direct_native,,0,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,call_path,dynamic_bytecode,,2821,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,call_path,dynamic_native,,0,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,call_path,external_root,,1,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,call_path,signal_bytecode,,0,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,call_path,signal_native,,0,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,arity,1,,18243,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,arity,0,,25216,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,arity,3,,30753,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,arity,2,,15319,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,arity,4,,11200,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,arity,5,,1402,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,callable_kind,procedure,,78491,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,callable_kind,method,,23633,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-opaque-heavy-retained,census,callable_kind,factory,,9,0,0,0,0,0,,,,,,,,,,,,,,complete
