entry,rank,name,metric,module,kind,count,total_ns,average_ns,completed,unwound,return_type,args,status
rexxcps-opaque-heavy-retained,1,rexxcps_levelb_opaque.main,elapsed,benchmark_rexxcps_levelb_opaque_opt,procedure,1,672727709,672727709,1,0,.int,,complete
rexxcps-opaque-heavy-retained,1,rexxcps_levelb_opaque.main,inclusive_body,benchmark_rexxcps_levelb_opaque_opt,procedure,1,672724125,672724125,1,0,.int,,complete
rexxcps-opaque-heavy-retained,1,rexxcps_levelb_opaque.main,self,benchmark_rexxcps_levelb_opaque_opt,procedure,1,34236853,34236853,1,0,.int,,complete
rexxcps-opaque-heavy-retained,1,rexxcps_levelb_opaque.main,native_child,benchmark_rexxcps_levelb_opaque_opt,procedure,1,0,0,1,0,.int,,complete
rexxcps-opaque-heavy-retained,1,rexxcps_levelb_opaque.main,entry_overhead,benchmark_rexxcps_levelb_opaque_opt,procedure,1,3459,3459,1,0,.int,,complete
rexxcps-opaque-heavy-retained,1,rexxcps_levelb_opaque.main,exit_overhead,benchmark_rexxcps_levelb_opaque_opt,procedure,1,125,125,1,0,.int,,complete
rexxcps-opaque-heavy-retained,2,rxfnsb.parseexec,elapsed,parseExec,procedure,9800,397990070,40611,9800,0,.string[*],"src=.string,splan=.string,template=.string,?debug=.int",complete
rexxcps-opaque-heavy-retained,2,rxfnsb.parseexec,inclusive_body,parseExec,procedure,9800,392631338,40064,9800,0,.string[*],"src=.string,splan=.string,template=.string,?debug=.int",complete
rexxcps-opaque-heavy-retained,2,rxfnsb.parseexec,self,parseExec,procedure,9800,385117291,39297,9800,0,.string[*],"src=.string,splan=.string,template=.string,?debug=.int",complete
rexxcps-opaque-heavy-retained,2,rxfnsb.parseexec,native_child,parseExec,procedure,9800,0,0,9800,0,.string[*],"src=.string,splan=.string,template=.string,?debug=.int",complete
rexxcps-opaque-heavy-retained,2,rxfnsb.parseexec,entry_overhead,parseExec,procedure,9800,3855294,393,9800,0,.string[*],"src=.string,splan=.string,template=.string,?debug=.int",complete
rexxcps-opaque-heavy-retained,2,rxfnsb.parseexec,exit_overhead,parseExec,procedure,9800,1503438,153,9800,0,.string[*],"src=.string,splan=.string,template=.string,?debug=.int",complete
rexxcps-opaque-heavy-retained,3,rxfnsb.stem.get,elapsed,stem,method,12503,69497858,5558,12503,0,.string,key=.string,complete
rexxcps-opaque-heavy-retained,3,rxfnsb.stem.get,inclusive_body,stem,method,12503,65723152,5256,12503,0,.string,key=.string,complete
rexxcps-opaque-heavy-retained,3,rxfnsb.stem.get,self,stem,method,12503,65723152,5256,12503,0,.string,key=.string,complete
rexxcps-opaque-heavy-retained,3,rxfnsb.stem.get,native_child,stem,method,12503,0,0,12503,0,.string,key=.string,complete
rexxcps-opaque-heavy-retained,3,rxfnsb.stem.get,entry_overhead,stem,method,12503,3109926,248,12503,0,.string,key=.string,complete
rexxcps-opaque-heavy-retained,3,rxfnsb.stem.get,exit_overhead,stem,method,12503,664780,53,12503,0,.string,key=.string,complete
rexxcps-opaque-heavy-retained,4,_rxsysb._address,elapsed,_address,procedure,1400,62482626,44630,1400,0,.int,"?env=.string,?command=.string,in=.binary,out=.binary,err=.binary,expose ...=.string",complete
rexxcps-opaque-heavy-retained,4,_rxsysb._address,inclusive_body,_address,procedure,1400,61859338,44185,1400,0,.int,"?env=.string,?command=.string,in=.binary,out=.binary,err=.binary,expose ...=.string",complete
rexxcps-opaque-heavy-retained,4,_rxsysb._address,self,_address,procedure,1400,5631941,4022,1400,0,.int,"?env=.string,?command=.string,in=.binary,out=.binary,err=.binary,expose ...=.string",complete
rexxcps-opaque-heavy-retained,4,_rxsysb._address,native_child,_address,procedure,1400,0,0,1400,0,.int,"?env=.string,?command=.string,in=.binary,out=.binary,err=.binary,expose ...=.string",complete
rexxcps-opaque-heavy-retained,4,_rxsysb._address,entry_overhead,_address,procedure,1400,518569,370,1400,0,.int,"?env=.string,?command=.string,in=.binary,out=.binary,err=.binary,expose ...=.string",complete
