rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,586900,1,1,8,candidate,"BLT_ID_REG_INT(c1,r1,c2) | IGT_REG_REG_REG(r2,r3,r4) | BRTF_ID_ID_REG(c3,c4,r2)","c1=label@146;r1=R11;c2=int:0;r2=R13;r3=R3;r4=R12;c3=label@169;c4=label@153","benchmark_awfy_sieve_opt",134
2,553450,1,1,5,candidate,"ISETUNLINK_REG_REG(r1,r2) | IADD_REG_REG_REG(r3,r4,r3) | BR_ID(c1)","r1=R14;r2=R15;r3=R3;r4=R11;c1=label@134","benchmark_awfy_sieve_opt",160
3,553450,1,1,7,candidate,"SETLINKILOAD_REG_REG_INT_REG_REG_INT(r1,r2,c1,r3,r4,c2) | ISETUNLINK_REG_REG(r1,r4) | IADD_REG_REG_REG(r3,r5,r3)","r1=R14;r2=R6;c1=int:5000;r3=R3;r4=R15;c2=int:0;r5=R11","benchmark_awfy_sieve_opt",153
4,250000,1,1,8,candidate,"BRT_ID_REG(c1,r1) | SETLINKILOAD_REG_REG_INT_REG_REG_INT(r2,r3,c2,r4,r5,c3) | ISETUNLINK_REG_REG(r2,r5)","c1=label@99;r1=R9;r2=R10;r3=R6;c2=int:5000;r4=R3;r5=R11;c3=int:1","benchmark_awfy_sieve_opt",83
5,250000,1,1,9,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | SETLINKILOAD_REG_REG_INT_REG_REG_INT(r4,r5,c2,r2,r6,c3)","r1=R9;r2=R3;r3=R8;c1=label@99;r4=R10;r5=R6;c2=int:5000;r6=R11;c3=int:1","benchmark_awfy_sieve_opt",79
6,250000,1,1,7,candidate,"SETLINKILOAD_REG_REG_INT_REG_REG_INT(r1,r2,c1,r3,r4,c2) | ISETUNLINK_REG_REG(r1,r4) | BCTP_ID_REG(c3,r3)","r1=R10;r2=R6;c1=int:5000;r3=R3;r4=R11;c2=int:1;c3=label@79","benchmark_awfy_sieve_opt",86
7,249950,1,1,7,candidate,"BRT_ID_REG(c1,r1) | SETLINKATTR1_REG_REG_INT_REG(r2,r3,c2,r4) | BRF_ID_REG(c3,r2)","c1=label@174;r1=R9;r2=R8;r3=R6;c2=int:5000;r4=R11;c3=label@169","benchmark_awfy_sieve_opt",112
8,249950,1,1,7,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | SETLINKATTR1_REG_REG_INT_REG(r4,r5,c2,r2)","r1=R9;r2=R11;r3=R10;c1=label@174;r4=R8;r5=R6;c2=int:5000","benchmark_awfy_sieve_opt",108
9,33450,1,1,6,candidate,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2) | IADD_REG_REG_REG(r3,r4,r4)","c1=label@169;r1=R8;r2=R7;c2=int:1;r3=R3;r4=R11","benchmark_awfy_sieve_opt",120
10,33450,1,1,6,candidate,"IADD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_REG(r2,r3,r3) | LOAD_REG_INT(r4,c2)","r1=R7;c1=int:1;r2=R3;r3=R11;r4=R12;c2=int:5000","benchmark_awfy_sieve_opt",123
11,33450,1,1,6,candidate,"IADD_REG_REG_REG(r1,r2,r2) | LOAD_REG_INT(r3,c1) | BLT_ID_REG_INT(c2,r2,c3)","r1=R3;r2=R11;r3=R12;c1=int:5000;c2=label@146;c3=int:0","benchmark_awfy_sieve_opt",127
12,33450,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | BLT_ID_REG_INT(c2,r2,c3) | IGT_REG_REG_REG(r3,r4,r1)","r1=R12;c1=int:5000;c2=label@146;r2=R11;c3=int:0;r3=R13;r4=R3","benchmark_awfy_sieve_opt",131
13,33450,1,1,7,candidate,"SETLINKATTR1_REG_REG_INT_REG(r1,r2,c1,r3) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r4,r4,c3)","r1=R8;r2=R6;c1=int:5000;r3=R11;c2=label@169;r4=R7;c3=int:1","benchmark_awfy_sieve_opt",115
14,100,2,1,5,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2)","r1=R8;c1=int:5000;r2=R9;r3=R3;c2=label@99","benchmark_awfy_sieve_opt",76
