entry,name,count,bytes,max_bytes,high_water,status
sieve-opt-retained,frame_blocks,1,6376,6376,0,complete
sieve-opt-retained,standalone_values,39,9984,256,0,complete
sieve-opt-retained,attribute_value_blocks,3,2101248,2097152,0,complete
sieve-opt-retained,attribute_pointer_storage,9,131520,65536,0,complete
sieve-opt-retained,string_buffers,2,128,64,0,complete
sieve-opt-retained,binary_buffers,0,0,0,0,complete
sieve-opt-retained,value_slots,8264,2115584,2097152,0,complete
sieve-opt-retained,frame_activations,1,0,0,1,complete
sieve-opt-retained,frame_reuses,0,0,0,0,complete
sieve-opt-stripped,frame_blocks,1,6376,6376,0,complete
sieve-opt-stripped,standalone_values,39,9984,256,0,complete
sieve-opt-stripped,attribute_value_blocks,3,2101248,2097152,0,complete
sieve-opt-stripped,attribute_pointer_storage,9,131520,65536,0,complete
sieve-opt-stripped,string_buffers,2,128,64,0,complete
sieve-opt-stripped,binary_buffers,0,0,0,0,complete
sieve-opt-stripped,value_slots,8264,2115584,2097152,0,complete
sieve-opt-stripped,frame_activations,1,0,0,1,complete
sieve-opt-stripped,frame_reuses,0,0,0,0,complete
permute-opt-retained,frame_blocks,7,66392,10184,0,complete
permute-opt-retained,standalone_values,39,9984,256,0,complete
permute-opt-retained,attribute_value_blocks,33,67584,2048,0,complete
permute-opt-retained,attribute_pointer_storage,99,6336,64,0,complete
permute-opt-retained,string_buffers,2,128,64,0,complete
permute-opt-retained,binary_buffers,0,0,0,0,complete
permute-opt-retained,value_slots,502,128512,7936,0,complete
permute-opt-retained,frame_activations,432951,0,0,7,complete
permute-opt-retained,frame_reuses,432944,0,0,0,complete
permute-opt-stripped,frame_blocks,7,66392,10184,0,complete
permute-opt-stripped,standalone_values,39,9984,256,0,complete
permute-opt-stripped,attribute_value_blocks,33,67584,2048,0,complete
permute-opt-stripped,attribute_pointer_storage,99,6336,64,0,complete
permute-opt-stripped,string_buffers,2,128,64,0,complete
permute-opt-stripped,binary_buffers,0,0,0,0,complete
permute-opt-stripped,value_slots,502,128512,7936,0,complete
permute-opt-stripped,frame_activations,432951,0,0,7,complete
permute-opt-stripped,frame_reuses,432944,0,0,0,complete
mandelbrot-opt-retained,frame_blocks,1,9096,9096,0,complete
mandelbrot-opt-retained,standalone_values,39,9984,256,0,complete
mandelbrot-opt-retained,attribute_value_blocks,1,2048,2048,0,complete
mandelbrot-opt-retained,attribute_pointer_storage,3,192,64,0,complete
mandelbrot-opt-retained,string_buffers,2,128,64,0,complete
mandelbrot-opt-retained,binary_buffers,0,0,0,0,complete
mandelbrot-opt-retained,value_slots,74,18944,6912,0,complete
mandelbrot-opt-retained,frame_activations,1,0,0,1,complete
mandelbrot-opt-retained,frame_reuses,0,0,0,0,complete
mandelbrot-opt-stripped,frame_blocks,1,9096,9096,0,complete
mandelbrot-opt-stripped,standalone_values,39,9984,256,0,complete
mandelbrot-opt-stripped,attribute_value_blocks,1,2048,2048,0,complete
mandelbrot-opt-stripped,attribute_pointer_storage,3,192,64,0,complete
mandelbrot-opt-stripped,string_buffers,2,128,64,0,complete
mandelbrot-opt-stripped,binary_buffers,0,0,0,0,complete
mandelbrot-opt-stripped,value_slots,74,18944,6912,0,complete
mandelbrot-opt-stripped,frame_activations,1,0,0,1,complete
mandelbrot-opt-stripped,frame_reuses,0,0,0,0,complete
towers-opt-retained,frame_blocks,14,186640,13992,0,complete
towers-opt-retained,standalone_values,39,9984,256,0,complete
towers-opt-retained,attribute_value_blocks,1789443,3664779264,2048,0,complete
towers-opt-retained,attribute_pointer_storage,5368329,343573056,64,0,complete
towers-opt-retained,string_buffers,2,128,64,0,complete
towers-opt-retained,binary_buffers,0,0,0,0,complete
towers-opt-retained,value_slots,14316179,3664941824,11520,0,complete
towers-opt-retained,frame_activations,163951,0,0,14,complete
towers-opt-retained,frame_reuses,163937,0,0,0,complete
towers-opt-stripped,frame_blocks,14,186640,13992,0,complete
towers-opt-stripped,standalone_values,39,9984,256,0,complete
towers-opt-stripped,attribute_value_blocks,1789443,3664779264,2048,0,complete
towers-opt-stripped,attribute_pointer_storage,5368329,343573056,64,0,complete
towers-opt-stripped,string_buffers,2,128,64,0,complete
towers-opt-stripped,binary_buffers,0,0,0,0,complete
towers-opt-stripped,value_slots,14316179,3664941824,11520,0,complete
towers-opt-stripped,frame_activations,163951,0,0,14,complete
towers-opt-stripped,frame_reuses,163937,0,0,0,complete
bounce-opt-retained,frame_blocks,3,19128,7736,0,complete
bounce-opt-retained,standalone_values,142639,36515584,256,0,complete
bounce-opt-retained,attribute_value_blocks,20014,41011200,16384,0,complete
bounce-opt-retained,attribute_pointer_storage,60038,3845760,1024,0,complete
bounce-opt-retained,string_buffers,2,128,64,0,complete
bounce-opt-retained,binary_buffers,0,0,0,0,complete
bounce-opt-retained,value_slots,302890,77539840,16384,0,complete
bounce-opt-retained,frame_activations,10101,0,0,3,complete
bounce-opt-retained,frame_reuses,10098,0,0,0,complete
bounce-opt-stripped,frame_blocks,3,19128,7736,0,complete
bounce-opt-stripped,standalone_values,142639,36515584,256,0,complete
bounce-opt-stripped,attribute_value_blocks,20014,41011200,16384,0,complete
bounce-opt-stripped,attribute_pointer_storage,60038,3845760,1024,0,complete
bounce-opt-stripped,string_buffers,2,128,64,0,complete
bounce-opt-stripped,binary_buffers,0,0,0,0,complete
bounce-opt-stripped,value_slots,302890,77539840,16384,0,complete
bounce-opt-stripped,frame_activations,10101,0,0,3,complete
bounce-opt-stripped,frame_reuses,10098,0,0,0,complete
storage-opt-retained,frame_blocks,10,73824,8552,0,complete
storage-opt-retained,standalone_values,39,9984,256,0,complete
storage-opt-retained,attribute_value_blocks,4764485,9972539392,4096,0,complete
storage-opt-retained,attribute_pointer_storage,14292790,928253312,128,0,complete
storage-opt-retained,string_buffers,2,128,64,0,complete
storage-opt-retained,binary_buffers,0,0,0,0,complete
storage-opt-retained,value_slots,38955478,9972602368,6400,0,complete
storage-opt-retained,frame_activations,191131,0,0,10,complete
storage-opt-retained,frame_reuses,191121,0,0,0,complete
storage-opt-stripped,frame_blocks,10,73824,8552,0,complete
storage-opt-stripped,standalone_values,39,9984,256,0,complete
storage-opt-stripped,attribute_value_blocks,4764485,9972539392,4096,0,complete
storage-opt-stripped,attribute_pointer_storage,14292790,928253312,128,0,complete
storage-opt-stripped,string_buffers,2,128,64,0,complete
storage-opt-stripped,binary_buffers,0,0,0,0,complete
storage-opt-stripped,value_slots,38955478,9972602368,6400,0,complete
storage-opt-stripped,frame_activations,191131,0,0,10,complete
storage-opt-stripped,frame_reuses,191121,0,0,0,complete
list-opt-retained,frame_blocks,46,307984,10184,0,complete
list-opt-retained,standalone_values,39,9984,256,0,complete
list-opt-retained,attribute_value_blocks,6207,12713984,4096,0,complete
list-opt-retained,attribute_pointer_storage,18619,1192128,256,0,complete
list-opt-retained,string_buffers,2,128,64,0,complete
list-opt-retained,binary_buffers,0,0,0,0,complete
list-opt-retained,value_slots,50539,12937984,7936,0,complete
list-opt-retained,frame_activations,4395901,0,0,19,complete
list-opt-retained,frame_reuses,4395855,0,0,0,complete
list-opt-stripped,frame_blocks,46,307984,10184,0,complete
list-opt-stripped,standalone_values,39,9984,256,0,complete
list-opt-stripped,attribute_value_blocks,6207,12713984,4096,0,complete
list-opt-stripped,attribute_pointer_storage,18619,1192128,256,0,complete
list-opt-stripped,string_buffers,2,128,64,0,complete
list-opt-stripped,binary_buffers,0,0,0,0,complete
list-opt-stripped,value_slots,50539,12937984,7936,0,complete
list-opt-stripped,frame_activations,4395901,0,0,19,complete
list-opt-stripped,frame_reuses,4395855,0,0,0,complete
richards-opt-retained,frame_blocks,9,77784,19976,0,complete
richards-opt-retained,standalone_values,39,9984,256,0,complete
richards-opt-retained,attribute_value_blocks,41692,85581824,8192,0,complete
richards-opt-retained,attribute_pointer_storage,125076,8017152,256,0,complete
richards-opt-retained,string_buffers,4,320,128,0,complete
richards-opt-retained,binary_buffers,0,0,0,0,complete
richards-opt-retained,value_slots,334571,85650176,17152,0,complete
richards-opt-retained,frame_activations,119158,0,0,6,complete
richards-opt-retained,frame_reuses,119149,0,0,0,complete
richards-opt-stripped,frame_blocks,9,77784,19976,0,complete
richards-opt-stripped,standalone_values,39,9984,256,0,complete
richards-opt-stripped,attribute_value_blocks,41692,85581824,8192,0,complete
richards-opt-stripped,attribute_pointer_storage,125076,8017152,256,0,complete
