phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,6,27,rxbvml,channel-throughput,candidate,3146.857444899264,81351
recorded,6,28,rxbvml,channel-latency,accepted,137634.408602150535,7440
recorded,6,28,rxbvml,channel-throughput,accepted,2782.790181968389,91994
recorded,7,29,rxbvml,channel-latency,accepted,138172.986101740651,7411
recorded,7,29,rxbvml,channel-throughput,accepted,3167.846359451567,80812
recorded,7,30,rxbvml,channel-latency,candidate,137431.217286270286,7451
recorded,7,30,rxbvml,channel-throughput,candidate,3129.125311690217,81812
recorded,7,31,rxtvml,channel-latency,accepted,134559.789750328520,7610
recorded,7,31,rxtvml,channel-throughput,accepted,2664.418563503711,96081
recorded,7,32,rxtvml,channel-latency,candidate,135593.220338983054,7552
recorded,7,32,rxtvml,channel-throughput,candidate,2751.534302819248,93039
recorded,8,33,rxtvml,channel-latency,candidate,141182.958775679028,7253
recorded,8,33,rxtvml,channel-throughput,candidate,1892.091648189209,135300
recorded,8,34,rxtvml,channel-latency,accepted,143256.855064353673,7148
recorded,8,34,rxtvml,channel-throughput,accepted,2749.701936606481,93101
recorded,8,35,rxbvml,channel-latency,candidate,142877.075484861183,7167
recorded,8,35,rxbvml,channel-throughput,candidate,3167.689566422491,80816
recorded,8,36,rxbvml,channel-latency,accepted,143437.456226362236,7139
recorded,8,36,rxbvml,channel-throughput,accepted,3124.504168039740,81933
recorded,9,37,rxbvml,channel-latency,accepted,139054.861488321563,7364
recorded,9,37,rxbvml,channel-throughput,accepted,3154.962904537724,81142
recorded,9,38,rxbvml,channel-latency,candidate,135092.348284960433,7580
recorded,9,38,rxbvml,channel-throughput,candidate,3148.444225802484,81310
recorded,9,39,rxtvml,channel-latency,accepted,137302.225797801017,7458
recorded,9,39,rxtvml,channel-throughput,accepted,2713.387813073018,94347
recorded,9,40,rxtvml,channel-latency,candidate,138135.707540806703,7413
recorded,9,40,rxtvml,channel-throughput,candidate,2707.877172383884,94539
recorded,10,41,rxtvml,channel-latency,candidate,127808.287568647036,8012
recorded,10,41,rxtvml,channel-throughput,candidate,2693.460992161607,95045
recorded,10,42,rxtvml,channel-latency,accepted,142817.294281729439,7170
recorded,10,42,rxtvml,channel-throughput,accepted,2702.588573117689,94724
recorded,10,43,rxbvml,channel-latency,candidate,141867.553338875034,7218
recorded,10,43,rxbvml,channel-throughput,candidate,3162.367822907402,80952
recorded,10,44,rxbvml,channel-latency,accepted,134471.437951411674,7615
recorded,10,44,rxbvml,channel-throughput,accepted,3118.566433992374,82089
recorded,11,45,rxbvml,channel-latency,accepted,138471.940500338067,7395
recorded,11,45,rxbvml,channel-throughput,accepted,3018.013769687824,84824
recorded,11,46,rxbvml,channel-latency,candidate,137008.295424137003,7474
recorded,11,46,rxbvml,channel-throughput,candidate,3023.503011692453,84670
recorded,11,47,rxtvml,channel-latency,accepted,135306.553911205061,7568
recorded,11,47,rxtvml,channel-throughput,accepted,2655.353753280295,96409
recorded,11,48,rxtvml,channel-latency,candidate,140833.447943886684,7271
recorded,11,48,rxtvml,channel-throughput,candidate,2705.244581585316,94631
recorded,12,49,rxtvml,channel-latency,candidate,139909.823746413458,7319
recorded,12,49,rxtvml,channel-throughput,candidate,2700.877785280216,94784
recorded,12,50,rxtvml,channel-latency,accepted,138042.599083310866,7418
recorded,12,50,rxtvml,channel-throughput,accepted,2653.702225585421,96469
recorded,12,51,rxbvml,channel-latency,candidate,138042.599083310866,7418
recorded,12,51,rxbvml,channel-throughput,candidate,3135.180150390673,81654
recorded,12,52,rxbvml,channel-latency,accepted,138546.881342172914,7391
recorded,12,52,rxbvml,channel-throughput,accepted,3168.395257308349,80798
