workload,vm,pairs,control_rate_median,candidate_rate_median,rate_mean_percent,rate_95_ci_low_percent,rate_95_ci_high_percent,rate_interval_result,rate_favorable,rate_guard_hit,control_resident_median,candidate_resident_median,resident_mean_percent,resident_95_ci_low_percent,resident_95_ci_high_percent,resident_interval_result,control_retained_slab_bytes_median,candidate_retained_slab_bytes_median,retained_mean_percent,control_owned_slabs_median,candidate_owned_slabs_median,candidate_reclaimed_slabs_median
churn-rxbvml-w4,rxbvml,12,1231.072201,1253.821868,1.729879,-3.783293,7.243051,noisy_inconclusive,8.000000,no,20324352.000000,20406272.000000,0.015834,-6.846874,6.878543,noisy_inconclusive,5046272.000000,3735552.000000,-25.974026,68.000000,32.000000,36.000000
