rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
21,142600,4,1,6,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2) | NULL_REG(r2)","c1=label@969;r1=R18;r2=R5;c2=int:500;r3=R16;c3=int:1","benchmark_awfy_bounce_opt",908
22,142600,4,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | IEQ_REG_REG_INT(r2,r1,c2) | BRF_ID_REG(c3,r2)","r1=R17;r2=R21;r3=R20;c1=int:0;c2=int:-9223372036854775808;c3=label@940","benchmark_awfy_bounce_opt",924
23,142600,4,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | NULL_REG(r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | IGETUNLINK_REG_REG(r4,r3)","r1=R16;c1=int:1;r2=R5;r3=R21;c2=int:2;r4=R17","benchmark_awfy_bounce_opt",914
24,142600,4,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | LOAD_REG_INT(r4,c2) | IEQ_REG_REG_INT(r1,r3,c3)","r1=R21;r2=R16;c1=int:2;r3=R17;r4=R20;c2=int:0;c3=int:-9223372036854775808","benchmark_awfy_bounce_opt",920
25,142600,4,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | NULL_REG(r1) | LINKATTR1_REG_REG_INT(r3,r2,c3)","r1=R5;c1=int:500;r2=R16;c2=int:1;r3=R21;c3=int:2","benchmark_awfy_bounce_opt",911
26,142600,4,1,7,candidate,"NULL_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IGETUNLINK_REG_REG(r4,r2) | LOAD_REG_INT(r5,c2)","r1=R5;r2=R21;r3=R16;c1=int:2;r4=R17;r5=R20;c2=int:0","benchmark_awfy_bounce_opt",918
27,142600,4,1,7,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r4,c3,r3)","r1=R19;c1=label@969;r2=R18;r3=R5;c2=int:500;r4=R16;c3=int:1","benchmark_awfy_bounce_opt",906
28,71300,2,1,7,candidate,"BGE_ID_REG_INT(c1,r1,c2) | ISUB_REG_REG_REG(r2,r3,r1) | ICOPY_REG_REG(r4,r2) | BR_ID(c3)","c1=label@1024;r1=R19;c2=int:0;r2=R18;r3=R17;r4=R5;c3=label@1029","benchmark_awfy_bounce_opt",1011
29,71300,2,1,5,candidate,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c1)","r1=R18;r2=R19;c1=int:500;c2=label@969;r3=R5","benchmark_awfy_bounce_opt",902
30,71300,2,1,5,candidate,"ILT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c1)","r1=R20;r2=R21;c1=int:0;c2=label@1036;r3=R18","benchmark_awfy_bounce_opt",973
31,40000,4,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IMULT_REG_REG_INT(r4,r3,c2) | UNLINK_REG(r3)","r1=R6;r2=R0;r3=R8;c1=int:1;r4=R9;c2=int:1309","benchmark_awfy_bounce_opt",210
32,40000,4,1,5,candidate,"IGETUNLINK_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r2,r1) | BR_ID(c1)","r1=R5;r2=R9;r3=R0;r4=R6;c1=label@250","benchmark_awfy_bounce_opt",239
33,40000,4,1,5,candidate,"IMULT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IADD_REG_REG_INT(r1,r1,c2) | IMOD_REG_REG_INT(r1,r1,c3)","r1=R9;r2=R8;c1=int:1309;c2=int:13849;c3=int:65536","benchmark_awfy_bounce_opt",217
34,40000,4,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | COPY_REG_REG(r4,r2) | ICOPY_REG_REG(r1,r3)","r1=R9;r2=R6;c1=int:1;r3=R5;r4=R0","benchmark_awfy_bounce_opt",235
35,40000,4,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IMULT_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | IADD_REG_REG_INT(r3,r3,c3)","r1=R8;r2=R6;c1=int:1;r3=R9;c2=int:1309;c3=int:13849","benchmark_awfy_bounce_opt",213
36,40000,4,1,6,candidate,"UNLINK_REG(r1) | IADD_REG_REG_INT(r2,r2,c1) | IMOD_REG_REG_INT(r2,r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2)","r1=R8;r2=R9;c1=int:13849;c2=int:65536;r3=R6;c3=int:1","benchmark_awfy_bounce_opt",221
37,35900,1,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | ICOPY_REG_REG(r4,r3) | COPY_REG_REG(r5,r1)","r1=R16;c1=int:4;r2=R5;r3=R14;c2=int:1;r4=R15;r5=R8","benchmark_awfy_bounce_opt",1167
38,35900,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r1) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r2)","r1=R14;c1=int:1;r2=R15;r3=R8;r4=R16;r5=R21","benchmark_awfy_bounce_opt",1171
39,35800,1,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | LINKATTR1_REG_REG_INT(r2,r1,c2) | ILT_REG_REG_INT(r4,r2,c3)","r1=R16;c1=int:2;r2=R21;r3=R14;c2=int:1;r4=R20;c3=int:0","benchmark_awfy_bounce_opt",962
40,35800,1,1,6,candidate,"ISUB_REG_INT_REG(r1,c1,r1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r3,c3) | LINKATTR1_REG_REG_INT(r1,r2,c3)","r1=R21;c1=int:0;r2=R16;c2=int:2;r3=R14;c3=int:1","benchmark_awfy_bounce_opt",958
41,35800,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ILT_REG_REG_INT(r4,r2,c2) | UNLINK_REG(r2)","r1=R14;c1=int:1;r2=R21;r3=R16;r4=R20;c2=int:0","benchmark_awfy_bounce_opt",966
42,35500,1,1,9,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | LINKATTR1_REG_REG_INT(r4,r1,c3) | ILT_REG_REG_INT(r5,r4,c4)","r1=R16;c1=int:4;r2=R19;r3=R14;c2=int:1;r4=R21;c3=int:3;r5=R20;c4=int:0","benchmark_awfy_bounce_opt",1100
43,35500,1,1,9,candidate,"ISUB_REG_INT_REG(r1,c1,r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LOAD_REG_INT(r4,c3) | LINKATTR1_REG_REG_INT(r5,r3,c4)","r1=R19;c1=int:0;r2=R5;r3=R16;c2=int:4;r4=R14;c3=int:1;r5=R21;c4=int:3","benchmark_awfy_bounce_opt",1096
44,35500,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ILT_REG_REG_INT(r4,r2,c3) | UNLINK_REG(r2)","r1=R14;c1=int:1;r2=R21;r3=R16;c2=int:3;r4=R20;c3=int:0","benchmark_awfy_bounce_opt",1104
45,35400,1,1,9,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | LINKATTR1_REG_REG_INT(r4,r1,c3) | IGT_REG_REG_INT(r5,r4,c4)","r1=R16;c1=int:2;r2=R5;r3=R14;c2=int:1;r4=R21;c3=int:3;r5=R20;c4=int:500","benchmark_awfy_bounce_opt",1029
46,35400,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IGT_REG_REG_INT(r4,r2,c3) | UNLINK_REG(r2)","r1=R14;c1=int:1;r2=R21;r3=R16;c2=int:3;r4=R20;c3=int:500","benchmark_awfy_bounce_opt",1033
47,30000,3,1,6,candidate,"IADD_REG_REG_INT(r1,r1,c1) | IMOD_REG_REG_INT(r1,r1,c2) | ISETATTR1_REG_INT_REG(r2,c3,r1) | LINKATTR1_REG_REG_INT(r3,r2,c3)","r1=R4;c1=int:13849;c2=int:65536;r2=R11;c3=int:1;r3=R8","benchmark_awfy_bounce_opt",271
48,30000,3,1,6,candidate,"IMOD_REG_REG_INT(r1,r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | IGETUNLINK_REG_REG(r4,r3)","r1=R4;c1=int:65536;r2=R11;c2=int:1;r3=R8;r4=R10","benchmark_awfy_bounce_opt",275
49,30000,3,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IGETUNLINK_REG_REG(r4,r3) | COPY_REG_REG(r5,r1)","r1=R11;c1=int:1;r2=R4;r3=R8;r4=R10;r5=R0","benchmark_awfy_bounce_opt",279
50,20000,2,1,9,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r3,c2) | IMULT_REG_REG_INT(r6,r5,c3)","r1=R2;c1=int:3;r2=R8;r3=R13;r4=R0;r5=R7;c2=int:1;r6=R4;c3=int:1309","benchmark_awfy_bounce_opt",302
51,10000,1,1,9,candidate,"BRT_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r4,c2) | MKREF_REG_REG(r5,r6) | SETTP_REG_INT(r5,c3)","c1=label@809;r1=R7;r2=R8;r3=R0;r4=R6;c2=int:0;r5=R10;r6=R2;c3=int:768","benchmark_awfy_bounce_opt",783
52,10000,1,1,5,candidate,"IADD_REG_REG_INT(r1,r1,c1) | IMOD_REG_REG_INT(r1,r1,c2) | ISETATTR1_REG_INT_REG(r2,c3,r1) | LINKATTR1_REG_REG_INT(r1,r2,c3)","r1=R9;c1=int:13849;c2=int:65536;r2=R6;c3=int:1","benchmark_awfy_bounce_opt",223
53,10000,1,1,9,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_REG_INT(r4,r5,r2,c2) | MKREF_REG_REG(r6,r7)","r1=R7;r2=R6;r3=R5;c1=label@809;r4=R8;r5=R0;c2=int:0;r6=R10;r7=R2","benchmark_awfy_bounce_opt",779
54,10000,1,1,7,candidate,"IMOD_REG_REG_INT(r1,r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r3,c2)","r1=R9;c1=int:500;r2=R2;c2=int:1;r3=R11;r4=R0;r5=R7","benchmark_awfy_bounce_opt",250
55,10000,1,1,8,candidate,"IMOD_REG_REG_INT(r1,r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r3,c3)","r1=R8;c1=int:500;r2=R2;c2=int:3;r3=R13;r4=R0;r5=R7;c3=int:1","benchmark_awfy_bounce_opt",298
56,10000,1,1,5,candidate,"IMOD_REG_REG_INT(r1,r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | IGETUNLINK_REG_REG(r3,r1)","r1=R9;c1=int:65536;r2=R6;c2=int:1;r3=R5","benchmark_awfy_bounce_opt",227
57,10000,1,1,7,candidate,"IMOD_REG_REG_INT(r1,r1,c1) | ISUB_REG_REG_INT(r1,r1,c2) | ISETATTR1_REG_INT_REG(r2,c3,r1) | COPY_REG_REG(r3,r4)","r1=R8;c1=int:300;c2=int:150;r2=R2;c3=int:2;r3=R15;r4=R0","benchmark_awfy_bounce_opt",346
58,10000,1,1,5,candidate,"IMOD_REG_REG_INT(r1,r1,c1) | ISUB_REG_REG_INT(r1,r1,c2) | ISETATTR1_REG_INT_REG(r2,c3,r1) | RET_REG(r2)","r1=R8;c1=int:300;c2=int:150;r2=R2;c3=int:4","benchmark_awfy_bounce_opt",398
59,10000,1,1,8,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r3,c1) | IMULT_REG_REG_INT(r6,r5,c2)","r1=R2;c1=int:1;r2=R9;r3=R11;r4=R0;r5=R7;r6=R4;c2=int:1309","benchmark_awfy_bounce_opt",254
60,10000,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | IGETUNLINK_REG_REG(r3,r2) | COPY_REG_REG(r4,r1)","r1=R6;c1=int:1;r2=R9;r3=R5;r4=R0","benchmark_awfy_bounce_opt",231
61,10000,1,1,8,candidate,"ISUB_REG_REG_INT(r1,r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r3,c3)","r1=R8;c1=int:150;r2=R2;c2=int:2;r3=R15;r4=R0;r5=R7;c3=int:1","benchmark_awfy_bounce_opt",350
62,10000,1,1,7,candidate,"LINKREF_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r3,c1) | IMULT_REG_REG_INT(r5,r4,c2)","r1=R0;r2=R17;r3=R6;r4=R8;c1=int:1;r5=R9;c2=int:1309","benchmark_awfy_bounce_opt",207
63,10000,1,1,9,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | MKREF_REG_REG(r4,r5) | SETTP_REG_INT(r4,c2) | CALL1_REG_FUNC_REG(r6,c3,r4)","r1=R8;r2=R0;r3=R6;c1=int:0;r4=R10;r5=R2;c2=int:768;r6=R11;c3=func@11488","benchmark_awfy_bounce_opt",786
64,10000,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | COPY_REG_REG(r3,r1)","c1=int:18;c2=int:1;r1=R0;r2=R17;r3=R6","benchmark_awfy_bounce_opt",201
65,10000,1,1,6,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | NUMSCI_INT_INT_INT(c3,c4,c4) | UNLINK_REG(r2)","r1=R2;c1=int:5;c2=string@9;c3=int:18;c4=int:1;r2=R0","benchmark_awfy_bounce_opt",195
66,10000,1,1,6,candidate,"SETOBJTYPE_REG_STRING(r1,c1) | NUMSCI_INT_INT_INT(c2,c3,c3) | UNLINK_REG(r2) | LINKREF_REG_REG(r2,r3)","r1=R2;c1=string@9;c2=int:18;c3=int:1;r2=R0;r3=R17","benchmark_awfy_bounce_opt",198
67,10000,1,1,5,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r3,c1)","r1=R0;r2=R17;r3=R6;r4=R8;c1=int:1","benchmark_awfy_bounce_opt",205
68,5000,1,1,8,candidate,"BRT_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | GETATTRS_REG_REG_INT(r3,r4,c3) | IGT_REG_REG_REG(r5,r2,r3)","c1=label@1203;r1=R9;r2=R6;c2=int:1;r3=R12;r4=R0;c3=int:0;r5=R13","benchmark_awfy_bounce_opt",822
69,5000,1,1,7,candidate,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_REG(r3,r4,r1) | BRT_ID_REG(c2,r3) | MINLINKATTR1_REG_REG_REG_INT(r5,r2,r4,c1)","r1=R12;r2=R0;c1=int:0;r3=R13;r4=R6;c2=label@1194;r5=R14","benchmark_awfy_bounce_opt",828
70,5000,1,1,9,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LOAD_REG_INT(r4,c2) | GETATTRS_REG_REG_INT(r5,r6,c3)","r1=R9;r2=R11;r3=R10;c1=label@1203;r4=R6;c2=int:1;r5=R12;r6=R0;c3=int:0","benchmark_awfy_bounce_opt",818
71,5000,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGT_REG_REG_REG(r4,r1,r2) | BRT_ID_REG(c3,r4)","r1=R6;c1=int:1;r2=R12;r3=R0;c2=int:0;r4=R13;c3=label@1194","benchmark_awfy_bounce_opt",825
72,5000,1,1,4,candidate,"UNLINK_REG(r1) | ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | BCTP_ID_REG(c1,r3)","r1=R8;r2=R7;c1=label@818;r3=R11","benchmark_awfy_bounce_opt",1194
73,200,2,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R6;c1=int:1;r2=R5;c2=int:100;r3=R7;c3=label@809","benchmark_awfy_bounce_opt",773
74,100,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r2) | SETATTRS_REG_INT(r3,c3)","r1=R23;c1=int:18;c2=int:1;r2=R0;r3=R4;c3=int:2","benchmark_awfy_bounce_opt",749
75,100,1,1,6,candidate,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2) | SETOBJTYPE_REG_STRING(r2,c3) | COPY_REG_REG(r3,r2)","c1=label@119;r1=R3;r2=R6;c2=int:0;c3=string@10;r3=R5","benchmark_awfy_bounce_opt",68
76,100,1,1,7,candidate,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | IGT_REG_REG_REG(r5,r3,r4)","r1=R2;r2=R4;r3=R6;c1=int:1;r4=R5;c2=int:100;r5=R7","benchmark_awfy_bounce_opt",770
77,100,1,1,7,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r4,c2) | SETOBJTYPE_REG_STRING(r4,c3)","r1=R3;r2=R4;r3=R1;c1=label@119;r4=R6;c2=int:0;c3=string@10","benchmark_awfy_bounce_opt",64
78,100,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r4,c2)","r1=R4;c1=int:1;r2=R6;r3=R2;r4=R5;c2=int:100","benchmark_awfy_bounce_opt",766
79,100,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | LOAD_REG_INT(r4,c3)","r1=R10;c1=int:50;r2=R9;r3=R11;c2=label@1203;r4=R6;c3=int:1","benchmark_awfy_bounce_opt",815
80,100,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | MINLINKATTR1_REG_REG_REG_INT(r4,r5,r3,c3)","r1=R5;c1=int:100;r2=R7;r3=R6;c2=label@809;r4=R8;r5=R0;c3=int:0","benchmark_awfy_bounce_opt",776
81,100,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2) | LOAD_REG_INT(r1,c2)","r1=R6;c1=int:74755;r2=R4;c2=int:1;r3=R2","benchmark_awfy_bounce_opt",763
82,100,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | IGT_REG_REG_REG(r4,r2,r3)","r1=R1;c1=int:0;r2=R11;c2=int:1;r3=R10;c3=int:50;r4=R9","benchmark_awfy_bounce_opt",809
83,100,1,1,6,candidate,"NULL_REG(r1) | SETATTRS_REG_INT(r2,c1) | SETOBJTYPE_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R0;r2=R4;c1=int:2;c2=string@8;r3=R6;c3=int:74755","benchmark_awfy_bounce_opt",755
84,100,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r1) | SETATTRS_REG_INT(r2,c3) | SETOBJTYPE_REG_STRING(r2,c4)","c1=int:18;c2=int:1;r1=R0;r2=R4;c3=int:2;c4=string@8","benchmark_awfy_bounce_opt",751
85,100,1,1,5,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | COPY_REG_REG(r2,r1) | SETTP_REG_INT(r2,c3)","r1=R6;c1=int:0;c2=string@10;r2=R5;c3=int:256","benchmark_awfy_bounce_opt",71
86,100,1,1,6,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | LOAD_REG_INT(r2,c3) | ISETATTR1_REG_INT_REG(r1,c4,r2)","r1=R4;c1=int:2;c2=string@8;r2=R6;c3=int:74755;c4=int:1","benchmark_awfy_bounce_opt",757
