cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-msvc-rxbvm,Sieve,crexx-msvc,rxbvm,msvc-19.44-o2,A,no,no,5500,elapsed_ns,1,4189935000.000000,4189935000.000000,4189935000.000000,4189935000.000000,4189935000.000000,0.000000,0.000000,0.000000,no
permute-msvc-rxbvm,Permute,crexx-msvc,rxbvm,msvc-19.44-o2,A,no,no,5000,elapsed_ns,1,9887069000.000000,9887069000.000000,9887069000.000000,9887069000.000000,9887069000.000000,0.000000,0.000000,0.000000,no
bounce-msvc-rxbvm,Bounce,crexx-msvc,rxbvm,msvc-19.44-o2,A,no,no,4200,elapsed_ns,1,5578278000.000000,5578278000.000000,5578278000.000000,5578278000.000000,5578278000.000000,0.000000,0.000000,0.000000,no
richards-msvc-rxbvm,Richards,crexx-msvc,rxbvm,msvc-19.44-o2,A,no,no,20,elapsed_ns,1,16925520000.000000,16925520000.000000,16925520000.000000,16925520000.000000,16925520000.000000,0.000000,0.000000,0.000000,no
base64-msvc-rxbvm,Base64,crexx-msvc,rxbvm,msvc-19.44-o2,A,no,no,2500,elapsed_ns,1,5533847000.000000,5533847000.000000,5533847000.000000,5533847000.000000,5533847000.000000,0.000000,0.000000,0.000000,no
towers-msvc-rxbvm,Towers,crexx-msvc,rxbvm,msvc-19.44-o2,A,no,no,100,elapsed_ns,1,9330541000.000000,9330541000.000000,9330541000.000000,9330541000.000000,9330541000.000000,0.000000,0.000000,0.000000,no
