cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-c0-rxvm,Sieve,crexx,rxvm,C0-current,A,no,no,5500,elapsed_ns,12,1070189000.000000,1074810500.000000,1077283500.000000,1079093750.000000,1081652000.000000,2274500.000000,0.211133,1.064065,no
sieve-prefilter-rxvm,Sieve,crexx,rxvm,C4-prefilter,A,no,no,5500,elapsed_ns,12,1063789000.000000,1068181750.000000,1071470000.000000,1073571500.000000,1078860000.000000,2953000.000000,0.275603,1.406572,no
sieve-c0-rxbvm,Sieve,crexx,rxbvm,C0-current,A,no,no,5500,elapsed_ns,12,1397658000.000000,1418413000.000000,1431631000.000000,1435550500.000000,1441141000.000000,7659000.000000,0.534984,3.037305,no
sieve-prefilter-rxbvm,Sieve,crexx,rxbvm,C4-prefilter,A,no,no,5500,elapsed_ns,12,1434550000.000000,1442106500.000000,1452773000.000000,1462673500.000000,1479574000.000000,11030000.000000,0.759238,3.099177,no
base64-c0-rxvm,Base64,crexx,rxvm,C0-current,A,no,no,2500,elapsed_ns,12,1349220000.000000,1426575500.000000,1467287500.000000,1537120000.000000,1675606000.000000,62428000.000000,4.254654,22.244175,yes
base64-prefilter-rxvm,Base64,crexx,rxvm,C4-prefilter,A,no,no,2500,elapsed_ns,12,1503917000.000000,1612866500.000000,1695632500.000000,1852629250.000000,1905601000.000000,145851000.000000,8.601569,23.689331,yes
base64-c0-rxbvm,Base64,crexx,rxbvm,C0-current,A,no,no,2500,elapsed_ns,12,1447002000.000000,1515237250.000000,1616992000.000000,1688454000.000000,1970196000.000000,104693500.000000,6.474584,32.356004,yes
base64-prefilter-rxbvm,Base64,crexx,rxbvm,C4-prefilter,A,no,no,2500,elapsed_ns,12,1313211000.000000,1442673750.000000,1511076000.000000,1592344250.000000,1695443000.000000,69755500.000000,4.616280,25.295352,yes
rexxcps-c0-rxvm,RexxCPS,crexx,rxvm,C0-current,A,no,no,1000-clauses,benchmark_rate,12,33972180.000000,38246528.250000,38500373.000000,38727690.000000,38798978.000000,238737.000000,0.620090,12.537016,yes
rexxcps-prefilter-rxvm,RexxCPS,crexx,rxvm,C4-prefilter,A,no,no,1000-clauses,benchmark_rate,12,35142560.000000,38961800.500000,39375528.000000,39584002.500000,39767124.000000,320263.500000,0.813357,11.744767,yes
rexxcps-c0-rxbvm,RexxCPS,crexx,rxbvm,C0-current,A,no,no,1000-clauses,benchmark_rate,12,35516598.000000,35988513.750000,36454682.500000,36728948.000000,37092848.000000,386169.000000,1.059312,4.323862,no
rexxcps-prefilter-rxbvm,RexxCPS,crexx,rxbvm,C4-prefilter,A,no,no,1000-clauses,benchmark_rate,12,36527846.000000,37077952.000000,37194533.500000,37286799.750000,37914836.000000,119751.500000,0.321960,3.729016,no
