rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,106953,2,1,5,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r2,r1,c1) | UNLINKN_REG_REG(r1,r3) | BRF_ID_REG(c2,r2)","r1=R2;r2=R5;c1=int:0;r3=R3;c2=label@1250","benchmark_awfy_richards_noopt",1233
213,340,1,1,9,candidate,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | MINLINKATTR1_REG_REG_REG_INT(r6,r4,r2,c3)","c1=label@1044;r1=R7;r2=R1;r3=R0;r4=R5;r5=R9;c2=int:17;r6=R6;c3=int:0","benchmark_awfy_richards_noopt",1022
214,340,1,1,7,candidate,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINLINKATTR1_REG_REG_REG_INT(r5,r3,r1,c2) | IGETUNLINK_REG_REG(r2,r5)","r1=R1;r2=R0;r3=R5;r4=R9;c1=int:17;r5=R6;c2=int:0","benchmark_awfy_richards_noopt",1025
215,340,1,1,8,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r3,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R7;r2=R0;c1=int:0;c2=label@1044;r3=R1;r4=R5;r5=R9;c3=int:17","benchmark_awfy_richards_noopt",1018
216,340,1,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IGETUNLINK_REG_REG(r4,r1) | UNLINK_REG(r2) | BR_ID(c2)","r1=R6;r2=R5;r3=R1;c1=int:0;r4=R0;c2=label@1018","benchmark_awfy_richards_noopt",1032
217,340,1,1,6,candidate,"UNLINK_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | ICOPY_REG_REG(r4,r3)","r1=R6;r2=R7;r3=R0;c1=int:0;c2=label@1044;r4=R1","benchmark_awfy_richards_noopt",1016
218,64,8,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r1,r3,c3) | UNLINK_REG(r3)","r1=R4;r2=R9;c1=int:17;r3=R6;c2=int:9;r4=R5;c3=int:0","benchmark_awfy_richards_noopt",809
219,40,5,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c2,r4)","r1=R6;r2=R9;c1=int:9;r3=R5;r4=R4;c2=int:0;r5=R7","benchmark_awfy_richards_noopt",870
220,24,3,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r5,c1)","r1=R4;r2=R6;c1=int:0;r3=R5;r4=R9;c2=int:11;r5=R7;c3=int:9","benchmark_awfy_richards_noopt",901
221,24,3,1,8,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_INT(r5,r4,c2) | MINLINKATTR1_REG_REG_REG_INT(r1,r3,r5,c3)","r1=R5;r2=R10;r3=R4;r4=R9;c1=int:15;r5=R6;c2=int:9;c3=int:0","benchmark_awfy_richards_noopt",824
222,24,3,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1) | ISETUNLINKN_REG_REG_REG(r3,r5,r4)","r1=R6;r2=R9;c1=int:9;r3=R5;r4=R4;c2=int:0;r5=R10","benchmark_awfy_richards_noopt",813
223,24,4,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c4,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r6,r1)","r1=R8;r2=R12;c1=int:24;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R14;c4=int:20;r6=R15","benchmark_awfy_richards_noopt",724
224,24,3,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r5,c2)","r1=R6;r2=R5;r3=R7;c1=int:0;r4=R4;r5=R9;c2=int:11","benchmark_awfy_richards_noopt",894
225,24,3,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | LINKATTR1_REG_REG_INT(r2,r5,c2)","r1=R5;r2=R4;r3=R6;c1=int:0;r4=R10;r5=R9;c2=int:15","benchmark_awfy_richards_noopt",817
226,24,3,1,8,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r4,r5,c2) | LINKATTR1_REG_REG_INT(r1,r5,c3)","r1=R7;r2=R4;r3=R6;c1=int:0;r4=R5;r5=R9;c2=int:11;c3=int:9","benchmark_awfy_richards_noopt",899
227,24,3,1,7,candidate,"UNLINK_REG(r1) | ISETUNLINKN_REG_REG_REG(r2,r3,r4) | LINKATTR1_REG_REG_INT(r4,r5,c1) | LINKATTR1_REG_REG_INT(r1,r5,c2)","r1=R6;r2=R5;r3=R10;r4=R4;r5=R9;c1=int:15;c2=int:9","benchmark_awfy_richards_noopt",822
228,18,3,1,10,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r1,r5,c3) | ISETUNLINKN_REG_REG_REG(r1,r6,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c4,c2,r1,r5,c3)","r1=R10;r2=R14;r3=R8;r4=R12;c1=int:20;c2=int:6;r5=R13;c3=int:1;r6=R15;c4=int:23","benchmark_awfy_richards_noopt",732
229,8,1,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_INT(r1,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r5,r2,r1,c1)","r1=R7;r2=R5;c1=int:0;r3=R4;r4=R9;c2=int:10;c3=int:9;r5=R6","benchmark_awfy_richards_noopt",881
230,8,1,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r3,r2,c3)","r1=R9;c1=int:9;r2=R6;r3=R4;c2=int:17;r4=R5;c3=int:0","benchmark_awfy_richards_noopt",805
231,8,1,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r1,r5,c2)","r1=R5;r2=R4;r3=R6;c1=int:0;r4=R7;r5=R9;c2=int:10","benchmark_awfy_richards_noopt",874
232,8,1,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r5,c2)","r1=R6;r2=R5;r3=R7;c1=int:0;r4=R4;r5=R9;c2=int:9","benchmark_awfy_richards_noopt",954
233,8,1,1,7,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r1,r5,c2) | RET_REG(r1)","r1=R7;r2=R4;r3=R6;c1=int:0;r4=R5;r5=R9;c2=int:9","benchmark_awfy_richards_noopt",959
234,8,1,1,8,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r3,r5,c2) | LINKATTR1_REG_REG_INT(r2,r5,c3)","r1=R6;r2=R7;r3=R5;c1=int:0;r4=R4;r5=R9;c2=int:10;c3=int:9","benchmark_awfy_richards_noopt",879
235,8,1,1,6,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c1)","r1=R5;r2=R9;c1=int:9;r3=R6;r4=R4;c2=int:17","benchmark_awfy_richards_noopt",803
236,6,1,1,10,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r1,c3,c4,r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r1,c5)","r1=R12;c1=int:18;c2=int:1;r2=R8;c3=int:21;c4=int:6;r3=R7;r4=R13;r5=R10;c5=int:22","benchmark_awfy_richards_noopt",700
237,6,1,1,9,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r2,r5,c3) | ISETUNLINKN_REG_REG_REG(r2,r6,r3)","r1=R7;r2=R10;r3=R8;r4=R12;c1=int:24;c2=int:6;r5=R13;c3=int:1;r6=R14","benchmark_awfy_richards_noopt",718
238,6,1,1,10,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r1,r5,c3) | ISETUNLINKN_REG_REG_REG(r1,r6,r3) | ISETATTR1_REG_INT_REG(r4,c4,r5)","r1=R10;r2=R17;r3=R8;r4=R12;c1=int:19;c2=int:6;r5=R13;c3=int:1;r6=R18;c4=int:22","benchmark_awfy_richards_noopt",768
239,6,1,1,9,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | UNLINKN_REG_REG(r3,r4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r2,c2,c3,r1,r5,c4)","r1=R10;r2=R12;c1=int:22;r3=R7;r4=R8;c2=int:24;c3=int:6;r5=R13;c4=int:1","benchmark_awfy_richards_noopt",714
240,6,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | ISETATTR1_REG_INT_REG(r2,c4,r4) | RET()","r1=R8;r2=R12;c1=int:19;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R18;c4=int:22","benchmark_awfy_richards_noopt",772
241,6,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKATTR1_REG_REG_INT(r5,r2,c4) | IGETUNLINK_REG_REG(r3,r5) | UNLINKN_REG_REG(r3,r1)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R7;r4=R13;c3=int:1;r5=R10;c4=int:22","benchmark_awfy_richards_noopt",706
242,6,6,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SWAP_REG_REG(r4,r3)","r1=R9;c1=int:0;r2=R2;c2=int:7;r3=R17;c3=int:256;r4=R3","benchmark_awfy_richards_noopt",293
243,6,1,1,10,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c3,c4,r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r2,c5) | IGETUNLINK_REG_REG(r3,r5)","c1=int:18;c2=int:1;r1=R8;r2=R12;c3=int:21;c4=int:6;r3=R7;r4=R13;r5=R10;c5=int:22","benchmark_awfy_richards_noopt",702
244,6,1,1,10,candidate,"UNLINKN_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c1,c2,r4,r5,c3) | ISETUNLINKN_REG_REG_REG(r4,r6,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c4,c2,r4,r5,c3)","r1=R7;r2=R8;r3=R12;c1=int:24;c2=int:6;r4=R10;r5=R13;c3=int:1;r6=R14;c4=int:20","benchmark_awfy_richards_noopt",721
245,5,5,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R5;c1=int:1000;r2=R7;c2=int:1;r3=R8;r4=R9;c3=int:0","benchmark_awfy_richards_noopt",350
246,5,5,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r4,c4)","r1=R8;c1=int:1;r2=R9;c2=int:0;r3=R2;c3=int:7;r4=R17;c4=int:256","benchmark_awfy_richards_noopt",356
247,4,4,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_INT(r2,c4)","r1=R0;c1=int:18;r2=R2;c2=int:0;c3=int:6;c4=int:1","benchmark_awfy_richards_noopt",231
248,4,4,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c3) | ISETATTR1_REG_INT_REG(r2,c4,r1)","r1=R2;c1=int:0;r2=R0;c2=int:6;c3=int:1;c4=int:7","benchmark_awfy_richards_noopt",235
249,4,4,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c3)","r1=R4;c1=int:2;r2=R5;c2=int:2000;r3=R7;c3=int:1;r4=R8","benchmark_awfy_richards_noopt",435
250,4,4,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c4,r3,r4,r1,r2)","r1=R8;c1=int:4;r2=R9;c2=int:0;r3=R17;c3=int:256;r4=R0;c4=func@20032","benchmark_awfy_richards_noopt",403
251,3,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c3,r1)","r1=R2;c1=int:0;r2=R0;c2=int:1;c3=int:9","benchmark_awfy_richards_noopt",214
252,3,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1)","r1=R4;c1=int:0;r2=R5;r3=R6;r4=R7","benchmark_awfy_richards_noopt",278
253,3,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R7;c1=int:1;r2=R8;r3=R9;c2=int:0;r4=R2;c3=int:7","benchmark_awfy_richards_noopt",353
254,3,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2) | CALL_REG_FUNC_REG(r4,c3,r1)","r1=R2;c1=int:7;r2=R17;c2=int:256;r3=R3;r4=R10;c3=func@19208","benchmark_awfy_richards_noopt",296
255,3,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2) | SWAP_REG_REG(r4,r5)","r1=R2;c1=int:7;r2=R17;c2=int:256;r3=R3;r4=R6;r5=R0","benchmark_awfy_richards_noopt",362
256,3,3,1,8,candidate,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r5,c2,r6)","r1=R17;c1=int:256;r2=R3;r3=R6;r4=R0;r5=R11;c2=func@19208;r6=R2","benchmark_awfy_richards_noopt",365
257,3,3,1,8,candidate,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | LOAD_REG_INT(r6,c2)","r1=R17;r2=R3;r3=R0;r4=R6;r5=R7;c1=int:0;r6=R8;c2=int:4","benchmark_awfy_richards_noopt",378
258,2,2,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_INT(r2,c2)","r1=R0;c1=int:1;r2=R2;c2=int:0;c3=int:9","benchmark_awfy_richards_noopt",217
259,2,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | INE_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | BRF_ID_REG(c3,r3)","r1=R9;r2=R17;c1=int:18;r3=R8;c2=int:23246;c3=label@653","benchmark_awfy_richards_noopt",635
260,2,2,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c1)","r1=R6;c1=int:0;r2=R7;r3=R8;c2=int:1;r4=R9","benchmark_awfy_richards_noopt",566
261,2,2,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c3)","r1=R7;c1=int:0;r2=R8;c2=int:1;r3=R9;r4=R2;c3=int:7","benchmark_awfy_richards_noopt",569
262,2,2,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c3)","r1=R7;c1=int:0;r2=R8;c2=int:4;r3=R9;r4=R17;c3=int:256","benchmark_awfy_richards_noopt",384
263,2,2,1,9,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c4,r3,r5,r1,r2)","r1=R8;c1=int:4;r2=R9;c2=int:0;r3=R17;c3=int:256;r4=R0;c4=func@20032;r5=R7","benchmark_awfy_richards_noopt",387
264,2,2,1,7,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c1)","r1=R0;r2=R6;r3=R7;c1=int:0;r4=R8;c2=int:4;r5=R9","benchmark_awfy_richards_noopt",381
265,1,1,1,4,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | RET_REG(r2)","r1=R3;c1=int:18;c2=int:1;r2=R1","benchmark_awfy_richards_noopt",676
266,1,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c3) | ISETATTR1_REG_INT_REG(r1,c4,r2)","r1=R13;c1=int:18;c2=int:1;r2=R2;c3=int:22;c4=int:2","benchmark_awfy_richards_noopt",2769
267,1,1,1,5,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c3) | RET_REG(r2)","r1=R3;c1=int:18;c2=int:1;r2=R1;c3=int:6","benchmark_awfy_richards_noopt",688
268,1,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LOAD_REG_INT(r2,c3) | LOAD_REG_INT(r3,c3)","r1=R17;c1=int:18;c2=int:1;r2=R4;c3=int:0;r3=R5","benchmark_awfy_richards_noopt",272
269,1,1,1,6,candidate,"BRF_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c2) | STOI_REG(r2) | IGETUNLINK_REG_REG(r4,r2)","c1=label@39;r1=R5;r2=R6;r3=R0;c2=int:1;r4=R3","benchmark_awfy_richards_noopt",27
270,1,1,1,4,candidate,"CONCAT_REG_REG_REG(r1,r1,r2) | SAY_REG(r1) | SAY_STRING(c1) | RET_INT(c2)","r1=R11;r2=R1;c1=string@13576;c2=int:0","benchmark_awfy_richards_noopt",160
271,1,1,1,4,candidate,"CONCAT_REG_REG_REG(r1,r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r1,r1,r3)","r1=R11;r2=R2;c1=string@13160;r3=R1","benchmark_awfy_richards_noopt",150
272,1,1,1,5,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r1,r1,r3)","r1=R11;c1=string@12720;r2=R3;c2=string@12872;r3=R2","benchmark_awfy_richards_noopt",140
273,1,1,1,5,candidate,"ENDLIFE_REG(r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2) | SCONCAT_REG_REG_STRING(r3,r3,c2)","r1=R5;r2=R3;r3=R11;c1=string@12720;c2=string@12872","benchmark_awfy_richards_noopt",136
274,1,1,1,6,candidate,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r1,r1,c2) | BRF_ID_REG(c3,r1) | MINLINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R5;r2=R0;c1=int:0;c2=int:1;c3=label@39;r3=R6","benchmark_awfy_richards_noopt",19
275,1,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | SETTP_REG_INT(r3,c3)","r1=R2;r2=R3;c1=int:0;c2=label@1978;r3=R9;c3=int:256","benchmark_awfy_richards_noopt",1960
276,1,1,1,5,candidate,"IGTE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c1) | STOI_REG(r2)","r1=R5;c1=int:1;c2=label@39;r2=R6;r3=R0","benchmark_awfy_richards_noopt",23
277,1,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | RET_REG(r1)","r1=R0;c1=int:27;r2=R2;c2=int:0;c3=int:26","benchmark_awfy_richards_noopt",259
278,1,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r1,c3,r3) | LOAD_REG_INT(r3,c2)","r1=R0;c1=int:2;r2=R1;r3=R2;c2=int:0;c3=int:1","benchmark_awfy_richards_noopt",210
279,1,1,1,8,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | ISUB_REG_INT_REG(r4,c3,r3) | ISETATTR1_REG_INT_REG(r1,c4,r4)","r1=R0;c1=int:22;r2=R3;r3=R2;c2=int:1;r4=R1;c3=int:0;c4=int:2","benchmark_awfy_richards_noopt",199
280,1,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | IGTE_REG_REG_INT(r3,r2,c2)","r1=R13;c1=int:2;r2=R2;r3=R1;c2=int:0","benchmark_awfy_richards_noopt",2779
281,1,1,1,6,candidate,"ISUB_REG_INT_REG(r1,c1,r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c3,r2)","r1=R1;c1=int:0;r2=R2;r3=R0;c2=int:2;c3=int:1","benchmark_awfy_richards_noopt",206
282,1,1,1,7,candidate,"ISUB_REG_INT_REG(r1,c1,r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LOAD_REG_INT(r2,c3) | ISUB_REG_INT_REG(r4,c1,r2)","r1=R3;c1=int:0;r2=R2;r3=R0;c2=int:22;c3=int:1;r4=R1","benchmark_awfy_richards_noopt",195
283,1,1,1,3,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r2,r1) | SAY_REG(r2) | SAY_STRING(c1)","r1=R1;r2=R11;c1=string@13576","benchmark_awfy_richards_noopt",158
284,1,1,1,4,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r2,r1) | SCONCAT_REG_REG_STRING(r2,r2,c1) | ITOS_REG(r3)","r1=R2;r2=R11;c1=string@13160;r3=R1","benchmark_awfy_richards_noopt",148
285,1,1,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | SCONCAT_REG_REG_STRING(r2,r2,c2) | ITOS_REG(r3)","r1=R3;r2=R11;c1=string@12720;c2=string@12872;r3=R2","benchmark_awfy_richards_noopt",138
286,1,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","r1=R2;r2=R13;c1=int:22;c2=int:2","benchmark_awfy_richards_noopt",2775
287,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGTE_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c3,r2)","r1=R3;c1=int:1;r2=R5;r3=R0;c2=int:0;c3=label@39","benchmark_awfy_richards_noopt",16
288,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r1,r3) | BRT_ID_REG(c2,r2) | CALL_REG_FUNC(r4,c3)","r1=R7;c1=int:1;r2=R4;r3=R3;c2=label@136;r4=R5;c3=func@8864","benchmark_awfy_richards_noopt",64
289,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISUB_REG_INT_REG(r2,c2,r1) | ISETATTR1_REG_INT_REG(r3,c3,r2) | LOAD_REG_INT(r1,c1)","r1=R2;c1=int:1;r2=R3;c2=int:0;r3=R0;c3=int:22","benchmark_awfy_richards_noopt",192
290,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISUB_REG_INT_REG(r2,c2,r1) | ISETATTR1_REG_INT_REG(r3,c3,r2) | LOAD_REG_INT(r1,c2)","r1=R2;c1=int:1;r2=R1;c2=int:0;r3=R0;c3=int:2","benchmark_awfy_richards_noopt",203
291,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R7;c1=int:0;r2=R8;r3=R9;r4=R2;c2=int:7","benchmark_awfy_richards_noopt",287
292,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | IGT_REG_REG_REG(r4,r3,r5)","r1=R2;c1=int:0;r2=R1;r3=R7;c2=int:1;r4=R4;r5=R3","benchmark_awfy_richards_noopt",58
