entry,count_rank,total_time_rank,average_latency_rank,name,count,total_ns,average_ns,min_ns,max_ns,percent,status
rexxcps-opaque-heavy-retained,1,2,112,BRF_ID_REG,2930580,48793221,16,0,59334,10.467478,complete
rexxcps-opaque-heavy-retained,2,6,112,ENDLIFE_REG,1359846,22603462,16,0,30416,4.849060,complete
rexxcps-opaque-heavy-retained,3,5,94,NULL_REG,1343104,22932115,17,0,25334,4.919565,complete
rexxcps-opaque-heavy-retained,4,7,112,ICOPY_REG_REG,1122083,18901785,16,0,21041,4.054949,complete
rexxcps-opaque-heavy-retained,5,8,94,IEQ_REG_REG_INT,908904,15591426,17,0,17750,3.344787,complete
rexxcps-opaque-heavy-retained,6,9,82,SCOPY_REG_REG,812072,15082578,18,0,18542,3.235625,complete
rexxcps-opaque-heavy-retained,7,10,125,BR_ID,798417,12587954,15,0,38417,2.700460,complete
rexxcps-opaque-heavy-retained,8,11,112,BRT_ID_REG,740015,11987272,16,0,18708,2.571597,complete
rexxcps-opaque-heavy-retained,9,13,112,LOAD_REG_INT,652467,10871237,16,0,12250,2.332177,complete
rexxcps-opaque-heavy-retained,10,14,94,IADD_REG_REG_INT,575290,9875250,17,0,10375,2.118511,complete
rexxcps-opaque-heavy-retained,11,12,74,STRCHAR_REG_REG_REG,574681,11798470,20,0,49667,2.531094,complete
rexxcps-opaque-heavy-retained,12,15,94,IGT_REG_REG_REG,510325,8950598,17,0,18208,1.920148,complete
rexxcps-opaque-heavy-retained,13,16,94,UNLINK_REG,497449,8589007,17,0,194541,1.842577,complete
rexxcps-opaque-heavy-retained,14,18,94,IADD_REG_REG_REG,335231,5727595,17,0,139375,1.228726,complete
rexxcps-opaque-heavy-retained,15,19,94,ILT_REG_REG_INT,317925,5714480,17,0,21917,1.225912,complete
rexxcps-opaque-heavy-retained,16,21,112,ISUB_REG_REG_INT,305011,5155906,16,0,14250,1.106083,complete
rexxcps-opaque-heavy-retained,17,20,94,LINKATTR1_REG_REG_INT,304870,5261752,17,0,25667,1.128789,complete
rexxcps-opaque-heavy-retained,18,23,82,LOAD_REG_STRING,277586,5097526,18,0,14208,1.093559,complete
rexxcps-opaque-heavy-retained,19,25,112,IMULT_REG_REG_INT,272223,4536304,16,0,14125,0.973161,complete
rexxcps-opaque-heavy-retained,20,24,94,ILT_REG_REG_REG,268845,4680329,17,0,9875,1.004058,complete
rexxcps-opaque-heavy-retained,21,28,94,IGT_REG_REG_INT,249033,4293789,17,0,9791,0.921135,complete
rexxcps-opaque-heavy-retained,22,26,77,IEQ_REG_REG_REG,232254,4529266,19,0,161041,0.971651,complete
rexxcps-opaque-heavy-retained,23,30,112,STRLEN_REG_REG,217040,3686118,16,0,8833,0.790773,complete
rexxcps-opaque-heavy-retained,24,29,82,LINKATTR1_REG_REG_REG,214792,3903012,18,0,15750,0.837303,complete
