workload,runtime,variant,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness,benchmark_metric,benchmark_unit
rexxcps,rxvm,full,process,warmup,1,8442492000,0,pass,1185626,cREXX clauses per second
rexxcps,rxvm,full,process,recorded,1,8513463000,0,pass,1175795,cREXX clauses per second
