runtime,vm,lifecycle,phase,sequence,elapsed_ns,correctness
crexx,shared,compile-load-first-result,compile,1,83403000,pass
crexx,shared,compile-load-first-result,assemble,1,8547000,pass
crexx,rxvm,compile-load-first-result,load_first_result,1,3467000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,1,2850000,pass
crexx,shared,compile-load-first-result,compile,2,82943000,pass
crexx,shared,compile-load-first-result,assemble,2,8152000,pass
crexx,rxvm,compile-load-first-result,load_first_result,2,3523000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,2,3141000,pass
crexx,shared,compile-load-first-result,compile,3,81875000,pass
crexx,shared,compile-load-first-result,assemble,3,8415000,pass
crexx,rxvm,compile-load-first-result,load_first_result,3,3749000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,3,3402000,pass
crexx,shared,compile-load-first-result,compile,4,81394000,pass
crexx,shared,compile-load-first-result,assemble,4,8049000,pass
crexx,rxvm,compile-load-first-result,load_first_result,4,4347000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,4,3658000,pass
crexx,shared,compile-load-first-result,compile,5,82148000,pass
crexx,shared,compile-load-first-result,assemble,5,7936000,pass
crexx,rxvm,compile-load-first-result,load_first_result,5,3641000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,5,4097000,pass
crexx,shared,compile-load-first-result,compile,6,82994000,pass
crexx,shared,compile-load-first-result,assemble,6,7892000,pass
crexx,rxvm,compile-load-first-result,load_first_result,6,3615000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,6,3624000,pass
crexx,shared,compile-load-first-result,compile,7,82019000,pass
crexx,shared,compile-load-first-result,assemble,7,7598000,pass
crexx,rxvm,compile-load-first-result,load_first_result,7,4073000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,7,3445000,pass
crexx,shared,compile-load-first-result,compile,8,82801000,pass
crexx,shared,compile-load-first-result,assemble,8,8260000,pass
crexx,rxvm,compile-load-first-result,load_first_result,8,3844000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,8,3682000,pass
crexx,shared,compile-load-first-result,compile,9,81704000,pass
crexx,shared,compile-load-first-result,assemble,9,7870000,pass
crexx,rxvm,compile-load-first-result,load_first_result,9,3292000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,9,3672000,pass
crexx,shared,compile-load-first-result,compile,10,81947000,pass
crexx,shared,compile-load-first-result,assemble,10,7872000,pass
crexx,rxvm,compile-load-first-result,load_first_result,10,3302000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,10,3153000,pass
