runtime,vm,phase,n,min_ns,q1_ns,median_ns,q3_ns,max_ns,mad_ns,relative_mad_percent,span_percent,rerun_recommended
crexx,shared,compile,10,81394000.000000,81893000.000000,82083500.000000,82907500.000000,83403000.000000,534500.000000,0.651166,2.447508,no
crexx,shared,assemble,10,7598000.000000,7877000.000000,7992500.000000,8233000.000000,8547000.000000,141000.000000,1.764154,11.873632,yes
crexx,rxvm,load_first_result,10,3292000.000000,3481000.000000,3628000.000000,3820250.000000,4347000.000000,188500.000000,5.195700,29.079383,yes
crexx,rxbvm,load_first_result,10,2850000.000000,3215250.000000,3534500.000000,3668500.000000,4097000.000000,142500.000000,4.031688,35.280804,yes
