pair,baseline_entry,candidate_entry,baseline_mode,candidate_mode,baseline_median_ns,candidate_median_ns,delta_ns,delta_percent
rexxcps-current,rexxcps-noopt,rexxcps-opt,noopt,opt,2788048000,1730057000,-1057991000,-37.947
