runtime,vm,phase,n,min_ns,q1_ns,median_ns,q3_ns,max_ns,mad_ns,relative_mad_percent,span_percent,rerun_recommended
crexx,shared,compile,20,73678000.000000,75022000.000000,75906500.000000,77148000.000000,91895000.000000,1109000.000000,1.461008,23.999262,yes
crexx,shared,assemble,20,6567000.000000,6611750.000000,6652000.000000,6837500.000000,25801000.000000,59500.000000,0.894468,289.146121,yes
crexx,rxvm,load_first_result,20,2665000.000000,2737250.000000,2778500.000000,2822750.000000,6138000.000000,42000.000000,1.511607,124.995501,yes
crexx,rxbvm,load_first_result,20,2528000.000000,2613250.000000,2657500.000000,2746500.000000,3770000.000000,80500.000000,3.029163,46.735654,yes
oorexx,oorexx,translate,20,3646000.000000,3796000.000000,4113500.000000,4468500.000000,16280000.000000,318500.000000,7.742798,307.135043,yes
oorexx,oorexx,load_first_result,20,7444000.000000,7625000.000000,8623500.000000,9248250.000000,43971000.000000,836500.000000,9.700238,423.575115,yes
netrexx,netrexx,compile,20,399045000.000000,413842000.000000,420228500.000000,456877250.000000,495613000.000000,20546500.000000,4.889364,22.979879,yes
netrexx,netrexx,load_first_result,20,27915000.000000,28198250.000000,28388500.000000,28595750.000000,30983000.000000,200500.000000,0.706272,10.807193,yes
