workload,vm,metric,pairs,before_median,after_median,min_percent,q1_percent,median_percent,q3_percent,max_percent,mean_percent,mean_95_ci_low_percent,mean_95_ci_high_percent,interval_result,favorable,total
Sieve-work500,rxbvm,elapsed_ns,12,142325500.000000,143263000.000000,-3.482580,-0.379066,0.458615,1.952395,15.779794,2.274790,-1.310527,5.860108,noisy_inconclusive,4,12
