workload,vm,metric,pairs,control_median,candidate_median,min_percent,q1_percent,median_percent,q3_percent,max_percent,mean_percent,mean_95_ci_low_percent,mean_95_ci_high_percent,interval_result,favorable,total,guard_hit
Sieve,rxtvm,elapsed_ns,12,1085601000.000000,1081081500.000000,-2.988085,-1.443769,-0.497813,-0.003111,1.610168,-0.624259,-1.461359,0.212842,noisy_inconclusive,9,12,no
Sieve,rxbvm,elapsed_ns,12,1096848000.000000,1082385500.000000,-6.398151,-1.576257,-0.634152,-0.004345,0.945921,-1.396957,-2.956203,0.162288,noisy_inconclusive,9,12,no
RexxCPS,rxtvm,benchmark_rate,12,43880631.000000,43967306.500000,-2.216494,-0.341387,0.054926,1.190745,2.517368,0.282057,-0.577981,1.142095,noisy_inconclusive,8,12,no
RexxCPS,rxbvm,benchmark_rate,12,44003026.500000,44218838.000000,-2.695896,-0.182211,0.544535,0.852413,3.078273,0.409631,-0.525878,1.345139,noisy_inconclusive,8,12,no
