benchmark,vm,mode,runs,min_ns,median_ns,mean_ns,max_ns,platform,crexx_version,vm_role,result_role
awfy-json,rxvm,opt,5,96693000,97783000,97880800,99269000,os=macos,macOS 64 crexx-1.0.0-beta.3+local.g110e298af8ea.dirty 20260817,product,process-smoke
