phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,138753.387533875328,7380
recorded,1,5,rxbvml,channel-throughput,accepted,3029.263155403567,84509
recorded,1,6,rxbvml,channel-latency,candidate,98975.449449062435,10346
recorded,1,6,rxbvml,channel-throughput,candidate,3177.164132795532,80575
recorded,1,7,rxtvml,channel-latency,accepted,137875.319779184065,7427
recorded,1,7,rxtvml,channel-throughput,accepted,2761.775303687401,92694
recorded,1,8,rxtvml,channel-latency,candidate,99330.681928412072,10309
recorded,1,8,rxtvml,channel-throughput,candidate,2762.252098664192,92678
recorded,2,9,rxtvml,channel-latency,candidate,98348.059930849020,10412
recorded,2,9,rxtvml,channel-throughput,candidate,2749.583803232909,93105
recorded,2,10,rxtvml,channel-latency,accepted,136442.371752165229,7505
recorded,2,10,rxtvml,channel-throughput,accepted,2757.224250648917,92847
recorded,2,11,rxbvml,channel-latency,candidate,104746.317512274953,9776
recorded,2,11,rxbvml,channel-throughput,candidate,3239.809154991964,79017
recorded,2,12,rxbvml,channel-latency,accepted,134418.482541349425,7618
recorded,2,12,rxbvml,channel-throughput,accepted,3156.947133467339,81091
recorded,3,13,rxbvml,channel-latency,accepted,135809.018567639258,7540
recorded,3,13,rxbvml,channel-throughput,accepted,3172.321494956504,80698
recorded,3,14,rxbvml,channel-latency,candidate,96914.631837970854,10566
recorded,3,14,rxbvml,channel-throughput,candidate,3128.016519837246,81841
recorded,3,15,rxtvml,channel-latency,accepted,135827.032762965915,7539
recorded,3,15,rxtvml,channel-throughput,accepted,2714.970517117041,94292
recorded,3,16,rxtvml,channel-latency,candidate,106700.010419922895,9597
recorded,3,16,rxtvml,channel-throughput,candidate,2772.693303295823,92329
recorded,4,17,rxtvml,channel-latency,candidate,104022.754977651362,9844
recorded,4,17,rxtvml,channel-throughput,candidate,2715.258479879511,94282
recorded,4,18,rxtvml,channel-latency,accepted,135647.105576897593,7549
recorded,4,18,rxtvml,channel-throughput,accepted,2741.134144252184,93392
recorded,4,19,rxbvml,channel-latency,candidate,103215.401673218425,9921
recorded,4,19,rxbvml,channel-throughput,candidate,3186.814554779599,80331
recorded,4,20,rxbvml,channel-latency,accepted,135593.220338983054,7552
recorded,4,20,rxbvml,channel-throughput,accepted,3134.374043464953,81675
recorded,5,21,rxbvml,channel-latency,accepted,139852.499317126465,7322
recorded,5,21,rxbvml,channel-throughput,accepted,3095.713162827257,82695
recorded,5,22,rxbvml,channel-latency,candidate,94587.105117310173,10826
recorded,5,22,rxbvml,channel-throughput,candidate,3231.670369622298,79216
recorded,5,23,rxtvml,channel-latency,accepted,136587.968520741619,7497
recorded,5,23,rxtvml,channel-throughput,accepted,2702.246242188819,94736
recorded,5,24,rxtvml,channel-latency,candidate,99698.179339889015,10271
recorded,5,24,rxtvml,channel-throughput,candidate,2643.726828663782,96833
recorded,6,25,rxtvml,channel-latency,candidate,100461.100755420382,10193
recorded,6,25,rxtvml,channel-throughput,candidate,2647.828470361904,96683
recorded,6,26,rxtvml,channel-latency,accepted,138509.400784525904,7393
recorded,6,26,rxtvml,channel-throughput,accepted,2729.938683017862,93775
recorded,6,27,rxbvml,channel-latency,candidate,104202.706828126597,9827
recorded,6,27,rxbvml,channel-throughput,candidate,3214.505455869612,79639
recorded,6,28,rxbvml,channel-latency,accepted,137394.337850529992,7453
recorded,6,28,rxbvml,channel-throughput,accepted,3128.895841990760,81818
recorded,7,29,rxbvml,channel-latency,accepted,140082.079343365243,7310
recorded,7,29,rxbvml,channel-throughput,accepted,3143.804494657988,81430
recorded,7,30,rxbvml,channel-latency,candidate,91575.746735825436,11182
recorded,7,30,rxbvml,channel-throughput,candidate,3178.150217256362,80550
recorded,7,31,rxtvml,channel-latency,accepted,139262.885896912834,7353
recorded,7,31,rxtvml,channel-throughput,accepted,2670.589094399065,95859
recorded,7,32,rxtvml,channel-latency,candidate,101819.628119717614,10057
recorded,7,32,rxtvml,channel-throughput,candidate,2695.247520582847,94982
recorded,8,33,rxtvml,channel-latency,candidate,95826.314804416994,10686
recorded,8,33,rxtvml,channel-throughput,candidate,2677.180176317413,95623
recorded,8,34,rxtvml,channel-latency,accepted,134242.265338227589,7628
recorded,8,34,rxtvml,channel-throughput,accepted,2679.281617616276,95548
recorded,8,35,rxbvml,channel-latency,candidate,104521.792385424109,9797
recorded,8,35,rxbvml,channel-throughput,candidate,3075.296718081784,83244
recorded,8,36,rxbvml,channel-latency,accepted,133961.276818419661,7644
recorded,8,36,rxbvml,channel-throughput,accepted,2734.370827681232,93623
recorded,9,37,rxbvml,channel-latency,accepted,91151.860423713733,11234
recorded,9,37,rxbvml,channel-throughput,accepted,2646.596642130510,96728
recorded,9,38,rxbvml,channel-latency,candidate,104054.466009551878,9841
recorded,9,38,rxbvml,channel-throughput,candidate,2731.803096754917,93711
recorded,9,39,rxtvml,channel-latency,accepted,127126.008690254501,8055
recorded,9,39,rxtvml,channel-throughput,accepted,2668.640348591146,95929
recorded,9,40,rxtvml,channel-latency,candidate,103288.279201129713,9914
recorded,9,40,rxtvml,channel-throughput,candidate,2677.936315327001,95596
recorded,10,41,rxtvml,channel-latency,candidate,94893.893059030670,10791
recorded,10,41,rxtvml,channel-throughput,candidate,2682.622682832263,95429
recorded,10,42,rxtvml,channel-latency,accepted,139187.168682887044,7357
recorded,10,42,rxtvml,channel-throughput,accepted,2680.544066678533,95503
recorded,10,43,rxbvml,channel-latency,candidate,104553.808454155602,9794
recorded,10,43,rxbvml,channel-throughput,candidate,3158.661023850359,81047
recorded,10,44,rxbvml,channel-latency,accepted,137819.650067294744,7430
recorded,10,44,rxbvml,channel-throughput,accepted,3118.908382066277,82080
recorded,11,45,rxbvml,channel-latency,accepted,128659.379319009924,7959
recorded,11,45,rxbvml,channel-throughput,accepted,3050.597011368241,83918
recorded,11,46,rxbvml,channel-latency,candidate,95424.471158326342,10731
recorded,11,46,rxbvml,channel-throughput,candidate,3120.429058995612,82040
recorded,11,47,rxtvml,channel-latency,accepted,135038.902808914689,7583
recorded,11,47,rxtvml,channel-throughput,accepted,2673.042987960865,95771
recorded,11,48,rxtvml,channel-latency,candidate,93953.573722359855,10899
recorded,11,48,rxtvml,channel-throughput,candidate,2676.984209975949,95630
recorded,12,49,rxtvml,channel-latency,candidate,94525.985414935843,10833
recorded,12,49,rxtvml,channel-throughput,candidate,2702.388869535844,94731
recorded,12,50,rxtvml,channel-latency,accepted,134772.308502237429,7598
recorded,12,50,rxtvml,channel-throughput,accepted,2691.110924228408,95128
recorded,12,51,rxbvml,channel-latency,candidate,102032.682343563167,10036
recorded,12,51,rxbvml,channel-throughput,candidate,3128.513467272816,81828
recorded,12,52,rxbvml,channel-latency,accepted,136624.416277518350,7495
recorded,12,52,rxbvml,channel-throughput,accepted,3080.440406714397,83105
