rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1945400,3,1,5,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | COPY_REG_REG(r4,r2)","r1=R1;r2=R12;r3=R10;c1=int:1;r4=R3","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",569
2,1945400,3,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r4,c1)","r1=R12;r2=R9;c1=int:1;r3=R1;r4=R10","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",565
3,1945400,3,1,4,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R12;r2=R10;c1=int:1;r3=R3","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",572
4,1945400,3,1,4,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKREF_REG_REG(r3,r4)","r1=R9;r2=R1;r3=R10;r4=R3","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",555
5,1875200,1,1,5,candidate,"BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r2,r3) | BTOI_REG(r2) | IEQ_REG_REG_INT(r2,r2,c2)","c1=label@585;r1=R11;r2=R12;r3=R1;c2=int:0","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",538
6,1875200,2,1,6,candidate,"LINKREF_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | COPY_REG_REG(r5,r3) | UNLINK_REG(r3)","r1=R10;r2=R3;r3=R12;r4=R9;c1=int:1;r5=R1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",562
7,1875200,1,1,5,candidate,"REFVALID_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r3,r4) | BTOI_REG(r3)","r1=R11;r2=R3;c1=label@585;r3=R12;r4=R1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",535
8,1875200,1,1,4,candidate,"REFVALID_REG_REG(r1,r2) | BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R12;r2=R1;c1=int:0;c2=label@555","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",541
9,1875200,2,1,6,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | COPY_REG_REG(r5,r3)","r1=R10;r2=R3;r3=R12;r4=R9;c1=int:1;r5=R1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",560
10,1805000,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1) | BR_ID(c2)","r1=R12;r2=R10;c1=int:1;r3=R3;c2=label@535","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",574
11,1805000,1,1,6,candidate,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKREF_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r1,c1)","r1=R9;r2=R1;r3=R10;r4=R3;r5=R12;c1=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",557
12,280900,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG(r2,r3) | COPY_REG_REG(r2,r4)","r1=R14;c1=int:18;c2=int:1;r2=R1;r3=R3;r4=R15","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",520
13,280900,1,1,9,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | NULLN_REG_REG(r6,r7)","r1=R35;c1=int:18;c2=int:1;r2=R21;r3=R22;r4=R23;r5=R6;r6=R11;r7=R16","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",594
14,280900,1,1,6,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | REFVALID_REG_REG(r5,r3) | BRF_ID_REG(c1,r5)","r1=R1;r2=R15;r3=R3;r4=R16;r5=R11;c1=label@585","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",529
15,280900,1,1,6,candidate,"COPY_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r1) | BRF_ID_REG(c1,r3) | REFVALID_REG_REG(r4,r5)","r1=R3;r2=R16;r3=R11;c1=label@585;r4=R12;r5=R1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",532
16,280900,1,1,5,candidate,"NULLN_REG_REG(r1,r2) | COPY_REG_REG(r1,r3) | COPY_REG_REG(r2,r4) | REFVALID_REG_REG(r5,r2)","r1=R1;r2=R3;r3=R15;r4=R16;r5=R11","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",526
17,280900,1,1,6,candidate,"NULLN_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1) | SETTP_REG_INT(r5,c1)","r1=R11;r2=R16;r3=R35;c1=int:256;r4=R37;r5=R36","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",605
18,280900,1,1,9,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG(r5,r6) | SETTP_REG_INT(r7,c1) | SETTP_REG_INT(r8,c1)","r1=R21;r2=R22;r3=R23;r4=R6;r5=R11;r6=R16;r7=R35;c1=int:256;r8=R37","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",600
19,280900,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG(r1,r2) | COPY_REG_REG(r1,r3) | COPY_REG_REG(r2,r4)","c1=int:18;c2=int:1;r1=R1;r2=R3;r3=R15;r4=R16","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",522
20,280900,1,1,10,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG(r5,r6) | SETTP_REG_INT(r7,c3)","c1=int:18;c2=int:1;r1=R21;r2=R22;r3=R23;r4=R6;r5=R11;r6=R16;r7=R35;c3=int:256","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",596
21,280900,1,1,6,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | CALL3_REG_FUNC_REG_REG_REG(r4,c2,r1,r2,r3)","r1=R35;c1=int:256;r2=R37;r3=R36;r4=R7;c2=func@31432","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",608
22,280900,5,1,7,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c2,r5,r1,r2,r3)","r1=R2;c1=int:256;r2=R3;r3=R4;r4=R8;c2=func@23568;r5=R18","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",416
23,280900,5,1,5,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1)","r1=R18;c1=int:256;r2=R2;r3=R3;r4=R4","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",413
24,210700,1,1,3,candidate,"UNLINKN_REG_REG(r1,r2) | ENDLIFE_REG(r2) | ENDLIFE_REG(r1) | RET_INT(c1)","r1=R10;r2=R9;c1=int:0","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",585
25,70200,1,1,5,candidate,"BRF_ID_REG(c1,r1) | UNLINK_REG(r2) | LINKREF_REG_REG(r2,r3) | UNLINK_REG(r4)","c1=label@746;r1=R7;r2=R28;r3=R36;r4=R27","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",623
26,70200,1,1,4,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | RET_INT(c3)","r1=R12;c1=int:0;c2=label@555;c3=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",544
27,70200,1,1,5,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1)","r1=R16;r2=R25;r3=R35;c1=int:256;r4=R6","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",663
28,70200,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1) | SETTP_REG_INT(r4,c2)","r1=R25;r2=R26;c1=int:1;r3=R16;r4=R35;c2=int:256","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",659
29,70200,1,1,7,candidate,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKREF_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r6,c1)","r1=R27;r2=R37;r3=R26;r4=R38;r5=R25;r6=R28;c1=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",633
30,70200,1,1,5,candidate,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKREF_REG_REG(r3,r4) | UNLINK_REG(r5)","r1=R28;r2=R36;r3=R27;r4=R37;r5=R26","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",628
31,70200,1,1,5,candidate,"UNLINK_REG(r1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1)","r1=R25;r2=R35;c1=int:256;r3=R6;r4=R37","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",666
32,6200,2,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r1,r3,c3) | UNLINK_REG(r3)","r1=R4;r2=R11;c1=int:2;r3=R6;c2=int:1;r4=R5;c3=int:0","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",272
33,3400,1,1,8,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG(r2,r3) | IEQ_REG_REG_INT(r4,r5,c3)","r1=R20;c1=int:18;c2=int:1;r2=R8;r3=R9;r4=R11;r5=R21;c3=int:0","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",446
34,3400,1,1,8,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r4,c3) | BRF_ID_REG(c4,r3)","c1=int:18;c2=int:1;r1=R8;r2=R9;r3=R11;r4=R21;c3=int:0;c4=label@466","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",448
35,3100,1,1,5,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c2) | IADD_REG_REG_INT(r3,r2,c2)","r1=R11;c1=int:18;c2=int:1;r2=R5;r3=R6","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",252
36,3100,1,1,7,candidate,"COPY_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | LINKATTR1_REG_REG_INT(r2,r5,c2)","r1=R5;r2=R9;r3=R4;r4=R7;r5=R11;c1=int:2;c2=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",291
37,3100,1,1,6,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c1,r1) | LINKATTR1_REG_REG_INT(r4,r3,c2)","r1=R6;r2=R5;c1=int:1;r3=R11;r4=R4;c2=int:2","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",262
38,3100,1,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r3,r2,c3)","r1=R11;c1=int:1;r2=R6;r3=R4;c2=int:2;r4=R5;c3=int:0","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",268
39,3100,1,1,8,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c2) | CALL3_REG_FUNC_REG_REG_REG(r5,c3,r3,r1,r4)","r1=R16;r2=R21;c1=int:1;r3=R20;c2=int:256;r4=R22;r5=R9;c3=func@21608","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas",466
