APPENDCHAR_REG_REG,12
APPEND_REG_REG,280008
ASSERTINITIALIZED_REG,16
BCF_ID_REG,600200
BCTP_ID_REG,280332
BEQ_ID_REG_INT,1951
BGE_ID_REG_INT,635
BGE_ID_REG_REG,1
BLE_ID_REG_INT,204
BLE_ID_REG_REG,2
BLT_ID_REG_INT,2
BNE_ID_REG_INT,734
BNE_ID_REG_REG,6
BPOFF,300
BRF_ID_REG,5083674
BRTF_ID_ID_REG,1228
BRTPANDT_ID_REG_INT,1262
BRT_ID_REG,1144162
BR_ID,1965229
BTOI_REG,3002
CALL1_REG_FUNC_REG,200
CALL2_REG_FUNC_REG_REG,16
CALL4_REG_FUNC_REG_REG_REG_REG,280000
CALL_REG_FUNC,300
CALL_REG_FUNC_REG,604
CONCAT_REG_REG_REG,280002
CONCAT_REG_REG_STRING,1680002
CONCAT_REG_STRING_REG,2520002
COPY_REG_REG,850
DADD_REG_REG_DECIMAL,560000
DADD_REG_REG_REG,560000
DCOPY_REG_REG,2220000
DEQ_REG_REG_DECIMAL,560000
DGT_REG_REG_REG,1400000
DLT_REG_REG_DECIMAL,560000
DMULT_REG_REG_DECIMAL,540000
DTOS_REG,2220000
ENDLIFE_REG,16
FADD_REG_REG_REG,200
FCOPY_REG_REG,403
FDIV_REG_FLOAT_REG,1
FDIV_REG_REG_FLOAT,402
FDIV_REG_REG_REG,1
FGT_REG_REG_FLOAT,1
FNDBLNK_REG_REG_REG,1
FNDNBLNK_REG_REG_REG,433
FSUB_REG_REG_REG,1
FTOS_REG,402
GETANDTP_REG_REG_INT,224
GETATTRS_REG_REG_INT,3
IADD_REG_REG_INT,237
IADD_REG_REG_REG,8
ICOPY_REG_REG,3874
IEQ_REG_REG_INT,5183
IEQ_REG_REG_REG,852
IGETUNLINK_REG_REG,17
IGTE_REG_REG_INT,7
IGT_REG_REG_INT,410
IGT_REG_REG_REG,303561
ILT_REG_INT_REG,560000
ILT_REG_REG_INT,4245
ILT_REG_REG_REG,839
INE_REG_REG_INT,4185
ISETATTR1_REG_INT_REG,734
ISUB_REG_INT_REG,420
ISUB_REG_REG_INT,560208
ISUB_REG_REG_REG,624
ITOF_REG,400
ITOF_REG_REG,1
ITOS_REG,280006
LINKATTR1_REG_REG_INT,489
LOADSETTP2_REG_INT_REG_INT,2
LOADSETTPSWAP_REG_INT_REG_INT_REG,418
LOAD_REG_DECIMAL,840000
LOAD_REG_FLOAT,406
LOAD_REG_INT,891747
LOAD_REG_STRING,4228621
MINLINKATTR1_REG_REG_INT,3
MINLINKATTR1_REG_REG_REG_INT,136
MTIME_REG,400
NOT_REG_REG,233
NULLN_REG_REG_REG,283204
NULLN_REG_REG_REG_REG,1680850
NULL_REG,251
NUMSCI_INT_INT_INT,281738
PARSEPOS2_REG_REG_REG_INT,280000
PARSEWORDS3D_REG_REG_REG_REG,280000
PARSEWORDS3_REG_REG_REG_REG,1400000
POSCHAR_REG_REG_REG,9
REQ_REG_REG_REG,280319
REQ_REG_REG_STRING,1689364
RET,280416
RET_INT,903
RET_REG,1523
RET_STRING,100
RNE_REG_REG_STRING,560001
RXVERS_REG,1
SAY_REG,6
SAY_STRING,4
SCONCAT_REG_REG_REG,1
SCONCAT_REG_REG_STRING,12
SCONCAT_REG_STRING_REG,4
SCOPY_REG_REG,8946184
SEQ_REG_REG_STRING,302012
SETATTRS_REG_INT,3
SETNUMCAS_INT,2
SETNUMFUZ_INT,4
SETNUMSTD_INT,4
SETOBJTYPE_REG_STRING,3
SETSTRPOS_REG_REG,644
SETTPCALL_REG_FUNC_REG_REG_INT,1019
SETTP_REG_INT,1121292
STEMGET_REG_REG_REG,2500000
STEMRESET_REG_REG,280000
STEMSET_REG_REG_REG,1380000
STOD_REG,1660000
STOF_REG,200
STOI_REG,1
STRCHAR_REG_REG_REG,435
STRLEN_REG_REG,568108
STRLOWER_REG_REG,16
STRPOS_REG_REG_REG,3200
STRUPPER_REG_REG,816
SUBSTRING_REG_REG_REG,644
SWAPCALL_REG_FUNC_REG_REG_REG,802
SWAPN_REG_REG_REG_REG_REG_REG,2
SWAPN_REG_REG_REG_REG_REG_REG_REG_REG,6
SWAPSETTP_REG_REG_REG_INT,2
SWAP_REG_REG,1220
UNLINKN_REG_REG,16
UNLINK_REG,579
