APPEND,2
APPENDCHAR,8
BCF,3
BPOFF,3
BPON,1
BR,135
BRF,120
BRT,14
BRTPANDT,1
CALL,18
CALL1,3
CALL4,1
CONCAT,117
CONCCHAR,16
COPY,12
DADD,2
DCOPY,5
DEQ,1
DGT,2
DLT,1
DMULT,2
DTOS,5
ENDLIFE,96
FADD,2
FCOPY,1
FDIV,5
FEQ,1
FGT,1
FSUB,1
FTOS,1
GETATTRS,3
IADD,1
ICOPY,4
IDIV,8
IEQ,59
IGETUNLINK,12
IGT,13
IGTE,1
ILT,15
IMOD,8
IMULT,2
INC,12
INE,16
ISUB,13
ITOF,1
ITOS,24
JUMPR,1
LINKATTR1,11
LOAD,175
METALINKPREG,3
MINLINKATTR1,3
NULL,71
NUMSCI,5
PADSTR,2
PARSEPOS2,1
PARSEWORDS3,5
PARSEWORDS3D,1
REQ,13
RET,14
RNE,8
SAY,22
SCONCAT,18
SCOPY,59
SEQ,3
SETOBJUNINIT,1
SETSTRPOS,2
SETTP,15
SETTPCALL,34
SETTPSWAPCALL,5
SIGCALL,1
SIGNAL,4
STEMGET,7
STEMRESET,1
STEMSET,4
STOD,4
STOF,2
STOI,2
STRCHAR,10
STRLEN,13
SUBSTRING,2
SWAP,21
SWAPCALL,5
UNLINK,5
