APPENDCHAR_REG_REG,10
APPEND_REG_REG,3
ASSERTINITIALIZED_REG,16
BCF_ID_REG,600200
BCTP_ID_REG,131
BEQ_ID_REG_INT,841952
BGE_ID_REG_INT,2240636
BGE_ID_REG_REG,1400002
BLE_ID_REG_INT,840203
BLE_ID_REG_REG,2
BLT_ID_REG_INT,2
BNE_ID_REG_INT,1400735
BNE_ID_REG_REG,560007
BPOFF,300
BRF_ID_REG,12363670
BRTF_ID_ID_REG,1681228
BRTPANDT_ID_REG_INT,3081264
BRT_ID_REG,1144161
BR_ID,3665430
BTOI_REG,3002
CALL1_REG_FUNC_REG,200
CALL2_REG_FUNC_REG_REG,16
CALL4_REG_FUNC_REG_REG_REG_REG,280000
CALL_REG_FUNC,300
CALL_REG_FUNC_REG,560604
CNOP,560000
CONCAT_REG_REG_REG,4720009
CONCAT_REG_REG_STRING,4720000
CONCAT_REG_STRING_REG,560002
COPY_REG_REG,850
DADD_REG_REG_REG,1400000
DCOPY_REG_REG,2780000
DEQ_REG_REG_REG,560000
DGT_REG_REG_REG,1400000
DLT_REG_REG_DECIMAL,840000
DLT_REG_REG_REG,560000
DMULT_REG_REG_REG,540000
DTOS_REG,2500000
ENDLIFE_REG,20016
FADD_REG_REG_REG,200
FCOPY_REG_REG,403
FDIV_REG_FLOAT_REG,1
FDIV_REG_REG_FLOAT,400
FDIV_REG_REG_REG,3
FGT_REG_REG_FLOAT,1
FNDBLNK_REG_REG_REG,560001
FNDNBLNK_REG_REG_REG,560433
FSUB_REG_REG_REG,1
FTOS_REG,402
GETANDTP_REG_REG_INT,840224
GETATTRS_REG_REG_INT,3
IADD_REG_REG_INT,560236
IADD_REG_REG_REG,8
ICOPY_REG_REG,843874
IEQ_REG_REG_INT,845183
IEQ_REG_REG_REG,560852
IGETUNLINK_REG_REG,17
IGTE_REG_REG_INT,6
IGT_REG_REG_INT,840409
IGT_REG_REG_REG,303560
ILT_REG_INT_REG,560000
ILT_REG_REG_INT,1964244
ILT_REG_REG_REG,839
INC_REG,280200
INE_REG_REG_INT,4184
ISETATTR1_REG_INT_REG,734
ISUB_REG_INT_REG,420
ISUB_REG_REG_INT,1400206
ISUB_REG_REG_REG,2240623
ITOF_REG,400
ITOF_REG_REG,3
ITOS_REG,6640009
LINKATTR1_REG_REG_INT,489
LOADSETTPSWAP_REG_INT_REG_INT_REG,418
LOAD_REG_FLOAT,406
LOAD_REG_INT,15091851
LOAD_REG_STRING,5108531
MINLINKATTR1_REG_REG_INT,3
MINLINKATTR1_REG_REG_REG_INT,136
MTIME_REG,400
NOT_REG_REG,840232
NULLN_REG_REG_REG,843203
NULLN_REG_REG_REG_REG,850
NULL_REG,12040253
NUMSCI_INT_INT_INT,3361739
PARSEPOS2_REG_REG_REG_INT,280000
PARSEWORDS3D_REG_REG_REG_REG,280000
PARSEWORDS3_REG_REG_REG_REG,1400000
POSCHAR_REG_REG_REG,9
REQ_REG_REG_REG,560319
REQ_REG_REG_STRING,2529365
RET,280416
RET_INT,903
RET_REG,3081524
RET_STRING,100
RNE_REG_REG_STRING,560001
RXVERS_REG,1
SAY_REG,7
SAY_STRING,3
SCONCAT_REG_REG_REG,2
SCONCAT_REG_REG_STRING,280012
SCONCAT_REG_STRING_REG,5
SCOPY_REG_REG,9786188
SEQ_REG_REG_STRING,302012
SETATTRS_REG_INT,3
SETNUMCAS_INT,2
SETNUMFUZ_INT,4
SETNUMSTD_INT,4
SETOBJTYPE_REG_STRING,3
SETSTRPOS_REG_REG,1400644
SETTPCALL_REG_FUNC_REG_REG_INT,2520920
SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG,100
SETTP_REG_INT,4201298
STEMGET_REG_REG_REG,2500000
STEMRESET_REG_REG,280000
STEMSET_REG_REG_REG,1380000
STOD_REG,1660006
STOF_REG,200
STOI_REG,1
STRCHAR_REG_REG_REG,433
STRLEN_REG_REG,2808108
STRLOWER_REG_REG,16
STRPOS_REG_REG_REG,3200
STRUPPER_REG_REG,1120816
SUBSTRING_REG_REG_REG,1400644
SWAPCALL_REG_FUNC_REG_REG_REG,802
SWAPN_REG_REG_REG_REG_REG_REG,2
SWAPN_REG_REG_REG_REG_REG_REG_REG_REG,6
SWAP_REG_REG,1961326
UNLINKN_REG_REG,16
UNLINK_REG,579
