cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-l0-rxvm,Sieve,crexx,rxvm,L0-current,A,no,no,5500,elapsed_ns,12,1069629000.000000,1072485000.000000,1074341500.000000,1079602250.000000,1096045000.000000,3686500.000000,0.343140,2.458808,no
sieve-noflatten-rxvm,Sieve,crexx,rxvm,L3-noflatten,A,no,no,5500,elapsed_ns,12,1085724000.000000,1089803500.000000,1094263500.000000,1096780500.000000,1098484000.000000,3845000.000000,0.351378,1.166081,no
sieve-l0-rxbvm,Sieve,crexx,rxbvm,L0-current,A,no,no,5500,elapsed_ns,12,1397849000.000000,1405697000.000000,1413531500.000000,1428297250.000000,1444962000.000000,12598000.000000,0.891243,3.333000,no
sieve-noflatten-rxbvm,Sieve,crexx,rxbvm,L3-noflatten,A,no,no,5500,elapsed_ns,12,1453684000.000000,1465091750.000000,1466908500.000000,1475464000.000000,1504468000.000000,6181000.000000,0.421362,3.461975,no
base64-l0-rxvm,Base64,crexx,rxvm,L0-current,A,no,no,2500,elapsed_ns,12,1347346000.000000,1452407250.000000,1492135500.000000,1559157500.000000,2130673000.000000,56192000.000000,3.765878,52.497042,yes
base64-noflatten-rxvm,Base64,crexx,rxvm,L3-noflatten,A,no,no,2500,elapsed_ns,12,1405551000.000000,1537607500.000000,1607149500.000000,1687195750.000000,1801981000.000000,80909500.000000,5.034348,24.666654,yes
base64-l0-rxbvm,Base64,crexx,rxbvm,L0-current,A,no,no,2500,elapsed_ns,12,1477380000.000000,1506574250.000000,1574004000.000000,1743888000.000000,1788171000.000000,92490500.000000,5.876129,19.745248,yes
base64-noflatten-rxbvm,Base64,crexx,rxbvm,L3-noflatten,A,no,no,2500,elapsed_ns,12,1366432000.000000,1436910000.000000,1532635500.000000,1682793250.000000,1801894000.000000,115798500.000000,7.555515,28.412626,yes
richards-l0-rxvm,Richards,crexx,rxvm,L0-current,A,no,no,20,elapsed_ns,12,3106921000.000000,3117022500.000000,3129739500.000000,3153551500.000000,3168808000.000000,18815000.000000,0.601168,1.977385,no
richards-noflatten-rxvm,Richards,crexx,rxvm,L3-noflatten,A,no,no,20,elapsed_ns,12,3105900000.000000,3115455000.000000,3136807000.000000,3148734750.000000,3189360000.000000,18129000.000000,0.577944,2.660667,no
richards-l0-rxbvm,Richards,crexx,rxbvm,L0-current,A,no,no,20,elapsed_ns,12,3192176000.000000,3206317250.000000,3212432500.000000,3222634000.000000,3259209000.000000,9499500.000000,0.295710,2.086674,no
richards-noflatten-rxbvm,Richards,crexx,rxbvm,L3-noflatten,A,no,no,20,elapsed_ns,12,3176619000.000000,3185574250.000000,3193534000.000000,3227217000.000000,3250782000.000000,12390500.000000,0.387987,2.322286,no
towers-l0-rxvm,Towers,crexx,rxvm,L0-current,A,no,no,100,elapsed_ns,12,2822881000.000000,2837602000.000000,2855589000.000000,2897293250.000000,2906791000.000000,25937500.000000,0.908306,2.938448,no
towers-noflatten-rxvm,Towers,crexx,rxvm,L3-noflatten,A,no,no,100,elapsed_ns,12,2819798000.000000,2829340500.000000,2840579500.000000,2877707750.000000,3058338000.000000,18717000.000000,0.658915,8.397582,no
towers-l0-rxbvm,Towers,crexx,rxbvm,L0-current,A,no,no,100,elapsed_ns,12,2886063000.000000,2893564000.000000,2901875500.000000,2952882500.000000,2972309000.000000,14724000.000000,0.507396,2.972078,no
towers-noflatten-rxbvm,Towers,crexx,rxbvm,L3-noflatten,A,no,no,100,elapsed_ns,12,2891735000.000000,2907644000.000000,2920247000.000000,2962477000.000000,3055537000.000000,24070000.000000,0.824245,5.609183,no
rexxcps-l0-rxvm,RexxCPS,crexx,rxvm,L0-current,A,no,no,1000-clauses,benchmark_rate,12,37614242.000000,37820659.500000,38134312.500000,38357733.000000,38600128.000000,253711.500000,0.665310,2.585299,no
rexxcps-noflatten-rxvm,RexxCPS,crexx,rxvm,L3-noflatten,A,no,no,1000-clauses,benchmark_rate,12,33754762.000000,37837622.500000,38333802.500000,38622434.000000,39134310.000000,354232.500000,0.924073,14.033432,yes
rexxcps-l0-rxbvm,RexxCPS,crexx,rxbvm,L0-current,A,no,no,1000-clauses,benchmark_rate,12,35623890.000000,35999608.500000,36148185.000000,36847701.250000,37121420.000000,262442.500000,0.726018,4.142753,no
rexxcps-noflatten-rxbvm,RexxCPS,crexx,rxbvm,L3-noflatten,A,no,no,1000-clauses,benchmark_rate,12,35882936.000000,36173841.750000,36452171.500000,36819864.000000,37441439.000000,328961.500000,0.902447,4.275474,no
