role,runtime,workload,form,path,size_bytes,sha256
product,crexx,toolchain,compiler,/private/tmp/crexx-perf3-01.jetu7C/build-release/bin/rxc,2819424,b00a0b25be7aa4b58d9c148270f7d5816dd7ddce539300ee9db1351b49df550e
product,crexx,toolchain,assembler,/private/tmp/crexx-perf3-01.jetu7C/build-release/bin/rxas,579944,da63e02e7f4ea82aa7f3cf7f72fae58b67652379985a15dbf8481eb7dcaee422
product,crexx,toolchain,linker,/private/tmp/crexx-perf3-01.jetu7C/build-release/bin/rxlink,145416,b48afd64881cea30553660e58ecb4dd39ccf4420ff8240216eb6cbb8b3dd8ffb
product,crexx,runtime,threaded-executable,/private/tmp/crexx-perf3-01.jetu7C/build-release/bin/rxvm,998840,8330e6c4818b809291f1f9bce88d0aeb0513671a13a713736e5d8cea8fbaf13e
product,crexx,runtime,bytecode-executable,/private/tmp/crexx-perf3-01.jetu7C/build-release/bin/rxbvm,999016,4563326c3f295fc91f49a7c71d1e13f9e66ecd86c243b60afb783745f5ee6931
product,crexx,library,linked-rxbin,/private/tmp/crexx-perf3-01.jetu7C/build-release/bin/library.rxbin,935917,66cc67b42886ead14c79c3740d78cf14e73ac4fba69a88a3814fcb78ff0ca3bb
build,crexx,toolchain,cmake-cache,/private/tmp/crexx-perf3-01.jetu7C/build-release/CMakeCache.txt,41249,fb6a095be0e1225fd628588db7913544475f1e78bbce644042b0f2ceb96f4e84
tool,crexx,PERF3-01,matrix-driver,performance/tools/run_cross_runtime_matrix.crexx,32665,efb194ec8194bfed5c26bd2fd98fb225f219c16a29fd710e9428fd331dc2a06c
tool,crexx,PERF3-01,lifecycle-driver,performance/tools/run_lifecycle.crexx,19517,ca8f3243891a1f6a9f10683a0427b848ef365d4e03e17dd0834ee7f1ff3b4a44
tool,crexx,PERF3-01,artifact-inventory,performance/tools/inventory_performance_artifacts.crexx,8322,a5621d16720af1723ae2d3d3760d702f9bb978a51ae9957bfda1604813052754
benchmark,crexx,Sieve,source,tests/benchmarks/awfy_sieve.crexx,983,395cc773ded763af39cd7ca0813582281e7f1be5768e5207f05e379e1756c18d
benchmark,crexx,Sieve,rxas,/private/tmp/crexx-perf3-01.jetu7C/build-release/tests/benchmarks/benchmark_awfy_sieve_opt.rxas,9774,966809207608512d0fe16771b9086baa36ff4754cee2ea5252fc8881bd498358
benchmark,crexx,Sieve,rxbin,/private/tmp/crexx-perf3-01.jetu7C/build-release/tests/benchmarks/benchmark_awfy_sieve_opt.rxbin,4900,204e4e3bfd0542cc75235cf42e1604f139b13c0e936660fbb74c107e6a81bc5f
benchmark,crexx,Permute,source,tests/benchmarks/awfy_permute.crexx,1313,272178f1429f704f8b90e530b96a4e161acb627872530a277d2c7e6e9daed7e4
benchmark,crexx,Permute,rxas,/private/tmp/crexx-perf3-01.jetu7C/build-release/tests/benchmarks/benchmark_awfy_permute_opt.rxas,29684,cf203b7484dec623bee0e263f6748a6b6a9160832714df245c1097d00779182d
benchmark,crexx,Permute,rxbin,/private/tmp/crexx-perf3-01.jetu7C/build-release/tests/benchmarks/benchmark_awfy_permute_opt.rxbin,11810,714cd35e4c4353d3d5d6beba170c9437b71d398c21c5f78381092b657d1e5ed0
benchmark,crexx,Bounce,source,tests/benchmarks/awfy_bounce.crexx,2230,9d569ff3f2995dfc8408352b5b085bc0e91e828d05c99684802677c5105284f1
benchmark,crexx,Bounce,rxas,/private/tmp/crexx-perf3-01.jetu7C/build-release/tests/benchmarks/benchmark_awfy_bounce_opt.rxas,45362,18682cbb57d7d2933f7963fb8da6a5359838950231fe3f5e389967c770631a2e
benchmark,crexx,Bounce,rxbin,/private/tmp/crexx-perf3-01.jetu7C/build-release/tests/benchmarks/benchmark_awfy_bounce_opt.rxbin,17167,ded1ae2832085f61f3ac90e4100a1e35041284642a899ab8f931389bbb552554
benchmark,crexx,Richards,source,tests/benchmarks/awfy_richards.crexx,9403,cd136e6cc8bc5dd487db99abe706fc96d161b3e4b102e13b20cce69bc4692372
benchmark,crexx,Richards,rxas,/private/tmp/crexx-perf3-01.jetu7C/build-release/tests/benchmarks/benchmark_awfy_richards_opt.rxas,255035,ec61aa8cb044312675502c0ce2a46d4f131e0640bae6188d5db007bfb8731673
benchmark,crexx,Richards,rxbin,/private/tmp/crexx-perf3-01.jetu7C/build-release/tests/benchmarks/benchmark_awfy_richards_opt.rxbin,78734,f38cd5cea7a9a7d838e78de5933e6d156e72767d5c6a1da6b730b23ee7bcf03e
benchmark,crexx,Base64,source,tests/benchmarks/base64_roundtrip.crexx,4437,b024222aff7a2e60dd7812da2c4aa54f2a9bc65b978915a2e670e74bad7d9e13
benchmark,crexx,Base64,rxas,/private/tmp/crexx-perf3-01.jetu7C/build-release/tests/benchmarks/benchmark_base64_roundtrip_opt.rxas,114864,c475404bd8da8cdb59f41965d790cea45d0bc12f9a819917303cc5435c7c211c
benchmark,crexx,Base64,rxbin,/private/tmp/crexx-perf3-01.jetu7C/build-release/tests/benchmarks/benchmark_base64_roundtrip_opt.rxbin,38237,f0d86b2a1da359f6e15b2f1f7c7d6b392d7ed74b5dd99ef364bd5c4e4f02c3d6
benchmark,crexx,Towers,source,tests/benchmarks/awfy_towers.crexx,3529,b8163f600dfa6b8882b35344a18f09053e9f01fc92374383dc924a6ba2827935
benchmark,crexx,Towers,rxas,/private/tmp/crexx-perf3-01.jetu7C/build-release/tests/benchmarks/benchmark_awfy_towers_opt.rxas,81065,e78bc406672af9c3fc7f9434ad9a4790d9fd12fe0df2852d05696fd2fffcadba
