phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,127712.646545273135,8018
recorded,1,5,rxbvml,channel-throughput,accepted,3282.514200720615,77989
recorded,1,6,rxbvml,channel-latency,candidate,134031.413612565433,7640
recorded,1,6,rxbvml,channel-throughput,candidate,3148.405504790250,81311
recorded,1,7,rxtvml,channel-latency,accepted,142400.222500347649,7191
recorded,1,7,rxtvml,channel-throughput,accepted,2725.375803772942,93932
recorded,1,8,rxtvml,channel-latency,candidate,146160.433913788176,7006
recorded,1,8,rxtvml,channel-throughput,candidate,2744.984505849176,93261
recorded,2,9,rxtvml,channel-latency,candidate,133350.696705300157,7679
recorded,2,9,rxtvml,channel-throughput,candidate,2742.925716000043,93331
recorded,2,10,rxtvml,channel-latency,accepted,144388.042865200230,7092
recorded,2,10,rxtvml,channel-throughput,accepted,2637.951465814828,97045
recorded,2,11,rxbvml,channel-latency,candidate,132676.859289971500,7718
recorded,2,11,rxbvml,channel-throughput,candidate,2781.913217347837,92023
recorded,2,12,rxbvml,channel-latency,accepted,137008.295424137003,7474
recorded,2,12,rxbvml,channel-throughput,accepted,2728.687458696626,93818
recorded,3,13,rxbvml,channel-latency,accepted,137671.417047593452,7438
recorded,3,13,rxbvml,channel-throughput,accepted,3074.484183220042,83266
recorded,3,14,rxbvml,channel-latency,candidate,137449.664429530210,7450
recorded,3,14,rxbvml,channel-throughput,candidate,3152.088258471237,81216
recorded,3,15,rxtvml,channel-latency,accepted,136387.852956846036,7508
recorded,3,15,rxtvml,channel-throughput,accepted,2690.064624599380,95165
recorded,3,16,rxtvml,channel-latency,candidate,136043.576458084222,7527
recorded,3,16,rxtvml,channel-throughput,candidate,2685.662131114865,95321
recorded,4,17,rxtvml,channel-latency,candidate,136387.852956846036,7508
recorded,4,17,rxtvml,channel-throughput,candidate,2692.781032723601,95069
recorded,4,18,rxtvml,channel-latency,accepted,142084.084917441389,7207
recorded,4,18,rxtvml,channel-throughput,accepted,2699.795406129379,94822
recorded,4,19,rxbvml,channel-latency,candidate,138434.500473164808,7397
recorded,4,19,rxbvml,channel-throughput,candidate,3151.351018649597,81235
recorded,4,20,rxbvml,channel-latency,accepted,137782.561894510232,7432
