phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,134453.781512605055,7616
recorded,1,5,rxbvml,channel-throughput,accepted,2951.621085643131,86732
recorded,1,6,rxbvml,channel-latency,candidate,134171.907756813423,7632
recorded,1,6,rxbvml,channel-throughput,candidate,3057.008430656063,83742
recorded,1,7,rxtvml,channel-latency,accepted,136351.531291611172,7510
recorded,1,7,rxtvml,channel-throughput,accepted,2647.664160349161,96689
recorded,1,8,rxtvml,channel-latency,candidate,139795.221843003412,7325
recorded,1,8,rxtvml,channel-throughput,candidate,2500.805923784032,102367
recorded,2,9,rxtvml,channel-latency,candidate,137320.638326404733,7457
recorded,2,9,rxtvml,channel-throughput,candidate,2606.659199674168,98210
recorded,2,10,rxtvml,channel-latency,accepted,122620.045503532514,8351
recorded,2,10,rxtvml,channel-throughput,accepted,2565.413021475313,99789
recorded,2,11,rxbvml,channel-latency,candidate,133472.367049009394,7672
recorded,2,11,rxbvml,channel-throughput,candidate,3023.038862581628,84683
recorded,2,12,rxbvml,channel-latency,accepted,134506.764744515967,7613
recorded,2,12,rxbvml,channel-throughput,accepted,2961.797440821899,86434
recorded,3,13,rxbvml,channel-latency,accepted,134506.764744515967,7613
recorded,3,13,rxbvml,channel-throughput,accepted,3030.590017994128,84472
recorded,3,14,rxbvml,channel-latency,candidate,132711.249351995852,7716
recorded,3,14,rxbvml,channel-throughput,candidate,2895.894842818520,88401
recorded,3,15,rxtvml,channel-latency,accepted,133821.223209618387,7652
recorded,3,15,rxtvml,channel-throughput,accepted,2572.114660048830,99529
recorded,3,16,rxtvml,channel-latency,candidate,130462.479296725694,7849
recorded,3,16,rxtvml,channel-throughput,candidate,2548.201825547714,100463
recorded,4,17,rxtvml,channel-latency,candidate,136551.540205360710,7499
recorded,4,17,rxtvml,channel-throughput,candidate,2354.239470296119,108740
recorded,4,18,rxtvml,channel-latency,accepted,132642.487046632130,7720
recorded,4,18,rxtvml,channel-throughput,accepted,2298.210806977224,111391
recorded,4,19,rxbvml,channel-latency,candidate,126170.527353376048,8116
recorded,4,19,rxbvml,channel-throughput,candidate,2793.661879610633,91636
recorded,4,20,rxbvml,channel-latency,accepted,130230.192038662091,7863
recorded,4,20,rxbvml,channel-throughput,accepted,2566.158781074579,99760
recorded,5,21,rxbvml,channel-latency,accepted,125305.922662750861,8172
recorded,5,21,rxbvml,channel-throughput,accepted,2717.852896211993,94192
recorded,5,22,rxbvml,channel-latency,candidate,121341.391160090061,8439
recorded,5,22,rxbvml,channel-throughput,candidate,2699.852351824510,94820
recorded,5,23,rxtvml,channel-latency,accepted,117687.622112400873,8701
recorded,5,23,rxtvml,channel-throughput,accepted,2456.342352715410,104220
recorded,5,24,rxtvml,channel-latency,candidate,128788.831593510244,7951
recorded,5,24,rxtvml,channel-throughput,candidate,2563.332332031641,99870
recorded,6,25,rxtvml,channel-latency,candidate,135521.439915299095,7556
recorded,6,25,rxtvml,channel-throughput,candidate,2497.219891917201,102514
recorded,6,26,rxtvml,channel-latency,accepted,131467.454101938638,7789
recorded,6,26,rxtvml,channel-throughput,accepted,2408.233147071551,106302
recorded,6,27,rxbvml,channel-latency,candidate,135737.009544008470,7544
recorded,6,27,rxbvml,channel-throughput,candidate,2522.813725683426,101474
recorded,6,28,rxbvml,channel-latency,accepted,123761.179598743052,8274
recorded,6,28,rxbvml,channel-throughput,accepted,2586.485612673780,98976
recorded,7,29,rxbvml,channel-latency,accepted,135378.106821787427,7564
recorded,7,29,rxbvml,channel-throughput,accepted,2597.877047350368,98542
recorded,7,30,rxbvml,channel-latency,candidate,134683.677495725366,7603
recorded,7,30,rxbvml,channel-throughput,candidate,2652.190128879864,96524
recorded,7,31,rxtvml,channel-latency,accepted,125183.374083129587,8180
recorded,7,31,rxtvml,channel-throughput,accepted,2401.140541757335,106616
recorded,7,32,rxtvml,channel-latency,candidate,132522.324317328836,7727
recorded,7,32,rxtvml,channel-throughput,candidate,2313.747819563822,110643
recorded,8,33,rxtvml,channel-latency,candidate,129292.929292929286,7920
recorded,8,33,rxtvml,channel-throughput,candidate,2284.327372666595,112068
recorded,8,34,rxtvml,channel-latency,accepted,136206.437882415543,7518
recorded,8,34,rxtvml,channel-throughput,accepted,2225.951463823941,115007
recorded,8,35,rxbvml,channel-latency,candidate,131147.540983606566,7808
recorded,8,35,rxbvml,channel-throughput,candidate,2713.991900430422,94326
recorded,8,36,rxbvml,channel-latency,accepted,125351.940261965967,8169
recorded,8,36,rxbvml,channel-throughput,accepted,2762.878141964450,92657
recorded,9,37,rxbvml,channel-latency,accepted,136806.947227788914,7485
recorded,9,37,rxbvml,channel-throughput,accepted,2753.843009434064,92961
recorded,9,38,rxbvml,channel-latency,candidate,135485.578195289767,7558
recorded,9,38,rxbvml,channel-throughput,candidate,2691.110924228408,95128
recorded,9,39,rxtvml,channel-latency,accepted,129423.660262891804,7912
recorded,9,39,rxtvml,channel-throughput,accepted,2278.755941678090,112342
recorded,9,40,rxtvml,channel-latency,candidate,128659.379319009924,7959
recorded,9,40,rxtvml,channel-throughput,candidate,2138.751503809651,119696
recorded,10,41,rxtvml,channel-latency,candidate,136043.576458084222,7527
recorded,10,41,rxtvml,channel-throughput,candidate,2265.967993202096,112976
recorded,10,42,rxtvml,channel-latency,accepted,134330.316148497979,7623
recorded,10,42,rxtvml,channel-throughput,accepted,2302.365320622358,111190
recorded,10,43,rxbvml,channel-latency,candidate,133159.947984395316,7690
recorded,10,43,rxbvml,channel-throughput,candidate,2703.873086956981,94679
recorded,10,44,rxbvml,channel-latency,accepted,124271.844660194169,8240
recorded,10,44,rxbvml,channel-throughput,accepted,2605.624484727580,98249
recorded,11,45,rxbvml,channel-latency,accepted,131063.611928836559,7813
recorded,11,45,rxbvml,channel-throughput,accepted,2807.540879330577,91183
recorded,11,46,rxbvml,channel-latency,candidate,132642.487046632130,7720
recorded,11,46,rxbvml,channel-throughput,candidate,2703.673193502736,94686
recorded,11,47,rxtvml,channel-latency,accepted,136642.647451294382,7494
recorded,11,47,rxtvml,channel-throughput,accepted,2423.714531872793,105623
recorded,11,48,rxtvml,channel-latency,candidate,134524.435102469783,7612
recorded,11,48,rxtvml,channel-throughput,candidate,2404.546094960785,106465
recorded,12,49,rxtvml,channel-latency,candidate,134471.437951411674,7615
