cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-l0-rxvm,Sieve,crexx,rxvm,L0-current,A,no,no,5500,elapsed_ns,12,1072348000.000000,1076780250.000000,1079794000.000000,1084979750.000000,1145788000.000000,4976500.000000,0.460875,6.801297,no
sieve-pgo-rxvm,Sieve,crexx,rxvm,L2-pgo,A,no,no,5500,elapsed_ns,12,1791025000.000000,1801556250.000000,1811709000.000000,1818745000.000000,1838229000.000000,9911000.000000,0.547053,2.605496,no
sieve-l0-rxbvm,Sieve,crexx,rxbvm,L0-current,A,no,no,5500,elapsed_ns,12,1388575000.000000,1422023500.000000,1438602000.000000,1447286500.000000,1583975000.000000,16662000.000000,1.158208,13.582631,yes
sieve-pgo-rxbvm,Sieve,crexx,rxbvm,L2-pgo,A,no,no,5500,elapsed_ns,12,2132988000.000000,2149336000.000000,2170962000.000000,2221275750.000000,2251495000.000000,35430000.000000,1.631995,5.458732,no
base64-l0-rxvm,Base64,crexx,rxvm,L0-current,A,no,no,2500,elapsed_ns,12,1278385000.000000,1451046750.000000,1511053500.000000,1666395750.000000,1801192000.000000,119912000.000000,7.935655,34.598841,yes
base64-pgo-rxvm,Base64,crexx,rxvm,L2-pgo,A,no,no,2500,elapsed_ns,12,1880658000.000000,1989440750.000000,2091127000.000000,2236144750.000000,2294418000.000000,108375000.000000,5.182612,19.786460,yes
base64-l0-rxbvm,Base64,crexx,rxbvm,L0-current,A,no,no,2500,elapsed_ns,12,1527386000.000000,1569364250.000000,1609187000.000000,1689382750.000000,1979412000.000000,72295000.000000,4.492641,28.090334,yes
base64-pgo-rxbvm,Base64,crexx,rxbvm,L2-pgo,A,no,no,2500,elapsed_ns,12,3102935000.000000,3112837750.000000,3145371500.000000,3182429250.000000,3230768000.000000,35219500.000000,1.119725,4.064162,no
richards-l0-rxvm,Richards,crexx,rxvm,L0-current,A,no,no,20,elapsed_ns,12,3096341000.000000,3124730750.000000,3140187000.000000,3150033000.000000,3157128000.000000,13210000.000000,0.420676,1.935776,no
richards-pgo-rxvm,Richards,crexx,rxvm,L2-pgo,A,no,no,20,elapsed_ns,12,2678688000.000000,2683013750.000000,2698741000.000000,2725679000.000000,2759703000.000000,18778500.000000,0.695824,3.001955,no
richards-l0-rxbvm,Richards,crexx,rxbvm,L0-current,A,no,no,20,elapsed_ns,12,3203983000.000000,3219748750.000000,3229733000.000000,3253812250.000000,3287253000.000000,17526000.000000,0.542645,2.578232,no
richards-pgo-rxbvm,Richards,crexx,rxbvm,L2-pgo,A,no,no,20,elapsed_ns,12,2800130000.000000,2826420750.000000,2846829000.000000,2886851750.000000,2913141000.000000,28858000.000000,1.013689,3.969715,no
towers-l0-rxvm,Towers,crexx,rxvm,L0-current,A,no,no,100,elapsed_ns,12,2813002000.000000,2829300750.000000,2842705500.000000,2846765500.000000,2877021000.000000,12015500.000000,0.422678,2.252045,no
towers-pgo-rxvm,Towers,crexx,rxvm,L2-pgo,A,no,no,100,elapsed_ns,12,2689219000.000000,2707812000.000000,2718563500.000000,2734375000.000000,2779935000.000000,11926500.000000,0.438706,3.336909,no
towers-l0-rxbvm,Towers,crexx,rxbvm,L0-current,A,no,no,100,elapsed_ns,12,2876381000.000000,2885105500.000000,2910714000.000000,2927032500.000000,2941796000.000000,26565000.000000,0.912663,2.247387,no
towers-pgo-rxbvm,Towers,crexx,rxbvm,L2-pgo,A,no,no,100,elapsed_ns,12,2757086000.000000,2773738500.000000,2788295500.000000,2801651500.000000,2823453000.000000,13937500.000000,0.499857,2.380200,no
rexxcps-l0-rxvm,RexxCPS,crexx,rxvm,L0-current,A,no,no,1000-clauses,benchmark_rate,12,36852943.000000,38038060.250000,38358158.500000,38713529.250000,39136224.000000,382085.000000,0.996098,5.952530,no
rexxcps-pgo-rxvm,RexxCPS,crexx,rxvm,L2-pgo,A,no,no,1000-clauses,benchmark_rate,12,34613993.000000,34858280.000000,34929557.000000,35206804.750000,35339498.000000,148287.500000,0.424533,2.077052,no
rexxcps-l0-rxbvm,RexxCPS,crexx,rxbvm,L0-current,A,no,no,1000-clauses,benchmark_rate,12,35930478.000000,36509817.250000,36731631.500000,36852641.750000,37053746.000000,203656.500000,0.554444,3.058040,no
rexxcps-pgo-rxbvm,RexxCPS,crexx,rxbvm,L2-pgo,A,no,no,1000-clauses,benchmark_rate,12,31715650.000000,31828202.000000,32092122.000000,32331136.000000,32524556.000000,257111.500000,0.801167,2.520575,no
