cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-rxvm,Sieve,crexx,rxvm,equivalent-port,A,yes,no,5500,max_rss_bytes,3,17334272.000000,17342464.000000,17350656.000000,17391616.000000,17432576.000000,16384.000000,0.094429,0.566572,no
sieve-rxbvm,Sieve,crexx,rxbvm,equivalent-port,A,yes,no,5500,max_rss_bytes,3,17399808.000000,17399808.000000,17399808.000000,17432576.000000,17465344.000000,0.000000,0.000000,0.376648,no
sieve-oorexx,Sieve,oorexx,oorexx,equivalent-port,A,yes,no,5500,max_rss_bytes,3,17858560.000000,17866752.000000,17874944.000000,17874944.000000,17874944.000000,0.000000,0.000000,0.091659,no
sieve-netrexx,Sieve,netrexx,netrexx,decimal-rexx-port,A,yes,no,5500,max_rss_bytes,3,428703744.000000,428711936.000000,428720128.000000,428777472.000000,428834816.000000,16384.000000,0.003822,0.030573,no
permute-rxvm,Permute,crexx,rxvm,equivalent-port,A,yes,no,5000,max_rss_bytes,3,17514496.000000,17530880.000000,17547264.000000,17547264.000000,17547264.000000,0.000000,0.000000,0.186741,no
permute-rxbvm,Permute,crexx,rxbvm,equivalent-port,A,yes,no,5000,max_rss_bytes,3,17547264.000000,17612800.000000,17678336.000000,17686528.000000,17694720.000000,16384.000000,0.092678,0.834106,no
permute-oorexx,Permute,oorexx,oorexx,equivalent-port,A,yes,no,5000,max_rss_bytes,3,17874944.000000,17874944.000000,17874944.000000,17874944.000000,17874944.000000,0.000000,0.000000,0.000000,no
permute-netrexx,Permute,netrexx,netrexx,decimal-rexx-port,A,yes,no,5000,max_rss_bytes,3,179568640.000000,179601408.000000,179634176.000000,179699712.000000,179765248.000000,65536.000000,0.036483,0.109449,no
bounce-rxvm,Bounce,crexx,rxvm,equivalent-port,A,yes,no,2200,max_rss_bytes,3,17760256.000000,17768448.000000,17776640.000000,17793024.000000,17809408.000000,16384.000000,0.092166,0.276498,no
bounce-rxbvm,Bounce,crexx,rxbvm,equivalent-port,A,yes,no,2200,max_rss_bytes,3,17793024.000000,17809408.000000,17825792.000000,17866752.000000,17907712.000000,32768.000000,0.183824,0.643382,no
bounce-oorexx,Bounce,oorexx,oorexx,equivalent-port,A,yes,no,2200,max_rss_bytes,3,17891328.000000,17891328.000000,17891328.000000,17891328.000000,17891328.000000,0.000000,0.000000,0.000000,no
bounce-netrexx,Bounce,netrexx,netrexx,decimal-rexx-port,A,yes,no,2200,max_rss_bytes,3,173850624.000000,174047232.000000,174243840.000000,174309376.000000,174374912.000000,131072.000000,0.075223,0.300893,no
richards-rxvm,Richards,crexx,rxvm,common-state-machine,A,yes,no,20,max_rss_bytes,3,19955712.000000,20004864.000000,20054016.000000,20070400.000000,20086784.000000,32768.000000,0.163399,0.653595,no
richards-rxbvm,Richards,crexx,rxbvm,common-state-machine,A,yes,no,20,max_rss_bytes,3,20054016.000000,20078592.000000,20103168.000000,20135936.000000,20168704.000000,49152.000000,0.244499,0.570497,no
richards-oorexx,Richards,oorexx,oorexx,common-state-machine,A,yes,no,20,max_rss_bytes,3,17924096.000000,17924096.000000,17924096.000000,17924096.000000,17924096.000000,0.000000,0.000000,0.000000,no
richards-netrexx,Richards,netrexx,netrexx,decimal-rexx-port,A,yes,no,20,max_rss_bytes,3,205979648.000000,206577664.000000,207175680.000000,208396288.000000,209616896.000000,1196032.000000,0.577303,1.755635,no
base64-rxvm,Base64,crexx,rxvm,equivalent-port,A,yes,no,2500,max_rss_bytes,3,17547264.000000,17563648.000000,17580032.000000,17588224.000000,17596416.000000,16384.000000,0.093197,0.279590,no
base64-rxbvm,Base64,crexx,rxbvm,equivalent-port,A,yes,no,2500,max_rss_bytes,3,17612800.000000,17645568.000000,17678336.000000,17711104.000000,17743872.000000,65536.000000,0.370714,0.741427,no
base64-oorexx,Base64,oorexx,oorexx,equivalent-port,A,yes,no,2500,max_rss_bytes,3,17874944.000000,17874944.000000,17874944.000000,17874944.000000,17874944.000000,0.000000,0.000000,0.000000,no
base64-netrexx,Base64,netrexx,netrexx,decimal-rexx-port,A,yes,no,2500,max_rss_bytes,3,181321728.000000,198213632.000000,215105536.000000,215171072.000000,215236608.000000,131072.000000,0.060934,15.766624,yes
