cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-rxtvm-control,Sieve,crexx,rxtvm,f1f-control,A,no,startup-included,5500,elapsed_ns,12,1073489000.000000,1076802250.000000,1079563500.000000,1082667500.000000,1093341000.000000,2983000.000000,0.276315,1.838891,no
sieve-rxtvm-candidate,Sieve,crexx,rxtvm,f3c1-cache,A,no,startup-included,5500,elapsed_ns,12,1070367000.000000,1075002500.000000,1078220000.000000,1089532250.000000,1096885000.000000,5800500.000000,0.537970,2.459424,no
sieve-rxbvm-control,Sieve,crexx,rxbvm,f1f-control,A,no,startup-included,5500,elapsed_ns,12,1058097000.000000,1062723750.000000,1066840500.000000,1071636500.000000,1077963000.000000,5442500.000000,0.510151,1.862134,no
sieve-rxbvm-candidate,Sieve,crexx,rxbvm,f3c1-cache,A,no,startup-included,5500,elapsed_ns,12,1052022000.000000,1058775750.000000,1062098000.000000,1066987000.000000,1071787000.000000,3959000.000000,0.372753,1.860939,no
permute-rxtvm-control,Permute,crexx,rxtvm,f1f-control,A,no,startup-included,5000,elapsed_ns,12,1914500000.000000,1927705500.000000,1933826500.000000,1952356000.000000,2017344000.000000,6469000.000000,0.334518,5.318161,no
permute-rxtvm-candidate,Permute,crexx,rxtvm,f3c1-cache,A,no,startup-included,5000,elapsed_ns,12,1927850000.000000,1936749000.000000,1949677000.000000,1961841000.000000,1997982000.000000,14681000.000000,0.752997,3.597109,no
permute-rxbvm-control,Permute,crexx,rxbvm,f1f-control,A,no,startup-included,5000,elapsed_ns,12,1755030000.000000,1769710250.000000,1775658000.000000,1805016750.000000,1847283000.000000,15763000.000000,0.887727,5.195426,no
permute-rxbvm-candidate,Permute,crexx,rxbvm,f3c1-cache,A,no,startup-included,5000,elapsed_ns,12,1762871000.000000,1778777500.000000,1786085500.000000,1793275750.000000,1817043000.000000,7345000.000000,0.411235,3.033001,no
bounce-rxtvm-control,Bounce,crexx,rxtvm,f1f-control,A,no,startup-included,4200,elapsed_ns,12,1151624000.000000,1169627500.000000,1181032500.000000,1189371250.000000,1213827000.000000,12512500.000000,1.059454,5.266832,no
bounce-rxtvm-candidate,Bounce,crexx,rxtvm,f3c1-cache,A,no,startup-included,4200,elapsed_ns,12,1143562000.000000,1157658250.000000,1170988500.000000,1176051250.000000,1215071000.000000,13512000.000000,1.153897,6.106721,no
bounce-rxbvm-control,Bounce,crexx,rxbvm,f1f-control,A,no,startup-included,4200,elapsed_ns,12,1106154000.000000,1111030500.000000,1115554000.000000,1121105750.000000,1128405000.000000,5173000.000000,0.463716,1.994614,no
