sequence,vm_mode,phase,round,position,cell,vm_binary,image,library,native_cps,process_real_s,effective_count,pass,started_utc,ended_utc,stdout,stderr
51,rxbvm,recorded,8,3,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1142629,8.77,100,1,2026-07-19T10:28:58Z,2026-07-19T10:29:07Z,raw/051-rxbvm-recorded-r08-p3-cellB.stdout.txt,raw/051-rxbvm-recorded-r08-p3-cellB.stderr.txt
52,rxvm,recorded,8,1,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1151902,8.70,100,1,2026-07-19T10:29:07Z,2026-07-19T10:29:16Z,raw/052-rxvm-recorded-r08-p1-cellA.stdout.txt,raw/052-rxvm-recorded-r08-p1-cellA.stderr.txt
53,rxvm,recorded,8,2,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1159031,8.65,100,1,2026-07-19T10:29:16Z,2026-07-19T10:29:25Z,raw/053-rxvm-recorded-r08-p2-cellC.stdout.txt,raw/053-rxvm-recorded-r08-p2-cellC.stderr.txt
54,rxvm,recorded,8,3,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1149728,8.71,100,1,2026-07-19T10:29:25Z,2026-07-19T10:29:33Z,raw/054-rxvm-recorded-r08-p3-cellB.stdout.txt,raw/054-rxvm-recorded-r08-p3-cellB.stderr.txt
55,rxvm,recorded,9,1,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1156799,8.66,100,1,2026-07-19T10:29:33Z,2026-07-19T10:29:42Z,raw/055-rxvm-recorded-r09-p1-cellC.stdout.txt,raw/055-rxvm-recorded-r09-p1-cellC.stderr.txt
56,rxvm,recorded,9,2,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1153124,8.69,100,1,2026-07-19T10:29:42Z,2026-07-19T10:29:51Z,raw/056-rxvm-recorded-r09-p2-cellB.stdout.txt,raw/056-rxvm-recorded-r09-p2-cellB.stderr.txt
57,rxvm,recorded,9,3,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1160429,8.63,100,1,2026-07-19T10:29:51Z,2026-07-19T10:29:59Z,raw/057-rxvm-recorded-r09-p3-cellA.stdout.txt,raw/057-rxvm-recorded-r09-p3-cellA.stderr.txt
58,rxbvm,recorded,9,1,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1151760,8.70,100,1,2026-07-19T10:29:59Z,2026-07-19T10:30:08Z,raw/058-rxbvm-recorded-r09-p1-cellC.stdout.txt,raw/058-rxbvm-recorded-r09-p1-cellC.stderr.txt
59,rxbvm,recorded,9,2,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1092323,9.17,100,1,2026-07-19T10:30:08Z,2026-07-19T10:30:17Z,raw/059-rxbvm-recorded-r09-p2-cellB.stdout.txt,raw/059-rxbvm-recorded-r09-p2-cellB.stderr.txt
60,rxbvm,recorded,9,3,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1114569,8.99,100,1,2026-07-19T10:30:17Z,2026-07-19T10:30:26Z,raw/060-rxbvm-recorded-r09-p3-cellA.stdout.txt,raw/060-rxbvm-recorded-r09-p3-cellA.stderr.txt
61,rxbvm,recorded,10,1,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1125607,8.90,100,1,2026-07-19T10:30:26Z,2026-07-19T10:30:35Z,raw/061-rxbvm-recorded-r10-p1-cellC.stdout.txt,raw/061-rxbvm-recorded-r10-p1-cellC.stderr.txt
62,rxbvm,recorded,10,2,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1112157,9.01,100,1,2026-07-19T10:30:35Z,2026-07-19T10:30:44Z,raw/062-rxbvm-recorded-r10-p2-cellA.stdout.txt,raw/062-rxbvm-recorded-r10-p2-cellA.stderr.txt
63,rxbvm,recorded,10,3,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1105097,9.06,100,1,2026-07-19T10:30:44Z,2026-07-19T10:30:53Z,raw/063-rxbvm-recorded-r10-p3-cellB.stdout.txt,raw/063-rxbvm-recorded-r10-p3-cellB.stderr.txt
64,rxvm,recorded,10,1,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1093568,9.16,100,1,2026-07-19T10:30:53Z,2026-07-19T10:31:02Z,raw/064-rxvm-recorded-r10-p1-cellC.stdout.txt,raw/064-rxvm-recorded-r10-p1-cellC.stderr.txt
65,rxvm,recorded,10,2,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1103641,9.08,100,1,2026-07-19T10:31:02Z,2026-07-19T10:31:12Z,raw/065-rxvm-recorded-r10-p2-cellA.stdout.txt,raw/065-rxvm-recorded-r10-p2-cellA.stderr.txt
66,rxvm,recorded,10,3,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1106986,9.05,100,1,2026-07-19T10:31:12Z,2026-07-19T10:31:21Z,raw/066-rxvm-recorded-r10-p3-cellB.stdout.txt,raw/066-rxvm-recorded-r10-p3-cellB.stderr.txt
67,rxvm,recorded,11,1,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1061116,9.44,100,1,2026-07-19T10:31:21Z,2026-07-19T10:31:30Z,raw/067-rxvm-recorded-r11-p1-cellB.stdout.txt,raw/067-rxvm-recorded-r11-p1-cellB.stderr.txt
68,rxvm,recorded,11,2,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1131230,8.86,100,1,2026-07-19T10:31:30Z,2026-07-19T10:31:39Z,raw/068-rxvm-recorded-r11-p2-cellC.stdout.txt,raw/068-rxvm-recorded-r11-p2-cellC.stderr.txt
69,rxvm,recorded,11,3,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1095495,9.15,100,1,2026-07-19T10:31:39Z,2026-07-19T10:31:48Z,raw/069-rxvm-recorded-r11-p3-cellA.stdout.txt,raw/069-rxvm-recorded-r11-p3-cellA.stderr.txt
70,rxbvm,recorded,11,1,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1030130,9.72,100,1,2026-07-19T10:31:48Z,2026-07-19T10:31:58Z,raw/070-rxbvm-recorded-r11-p1-cellB.stdout.txt,raw/070-rxbvm-recorded-r11-p1-cellB.stderr.txt
71,rxbvm,recorded,11,2,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1121475,8.93,100,1,2026-07-19T10:31:58Z,2026-07-19T10:32:07Z,raw/071-rxbvm-recorded-r11-p2-cellC.stdout.txt,raw/071-rxbvm-recorded-r11-p2-cellC.stderr.txt
72,rxbvm,recorded,11,3,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1169548,8.57,100,1,2026-07-19T10:32:07Z,2026-07-19T10:32:15Z,raw/072-rxbvm-recorded-r11-p3-cellA.stdout.txt,raw/072-rxbvm-recorded-r11-p3-cellA.stderr.txt
73,rxbvm,recorded,12,1,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1199252,8.35,100,1,2026-07-19T10:32:15Z,2026-07-19T10:32:24Z,raw/073-rxbvm-recorded-r12-p1-cellA.stdout.txt,raw/073-rxbvm-recorded-r12-p1-cellA.stderr.txt
74,rxbvm,recorded,12,2,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1197565,8.36,100,1,2026-07-19T10:32:24Z,2026-07-19T10:32:32Z,raw/074-rxbvm-recorded-r12-p2-cellB.stdout.txt,raw/074-rxbvm-recorded-r12-p2-cellB.stderr.txt
75,rxbvm,recorded,12,3,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1181964,8.47,100,1,2026-07-19T10:32:32Z,2026-07-19T10:32:41Z,raw/075-rxbvm-recorded-r12-p3-cellC.stdout.txt,raw/075-rxbvm-recorded-r12-p3-cellC.stderr.txt
76,rxvm,recorded,12,1,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1212087,8.27,100,1,2026-07-19T10:32:41Z,2026-07-19T10:32:49Z,raw/076-rxvm-recorded-r12-p1-cellA.stdout.txt,raw/076-rxvm-recorded-r12-p1-cellA.stderr.txt
77,rxvm,recorded,12,2,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1211777,8.27,100,1,2026-07-19T10:32:49Z,2026-07-19T10:32:57Z,raw/077-rxvm-recorded-r12-p2-cellB.stdout.txt,raw/077-rxvm-recorded-r12-p2-cellB.stderr.txt
78,rxvm,recorded,12,3,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1220086,8.21,100,1,2026-07-19T10:32:57Z,2026-07-19T10:33:05Z,raw/078-rxvm-recorded-r12-p3-cellC.stdout.txt,raw/078-rxvm-recorded-r12-p3-cellC.stderr.txt
