rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,3820600,1,1,4,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c2) | RET_REG(r2)","r1=R4;c1=int:18;c2=int:1;r2=R2","benchmark_awfy_list_opt",205
2,1945400,3,1,4,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKREF_REG_REG(r3,r4)","r1=R9;r2=R1;r3=R10;r4=R3","benchmark_awfy_list_opt",554
3,1875200,1,1,5,candidate,"BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r2,r3) | BTOI_REG(r2) | IEQ_REG_REG_INT(r2,r2,c2)","c1=label@580;r1=R11;r2=R12;r3=R1;c2=int:0","benchmark_awfy_list_opt",537
4,1875200,1,1,5,candidate,"REFVALID_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r3,r4) | BTOI_REG(r3)","r1=R11;r2=R3;c1=label@580;r3=R12;r4=R1","benchmark_awfy_list_opt",534
5,1875200,1,1,4,candidate,"REFVALID_REG_REG(r1,r2) | BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R12;r2=R1;c1=int:0;c2=label@554","benchmark_awfy_list_opt",540
6,1875200,2,1,6,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | CALL1_REG_FUNC_REG(r4,c2,r3)","r1=R10;r2=R3;r3=R9;c1=int:256;r4=R1;c2=func@12472","benchmark_awfy_list_opt",559
7,1805000,1,1,5,candidate,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKREF_REG_REG(r3,r4) | SETTP_REG_INT(r1,c1)","r1=R9;r2=R1;r3=R10;r4=R3;c1=int:256","benchmark_awfy_list_opt",556
8,280900,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG(r2,r3) | COPY_REG_REG(r2,r4)","r1=R15;c1=int:18;c2=int:1;r2=R1;r3=R3;r4=R16","benchmark_awfy_list_opt",519
9,280900,1,1,9,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | NULLN_REG_REG(r6,r7)","r1=R35;c1=int:18;c2=int:1;r2=R21;r3=R22;r4=R23;r5=R6;r6=R11;r7=R16","benchmark_awfy_list_opt",589
10,280900,1,1,6,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | REFVALID_REG_REG(r5,r3) | BRF_ID_REG(c1,r5)","r1=R1;r2=R16;r3=R3;r4=R17;r5=R11;c1=label@580","benchmark_awfy_list_opt",528
