rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,8696048,3,1,4,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R11;r2=R5;r3=R4;c1=label@300","benchmark_awfy_mandelbrot_opt",76
2,8544877,3,1,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R24;r2=R12;c1=int:0;c2=label@218","benchmark_awfy_mandelbrot_opt",166
3,8294876,1,1,5,over_3_symbols,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2)","c1=label@218;r1=R23;r2=R24;r3=R12;c2=int:0","benchmark_awfy_mandelbrot_opt",163
4,8195047,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | FSUB_REG_REG_REG(r2,r3,r4)","c1=label@218;r1=R24;r2=R25;r3=R17;r4=R16","benchmark_awfy_mandelbrot_opt",170
5,8195047,1,1,4,over_3_symbols,"FADD_REG_REG_REG(r1,r2,r3) | FGT_REG_REG_FLOAT(r1,r1,c1)","r1=R25;r2=R17;r3=R16;c1=float@12240","benchmark_awfy_mandelbrot_opt",201
6,8195047,1,1,4,over_3_symbols,"FADD_REG_REG_REG(r1,r2,r3) | FMULT_REG_REG_FLOAT(r2,r1,c1)","r1=R20;r2=R25;r3=R13;c1=float@5312","benchmark_awfy_mandelbrot_opt",177
7,8195047,1,1,5,over_3_symbols,"FADD_REG_REG_REG(r1,r2,r3) | FMULT_REG_REG_REG(r4,r5,r5)","r1=R15;r2=R25;r3=R6;r4=R17;r5=R20","benchmark_awfy_mandelbrot_opt",189
8,8195047,1,1,3,candidate,"FGT_REG_REG_FLOAT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R25;c1=float@12240;c2=label@215","benchmark_awfy_mandelbrot_opt",205
9,8195047,1,1,4,over_3_symbols,"FMULT_REG_REG_FLOAT(r1,r2,c1) | FMULT_REG_REG_REG(r1,r1,r3)","r1=R25;r2=R20;c1=float@5312;r3=R15","benchmark_awfy_mandelbrot_opt",181
10,8195047,1,1,3,candidate,"FMULT_REG_REG_REG(r1,r1,r2) | FADD_REG_REG_REG(r2,r1,r3)","r1=R25;r2=R15;r3=R6","benchmark_awfy_mandelbrot_opt",185
11,8195047,1,1,4,over_3_symbols,"FMULT_REG_REG_REG(r1,r2,r2) | FADD_REG_REG_REG(r3,r4,r1)","r1=R16;r2=R15;r3=R25;r4=R17","benchmark_awfy_mandelbrot_opt",197
12,8195047,1,1,4,over_3_symbols,"FMULT_REG_REG_REG(r1,r2,r2) | FMULT_REG_REG_REG(r3,r4,r4)","r1=R17;r2=R20;r3=R16;r4=R15","benchmark_awfy_mandelbrot_opt",193
13,8195047,1,1,5,over_3_symbols,"FSUB_REG_REG_REG(r1,r2,r3) | FADD_REG_REG_REG(r4,r1,r5)","r1=R25;r2=R17;r3=R16;r4=R20;r5=R13","benchmark_awfy_mandelbrot_opt",173
14,501000,4,1,2,candidate,"ICOPY_REG_REG(r1,r2) | ITOF_REG(r1)","r1=R12;r2=R5","benchmark_awfy_mandelbrot_opt",83
15,500000,2,1,3,candidate,"LOAD_REG_FLOAT(r1,c1) | LOAD_REG_FLOAT(r2,c1)","r1=R17;c1=float@6672;r2=R15","benchmark_awfy_mandelbrot_opt",119
16,281503,6,1,3,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1)","r1=R9;c1=int:0;r2=R8","benchmark_awfy_mandelbrot_opt",60
17,252501,7,1,2,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2)","r1=R21;r2=R20","benchmark_awfy_mandelbrot_opt",218
18,250500,2,1,4,over_3_symbols,"FDIV_REG_REG_REG(r1,r2,r1) | FSUB_REG_REG_FLOAT(r3,r1,c1)","r1=R13;r2=R12;r3=R6;c1=float@5576","benchmark_awfy_mandelbrot_opt",97
19,250500,2,1,4,over_3_symbols,"FMULT_REG_REG_FLOAT(r1,r1,c1) | ICOPY_REG_REG(r2,r3)","r1=R12;c1=float@5312;r2=R13;r3=R10","benchmark_awfy_mandelbrot_opt",88
20,250500,2,1,5,over_3_symbols,"FSUB_REG_REG_FLOAT(r1,r2,c1) | LOAD_REG_INT(r3,c2)","r1=R6;r2=R13;c1=float@5576;r3=R14;c2=int:0","benchmark_awfy_mandelbrot_opt",101
21,250500,2,1,2,candidate,"ITOF_REG(r1) | FDIV_REG_REG_REG(r1,r2,r1)","r1=R13;r2=R12","benchmark_awfy_mandelbrot_opt",95
22,250500,2,1,2,candidate,"ITOF_REG(r1) | FMULT_REG_REG_FLOAT(r1,r1,c1)","r1=R12;c1=float@5312","benchmark_awfy_mandelbrot_opt",86
23,250000,1,1,4,over_3_symbols,"BRT_ID_REG(c1,r1) | LOAD_REG_FLOAT(r2,c2)","c1=label@285;r1=R19;r2=R17;c2=float@6672","benchmark_awfy_mandelbrot_opt",116
24,250000,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ISHL_REG_REG_INT(r2,r3,c1)","r1=R20;r2=R25;r3=R8;c1=int:1","benchmark_awfy_mandelbrot_opt",220
