entry,name,count,bytes,max_bytes,high_water,status
rexxcps-noopt,frame_blocks,24,136976,28256,0,complete
rexxcps-noopt,standalone_values,39,9672,248,0,complete
rexxcps-noopt,attribute_value_blocks,18,47616,7936,0,complete
rexxcps-noopt,attribute_pointer_storage,49,4544,256,0,complete
rexxcps-noopt,string_buffers,2200029,70402560,128,0,complete
rexxcps-noopt,binary_buffers,2,4096,2048,0,complete
rexxcps-noopt,value_slots,701,173848,26040,0,complete
rexxcps-noopt,frame_activations,3362943,0,0,5,complete
rexxcps-noopt,frame_reuses,3362919,0,0,0,complete
rexxcps-opt,frame_blocks,20,124728,27992,0,complete
rexxcps-opt,standalone_values,1100039,272809672,248,0,complete
rexxcps-opt,attribute_value_blocks,18,47616,7936,0,complete
rexxcps-opt,attribute_pointer_storage,49,4544,256,0,complete
rexxcps-opt,string_buffers,280023,8961984,128,0,complete
rexxcps-opt,binary_buffers,2,4096,2048,0,complete
rexxcps-opt,value_slots,1100662,272964176,25792,0,complete
rexxcps-opt,frame_activations,282942,0,0,5,complete
rexxcps-opt,frame_reuses,282922,0,0,0,complete
