runtime,vm,phase,n,min_ns,q1_ns,median_ns,q3_ns,max_ns,mad_ns,relative_mad_percent,span_percent,rerun_recommended
crexx,shared,compile,20,219609000.000000,222228500.000000,223818000.000000,225680000.000000,228576000.000000,1803000.000000,0.805565,4.006380,no
crexx,shared,assemble,20,25550000.000000,26103000.000000,26394500.000000,26745000.000000,28736000.000000,300500.000000,1.138495,12.070697,yes
crexx,rxvm,load_first_result,20,6671000.000000,6777750.000000,6859500.000000,7076750.000000,8531000.000000,110500.000000,1.610905,27.115679,yes
crexx,rxbvm,load_first_result,20,6247000.000000,6617750.000000,6709500.000000,6933250.000000,8533000.000000,118500.000000,1.766152,34.071093,yes
oorexx,oorexx,translate,20,16474000.000000,16986000.000000,17174500.000000,17607000.000000,19729000.000000,294500.000000,1.714752,18.952517,yes
oorexx,oorexx,load_first_result,20,15924000.000000,16083750.000000,16530000.000000,17090500.000000,17983000.000000,459500.000000,2.779794,12.456140,yes
netrexx,netrexx,compile,20,1223403000.000000,1242435000.000000,1258609000.000000,1304857750.000000,1493648000.000000,20128000.000000,1.599226,21.471720,yes
netrexx,netrexx,load_first_result,20,57691000.000000,58148750.000000,59412000.000000,61137500.000000,68306000.000000,1385000.000000,2.331179,17.866761,yes
