runtime,vm,lifecycle,phase,sequence,elapsed_ns,correctness
crexx,shared,compile-load-first-result,compile,1,224811000,pass
crexx,shared,compile-load-first-result,assemble,1,28736000,pass
crexx,rxvm,compile-load-first-result,load_first_result,1,8531000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,1,8533000,pass
crexx,shared,compile-load-first-result,compile,2,225833000,pass
crexx,shared,compile-load-first-result,assemble,2,26660000,pass
crexx,rxvm,compile-load-first-result,load_first_result,2,6960000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,2,6247000,pass
crexx,shared,compile-load-first-result,compile,3,225629000,pass
crexx,shared,compile-load-first-result,assemble,3,26039000,pass
crexx,rxvm,compile-load-first-result,load_first_result,3,7172000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,3,6630000,pass
crexx,shared,compile-load-first-result,compile,4,221001000,pass
crexx,shared,compile-load-first-result,assemble,4,26086000,pass
crexx,rxvm,compile-load-first-result,load_first_result,4,6748000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,4,6674000,pass
crexx,shared,compile-load-first-result,compile,5,223730000,pass
crexx,shared,compile-load-first-result,assemble,5,26128000,pass
crexx,rxvm,compile-load-first-result,load_first_result,5,7309000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,5,7299000,pass
crexx,shared,compile-load-first-result,compile,6,226117000,pass
crexx,shared,compile-load-first-result,assemble,6,26568000,pass
crexx,rxvm,compile-load-first-result,load_first_result,6,7219000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,6,6383000,pass
crexx,shared,compile-load-first-result,compile,7,222973000,pass
crexx,shared,compile-load-first-result,assemble,7,26895000,pass
crexx,rxvm,compile-load-first-result,load_first_result,7,6823000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,7,6626000,pass
crexx,shared,compile-load-first-result,compile,8,222297000,pass
crexx,shared,compile-load-first-result,assemble,8,26105000,pass
crexx,rxvm,compile-load-first-result,load_first_result,8,7045000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,8,6679000,pass
crexx,shared,compile-load-first-result,compile,9,222023000,pass
crexx,shared,compile-load-first-result,assemble,9,25921000,pass
crexx,rxvm,compile-load-first-result,load_first_result,9,6834000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,9,7036000,pass
crexx,shared,compile-load-first-result,compile,10,228179000,pass
crexx,shared,compile-load-first-result,assemble,10,26429000,pass
crexx,rxvm,compile-load-first-result,load_first_result,10,6759000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,10,6589000,pass
crexx,shared,compile-load-first-result,compile,11,223054000,pass
crexx,shared,compile-load-first-result,assemble,11,25550000,pass
crexx,rxvm,compile-load-first-result,load_first_result,11,6816000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,11,6752000,pass
crexx,shared,compile-load-first-result,compile,12,220223000,pass
crexx,shared,compile-load-first-result,assemble,12,26360000,pass
crexx,rxvm,compile-load-first-result,load_first_result,12,6750000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,12,6786000,pass
crexx,shared,compile-load-first-result,compile,13,224480000,pass
crexx,shared,compile-load-first-result,assemble,13,26626000,pass
crexx,rxvm,compile-load-first-result,load_first_result,13,6941000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,13,7456000,pass
crexx,shared,compile-load-first-result,compile,14,228576000,pass
crexx,shared,compile-load-first-result,assemble,14,26698000,pass
crexx,rxvm,compile-load-first-result,load_first_result,14,6730000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,14,6899000,pass
crexx,shared,compile-load-first-result,compile,15,224854000,pass
crexx,shared,compile-load-first-result,assemble,15,27355000,pass
crexx,rxvm,compile-load-first-result,load_first_result,15,6978000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,15,6593000,pass
crexx,shared,compile-load-first-result,compile,16,219609000,pass
crexx,shared,compile-load-first-result,assemble,16,26316000,pass
crexx,rxvm,compile-load-first-result,load_first_result,16,6802000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,16,6713000,pass
crexx,shared,compile-load-first-result,compile,17,222740000,pass
crexx,shared,compile-load-first-result,assemble,17,27095000,pass
crexx,rxvm,compile-load-first-result,load_first_result,17,8487000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,17,6758000,pass
crexx,shared,compile-load-first-result,compile,18,227848000,pass
crexx,shared,compile-load-first-result,assemble,18,26886000,pass
crexx,rxvm,compile-load-first-result,load_first_result,18,6784000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,18,7797000,pass
crexx,shared,compile-load-first-result,compile,19,223906000,pass
crexx,shared,compile-load-first-result,assemble,19,26097000,pass
crexx,rxvm,compile-load-first-result,load_first_result,19,6671000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,19,6534000,pass
crexx,shared,compile-load-first-result,compile,20,220544000,pass
crexx,shared,compile-load-first-result,assemble,20,26351000,pass
crexx,rxvm,compile-load-first-result,load_first_result,20,6885000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,20,6706000,pass
oorexx,oorexx,compile-load-first-result,translate,1,19729000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,1,17917000,pass
oorexx,oorexx,compile-load-first-result,translate,2,17149000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,2,16417000,pass
oorexx,oorexx,compile-load-first-result,translate,3,17605000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,3,16080000,pass
oorexx,oorexx,compile-load-first-result,translate,4,17039000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,4,17983000,pass
oorexx,oorexx,compile-load-first-result,translate,5,17755000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,5,16756000,pass
oorexx,oorexx,compile-load-first-result,translate,6,18405000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,6,15975000,pass
oorexx,oorexx,compile-load-first-result,translate,7,17019000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,7,17803000,pass
oorexx,oorexx,compile-load-first-result,translate,8,17613000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,8,16660000,pass
oorexx,oorexx,compile-load-first-result,translate,9,17263000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,9,16061000,pass
oorexx,oorexx,compile-load-first-result,translate,10,17274000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,10,17251000,pass
oorexx,oorexx,compile-load-first-result,translate,11,16653000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,11,16643000,pass
oorexx,oorexx,compile-load-first-result,translate,12,16801000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,12,16046000,pass
oorexx,oorexx,compile-load-first-result,translate,13,18531000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,13,16092000,pass
oorexx,oorexx,compile-load-first-result,translate,14,16474000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,14,16388000,pass
oorexx,oorexx,compile-load-first-result,translate,15,17200000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,15,17037000,pass
oorexx,oorexx,compile-load-first-result,translate,16,17509000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,16,16085000,pass
oorexx,oorexx,compile-load-first-result,translate,17,17006000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,17,16782000,pass
oorexx,oorexx,compile-load-first-result,translate,18,16920000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,18,17962000,pass
oorexx,oorexx,compile-load-first-result,translate,19,16926000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,19,15924000,pass
