runtime,vm,lifecycle,phase,sequence,elapsed_ns,correctness
oorexx,oorexx,compile-load-first-result,translate,20,17073000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,20,16133000,pass
netrexx,netrexx,compile-load-first-result,compile,1,1235775000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,1,59542000,pass
netrexx,netrexx,compile-load-first-result,compile,2,1223403000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,2,60933000,pass
netrexx,netrexx,compile-load-first-result,compile,3,1258001000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,3,62911000,pass
netrexx,netrexx,compile-load-first-result,compile,4,1248323000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,4,59124000,pass
netrexx,netrexx,compile-load-first-result,compile,5,1241187000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,5,58045000,pass
netrexx,netrexx,compile-load-first-result,compile,6,1493648000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,6,60804000,pass
netrexx,netrexx,compile-load-first-result,compile,7,1325692000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,7,61445000,pass
netrexx,netrexx,compile-load-first-result,compile,8,1231001000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,8,57691000,pass
netrexx,netrexx,compile-load-first-result,compile,9,1265069000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,9,58643000,pass
netrexx,netrexx,compile-load-first-result,compile,10,1255106000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,10,58166000,pass
netrexx,netrexx,compile-load-first-result,compile,11,1242851000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,11,61035000,pass
netrexx,netrexx,compile-load-first-result,compile,12,1232216000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,12,60056000,pass
netrexx,netrexx,compile-load-first-result,compile,13,1297913000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,13,58965000,pass
netrexx,netrexx,compile-load-first-result,compile,14,1255356000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,14,57985000,pass
netrexx,netrexx,compile-load-first-result,compile,15,1371354000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,15,68306000,pass
netrexx,netrexx,compile-load-first-result,compile,16,1355613000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,16,62141000,pass
netrexx,netrexx,compile-load-first-result,compile,17,1369676000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,17,61593000,pass
netrexx,netrexx,compile-load-first-result,compile,18,1260973000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,18,59282000,pass
netrexx,netrexx,compile-load-first-result,compile,19,1273141000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,19,58034000,pass
netrexx,netrexx,compile-load-first-result,compile,20,1259217000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,20,58097000,pass
