rxtvm,1,link,43075115,500,1
rxtvm,1,direct,43264908,500,1
rxtvm,2,direct,43231653,500,1
rxtvm,2,link,43201770,500,1
rxtvm,3,link,43400254,500,1
rxtvm,3,direct,42812105,500,1
rxtvm,4,direct,42733728,500,1
rxtvm,4,link,42912119,500,1
rxtvm,5,link,42994738,500,1
rxtvm,5,direct,43334203,500,1
rxtvm,6,direct,42412526,500,1
rxtvm,6,link,43238345,500,1
rxtvm,7,link,43207444,500,1
rxtvm,7,direct,43040668,500,1
rxtvm,8,direct,42859225,500,1
rxtvm,8,link,43073891,500,1
rxtvm,9,link,43303916,500,1
rxtvm,9,direct,43018672,500,1
rxtvm,10,direct,42975928,500,1
rxtvm,10,link,43074039,500,1
rxtvm,11,link,42834514,500,1
rxtvm,11,direct,43189753,500,1
rxtvm,12,direct,42808842,500,1
rxtvm,12,link,43368068,500,1
