rxbvm,1,scopy,45959811,500,1
rxbvm,1,link,45795682,500,1
rxbvm,2,link,45913851,500,1
rxbvm,2,scopy,45874716,500,1
rxbvm,3,scopy,45330299,500,1
rxbvm,3,link,45406044,500,1
rxbvm,4,link,45071479,500,1
rxbvm,4,scopy,45354847,500,1
rxbvm,5,scopy,44823753,500,1
rxbvm,5,link,44801382,500,1
rxbvm,6,link,45350610,500,1
rxbvm,6,scopy,44440455,500,1
rxbvm,7,scopy,45160632,500,1
rxbvm,7,link,44336382,500,1
rxbvm,8,link,45691685,500,1
rxbvm,8,scopy,44690780,500,1
rxbvm,9,scopy,45073267,500,1
rxbvm,9,link,45420109,500,1
rxbvm,10,link,44992108,500,1
rxbvm,10,scopy,44889267,500,1
rxbvm,11,scopy,44731922,500,1
rxbvm,11,link,45397551,500,1
rxbvm,12,link,45239412,500,1
rxbvm,12,scopy,46061892,500,1
