rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1007800,2,1,8,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | IGETUNLINK_REG_REG(r5,r3)","r1=R5;r2=R11;c1=int:2;c2=int:6;r3=R4;r4=R12;c3=int:1;r5=R2","benchmark_awfy_permute_noopt",305
2,1007800,2,1,8,candidate,"UNLINK_REG(r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c1,c2,r4,r5,c3)","r1=R5;r2=R4;r3=R11;c1=int:2;c2=int:6;r4=R6;r5=R12;c3=int:1","benchmark_awfy_permute_noopt",316
3,936950,3,1,3,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2)","r1=R6;c1=int:18;c2=int:1","benchmark_awfy_permute_noopt",162
4,503900,1,1,3,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1)","r1=R6;r2=R7;r3=R8","benchmark_awfy_permute_noopt",334
5,503900,1,1,3,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINK_REG(r3)","r1=R2;r2=R4;r3=R5","benchmark_awfy_permute_noopt",313
6,503900,1,1,3,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | RET()","r1=R9;r2=R2;r3=R7","benchmark_awfy_permute_noopt",350
7,503900,1,1,8,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1)","r1=R7;r2=R11;c1=int:2;c2=int:6;r3=R9;r4=R13;c3=int:1;r5=R2","benchmark_awfy_permute_noopt",342
8,503900,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r5,r2,c1,c2,r6,r7,c3)","r1=R4;r2=R11;c1=int:2;c2=int:6;r3=R6;r4=R12;c3=int:1;r5=R8;r6=R7;r7=R13","benchmark_awfy_permute_noopt",318
9,503900,1,1,8,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c3,c4,r3,r4,c2)","c1=int:18;c2=int:1;r1=R5;r2=R11;c3=int:2;c4=int:6;r3=R4;r4=R12","benchmark_awfy_permute_noopt",301
10,503900,2,1,6,candidate,"SETTP_REG_INT(r1,c1) | CALL3_REG_FUNC_REG_REG_REG(r2,c2,r1,r3,r4)","r1=R20;c1=int:256;r2=R14;c2=func@344;r3=R3;r4=R7","benchmark_awfy_permute_noopt",266
