runtime,vm,phase,n,min_ns,q1_ns,median_ns,q3_ns,max_ns,mad_ns,relative_mad_percent,span_percent,rerun_recommended
crexx,shared,compile,10,80978000.000000,81870250.000000,82114500.000000,82609750.000000,128401000.000000,379000.000000,0.461551,57.752285,yes
crexx,shared,assemble,10,7415000.000000,7943750.000000,8171500.000000,8243500.000000,15042000.000000,206000.000000,2.520957,93.336597,yes
crexx,rxvm,load_first_result,10,3540000.000000,3727500.000000,3872000.000000,3975750.000000,9871000.000000,152000.000000,3.925620,163.507231,yes
crexx,rxbvm,load_first_result,10,3128000.000000,3548000.000000,3596000.000000,3625500.000000,8174000.000000,47500.000000,1.320912,140.322581,yes
